Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,62.58621541934845,"[131.52715318054197, 62.58621541934845, 111.52279816567878, 62.58621541934845, 114.56119048236576, 62.58621541934845, 148.7076987266642, 149.84634732000745, 185.7831819725252, 75.81796123850249, 62.58621541934845, 83.97799464613217, 64.33070237248026, 62.58621541934845, 76.41973643932349, 62.58621541934845, 62.58621541934845, 89.06462972612296, 62.58621541934845, 62.58621541934838, 111.45100140991666, 67.8952117290675, 62.58621541934845, 135.72482048548127, 66.89806236468661, 62.58621541934845, 70.77656915246739, 62.58621541934845, 62.58621541934845, 116.0049211141538, 62.58621541934845, 99.599988934944, 142.59573918541614, 62.58621541934845, 62.58621541934845, 82.74157763608905, 62.58621541934845, 81.00326181538996, 71.70054350763591, 62.58621541934845, 62.58621541934845, 62.58621541934845, 74.3157391176383, 63.329215114303445, 91.33379133893965, 62.58621541934845, 62.58621541934845, 79.50019371440075, 62.58621541934845, 62.58621541934845, 62.58621541934845, 136.50372710698312, 63.23669458874612, 119.74840119195692, 62.58621541934845, 110.48326657816854, 91.51648313731246, 107.21559545841066, 62.58621541934845, 162.2124088788202, 62.58621541934845, 135.3218398530722, 62.58621541934845, 62.58621541934845, 66.84499674850845, 62.58621541934845, 62.58621541934845, 66.2003227649298, 62.58621541934845, 255.64807123133627, 113.49266986881639, 73.67138532972982, 116.3505076765661, 79.2052732277359, 62.58621541934845, 144.81736110885285, 62.58621541934845, 114.16196294963882, 66.76650289208945, 124.40462562793634, 62.58621541934845, 62.58621541934845, 97.99707943164462, 63.27263693359391, 65.2945265955648, 62.58621541934845, 64.93495012066808, 62.58621541934845, 95.42266372815918, 244.0, 78.8720681165625, 62.58621541934845, 71.68046818321844, 87.57385398253416, 87.40549784269558, 62.58621541934845, 183.5664405483539, 86.36682762146114, 82.88109263819456, 122.47502826888709]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,16,222.28536647633945,"[318.03969498909464, 222.28536647633945, 345.6931679366902, 283.3265167881162, 233.46882527096804, 230.36536615688976, 263.13727350966263, 407.54261390846494, 325.2108949465409, 222.28536647633945, 222.28536647633945, 222.28536647633945, 238.37842717136783, 250.0132443935825, 288.92566739847035, 251.79369649157505, 239.52800305365298, 256.2727760629344, 222.28536647633945, 222.28536647633945, 222.28536647633945, 237.53369890488895, 222.28536647633945, 222.28536647633945, 222.28536647633945, 244.12441550589855, 464.22666769206865, 225.98389026294964, 222.28536647633945, 259.15728684228424, 222.28536647633945, 227.18775306893667, 304.62843651508143, 222.28536647633945, 222.28536647633945, 222.28536647633945, 222.28536647633945, 290.62273364351455, 222.28536647633945, 255.71667653476544, 233.95791729905363, 222.28536647633945, 222.28536647633945, 222.28536647633945, 222.28536647633945, 228.66941706468194, 261.89827550135345, 270.0342211926759, 454.49152284090707, 259.1850264210629, 249.16899344914492, 372.9708728137152, 222.28536647633945, 235.22292622864592, 229.95440406917947, 279.75799986926705, 226.03211809946885, 222.28536647633945, 222.28536647633945, 355.6435032586015, 242.07382598113725, 265.7283137235951, 222.28536647633945, 222.28536647633945, 222.28536647633945, 222.28536647633945, 378.06074707943037, 222.28536647633945, 245.17446364188328, 316.72553117083527, 284.89629264907995, 222.28536647633945, 277.2024459902329, 306.03906506673655, 222.28536647633945, 303.51587503002565, 300.1954934453115, 238.86625350495058, 222.28536647633945, 222.28536647633945, 289.4500792516183, 282.89794600098, 355.14515252311895, 232.30521277177434, 264.43484522714203, 260.01799580392975, 222.28536647633945, 222.28536647633945, 222.28536647633945, 366.79702261542303, 222.28536647633945, 222.28536647633945, 222.28536647633945, 222.28536647633945, 222.28536647633945, 238.48043700386634, 288.94345004134794, 222.28536647633945, 331.2276462000725, 222.28536647633945]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
4,16,304.71662317146934,"[318.03969498909464, 344.6739993984476, 447.5564488491441, 371.9908924154953, 464.01751488231923, 304.71662317146934, 304.71662317146934, 450.8785589415995, 367.09320691722496, 304.71662317146934, 310.69175803098733, 304.71662317146934, 338.3363626948236, 304.71662317146934, 371.01410288175384, 325.28630118734577, 304.71662317146934, 364.69123971563835, 304.71662317146934, 314.5609361376013, 304.71662317146934, 304.71662317146934, 334.04379358220467, 304.71662317146934, 332.02346038359104, 304.71662317146934, 310.7749146488933, 304.71662317146934, 304.71662317146934, 404.8785947969114, 304.71662317146934, 304.71662317146934, 368.0136671849852, 313.73674895123133, 304.71662317146934, 304.71662317146934, 304.71662317146934, 326.713665857388, 410.6105093801723, 304.71662317146934, 372.13374525189784, 382.60779048013825, 304.71662317146934, 304.71662317146934, 304.71662317146934, 319.91413268041936, 375.9550319944487, 307.31581999404835, 484.42413758868764, 372.96742949309896, 340.14820696853724, 408.4258633600461, 309.28016544947525, 304.71662317146934, 383.14831861913626, 320.051143437309, 396.21783534186136, 344.08064136124483, 319.48378958488206, 385.05437623352543, 347.8463970139478, 320.7047015964779, 318.0715222806086, 381.08877580842716, 304.71662317146934, 304.71662317146934, 430.6459694792802, 313.1216844896574, 341.94563738901905, 316.72553117083527, 321.35152573619825, 311.87457120605814, 330.2399172510653, 399.5664123725121, 332.91356778650834, 409.2823710631728, 406.39620661754657, 304.71662317146934, 304.71662317146934, 304.71662317146934, 336.9216703578612, 330.6407872692708, 402.48457061233455, 304.71662317146934, 304.71662317146934, 304.71662317146934, 404.80787770437325, 304.71662317146934, 313.0136592834378, 399.1366765024165, 310.5976772763475, 307.704526680747, 304.71662317146934, 304.71662317146934, 443.828311842444, 304.71662317146934, 409.11418767450067, 304.71662317146934, 408.40487551601916, 304.71662317146934]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
5,16,143.816565527492,"[217.249271093145, 143.816565527492, 178.1798847178907, 213.00773752430666, 152.82590880463465, 143.816565527492, 190.11354053264785, 243.00225590567095, 277.34497365738594, 143.816565527492, 144.9402231519511, 143.816565527492, 162.31698633190462, 144.3769766447964, 143.816565527492, 178.2166294485778, 143.816565527492, 191.1503516561267, 168.67255796737777, 143.816565527492, 166.0181942092712, 143.816565527492, 143.816565527492, 168.51612030068026, 143.816565527492, 143.816565527492, 150.46819655700386, 192.2148243244091, 149.58379290122485, 170.380431242616, 143.816565527492, 175.38163864176758, 201.68602517202947, 143.816565527492, 143.816565527492, 158.03519121483808, 143.816565527492, 156.21649221510887, 143.816565527492, 144.3383148637381, 149.57828756544052, 156.5929185501363, 188.42727233183055, 143.816565527492, 143.816565527492, 151.78908968285904, 228.9585613147584, 175.99224546510274, 143.816565527492, 259.1850264210629, 143.816565527492, 288.17432942597645, 143.816565527492, 198.39013664605866, 194.0, 177.6602192789013, 143.816565527492, 143.816565527492, 143.816565527492, 443.0825976859184, 143.816565527492, 216.37679466982075, 143.816565527492, 146.1558105417713, 157.9984160827889, 143.816565527492, 280.1978822430656, 143.816565527492, 143.816565527492, 286.2324240314052, 159.28703837923626, 147.88938817549248, 159.68088876550823, 246.83992706377126, 143.816565527492, 259.62573281958123, 143.816565527492, 159.70299198684032, 143.816565527492, 169.65450793894564, 178.47597193648562, 143.816565527492, 233.4565443423711, 143.816565527492, 143.816565527492, 159.89231420023265, 143.816565527492, 143.816565527492, 143.816565527492, 330.95067659460136, 143.816565527492, 143.816565527492, 143.816565527492, 143.816565527492, 143.816565527492, 153.54362600798117, 233.63465404564045, 143.816565527492, 143.816565527492, 168.34886244531685]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
6,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
8,16,386.2869720495004,"[550.6232250070923, 386.2869720495004, 487.9262406589641, 431.45330508347905, 408.86654485161336, 503.8660764132867, 523.1615547720819, 496.3472424824167, 420.24300253761595, 386.2869720495004, 386.88481612687826, 386.2869720495004, 415.06783408655554, 386.2869720495004, 411.5797516078413, 439.65670925083276, 394.10786377923336, 507.4827526323437, 442.62710085865183, 560.3467581326961, 419.1750091002699, 462.30668946303507, 400.5234731656128, 386.2869720495004, 420.1852878377755, 540.8614196039849, 431.7280123377269, 386.2869720495004, 415.2702606257517, 386.2869720495004, 488.56784353147356, 386.2869720495004, 432.01359407118207, 386.2869720495004, 401.8679370370286, 438.3353452583133, 386.2869720495004, 441.5423012174392, 440.70578748987157, 386.2869720495004, 436.53395088800687, 494.1150860506924, 386.2869720495004, 386.2869720495004, 386.2869720495004, 386.2869720495004, 446.59782824662636, 457.340701402583, 590.0193522641716, 556.5386293172396, 544.346367564017, 508.78665841941375, 386.2869720495004, 386.2869720495004, 436.79472938292275, 386.2869720495004, 462.03332965052226, 420.13498840604655, 397.6395325932601, 425.48199372336717, 386.2869720495004, 386.2869720495004, 386.2869720495004, 425.581985984738, 386.2869720495004, 574.4427885359403, 519.1545221587996, 386.2869720495004, 386.2869720495004, 512.1668109574694, 395.2526551766084, 386.2869720495004, 386.2869720495004, 486.4302606011417, 400.7535980271026, 440.83499159078696, 531.9560995616314, 449.8973749211476, 386.2869720495004, 386.2869720495004, 386.2869720495004, 386.2869720495004, 439.7288753335662, 386.2869720495004, 474.4147076206633, 386.2869720495004, 657.5350601968969, 386.2869720495004, 386.2869720495004, 444.4257851423728, 386.2869720495004, 393.1750672598519, 386.2869720495004, 386.2869720495004, 525.5771723526314, 386.2869720495004, 483.9476275976593, 417.1517498848533, 536.3706212672621, 443.0706456014661]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",MED,MED,-,-,Wednesday,4
9,3,291.85900005590713,"[394.4570434536789, 393.83004431473364, 322.9441523335471, 322.9479580191818, 291.85900005590713, 346.0506007115786, 365.79509650925314, 304.0336225840483, 456.32962679930563, 318.49914871157256, 363.47596155316967, 309.3661548776513, 426.7462882261836, 291.85900005590696, 291.85900005590713, 368.49898954414533, 523.7826209534755, 291.85900005590713, 340.78402595787026, 291.85900005590577, 439.4893498716435, 433.3673842751301, 291.8590000559061, 325.18116745279843, 375.4961577468483, 291.85900005590713, 359.96618151106793, 763.5715732126951, 347.9958294440951, 291.85900005590713, 291.85900005590713, 291.8590000559052, 291.8590000559071, 291.8590000559061, 291.8590000559072, 358.3432724531053, 291.8590000559071, 302.64867798098584, 357.292148012657, 327.23499640767216, 291.85900005590696, 344.6173357033965, 399.54842849864025, 291.85900005590713, 409.1490253339922, 291.85900005590713, 291.859000055907, 313.46209350622473, 420.8562560536808, 495.3714282016881, 291.85900005590344, 304.2474861034727, 291.85900005590713, 425.48537082266336, 318.909879633449, 367.8018624520809, 413.49472846923254, 291.8590000559071, 291.85900005590696, 291.8590000559071, 295.36182371622505, 378.72154879053795, 291.85900005590486, 418.60597180982677, 295.445910825746, 311.98733968349114, 291.8590000559071, 291.8590000559021, 366.0, 383.8624929315154, 335.9486825501231, 328.79742166544344, 291.859000055907, 371.2631816493484, 301.380625447751, 339.9052504690427, 291.8590000559071, 296.15875846795507, 384.63335840138217, 327.19618638330303, 432.26785860044936, 304.2837889785252, 320.8263235991693, 353.392449221975, 303.8587996949145, 291.859000055907, 291.85900005590696, 291.859000055907, 291.8590000559071, 360.3898055196478, 291.8590000559071, 422.2146487594139, 333.50235214781003, 291.8590000559061, 291.85900005590713, 326.2433674217238, 291.85900005590713, 291.85900005590713, 466.1603151211111, 291.85900005590713]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
10,18,133.9503356704197,"[133.9503356704197, 133.9503356704197, 133.9503356704197, 230.4313388699816, 133.9503356704197, 135.10595735303022, 133.9503356704197, 171.10859961331292, 276.23227417169267, 133.9503356704197, 285.4027005108913, 133.9503356704197, 239.75500162438053, 186.38326054766537, 268.1737937587258, 179.0879224450372, 133.9503356704197, 187.58663619995554, 217.61030091538345, 133.9503356704197, 133.9503356704197, 133.9503356704197, 154.34460146946404, 186.16061092281973, 271.7994584786146, 133.9503356704197, 161.00008002306495, 133.9503356704197, 249.7652870299881, 133.9503356704197, 151.82471427325294, 143.68368166531923, 460.0, 178.6869203373777, 182.42042043603902, 209.31333655034996, 195.35915344528166, 133.9503356704197, 143.74156582284073, 133.9503356704197, 147.62519745283726, 177.54714666832064, 246.88603547974992, 133.9503356704197, 152.61640061339753, 260.71789033778936, 133.9503356704197, 186.32457149998478, 135.68451762570703, 133.9503356704197, 133.9503356704197, 236.43684121567873, 133.9503356704197, 242.01680663937964, 133.9503356704197, 133.9503356704197, 247.85943703514775, 133.9503356704197, 317.74118643557273, 133.9503356704197, 133.9503356704197, 133.9503356704197, 133.9503356704197, 273.92470065048246, 193.03768932128946, 133.9503356704197, 157.4608333992774, 133.9503356704197, 173.75581504323998, 231.37993245392977, 133.9503356704197, 167.49178156537747, 293.595455823352, 253.75781601437262, 133.9503356704197, 142.0213411117794, 133.9503356704197, 133.9503356704197, 211.27739243245276, 172.26940637466578, 188.64241212269502, 236.13231269588175, 133.9503356704197, 299.2376342205586, 133.9503356704197, 225.40905815515927, 203.21032466191573, 143.52938975944204, 180.64923813931017, 133.9503356704197, 227.26623942414926, 193.2344981155633, 201.9912302157917, 313.9476477146049, 133.9503356704197, 141.56425659902254, 133.9503356704197, 147.57277684805754, 133.9503356704197, 198.44505223845962]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Wednesday,6
11,24,153.13603655294992,"[153.13603655294992, 180.04938053312907, 153.13603655294992, 153.13603655294992, 199.90464688270055, 196.0713704811336, 206.0585397979301, 153.13603655294992, 193.408705431366, 153.13603655294992, 302.64854185113717, 153.13603655294992, 153.13603655294992, 153.13603655294992, 174.17351652591225, 153.13603655294992, 244.58938221486886, 159.27231936780962, 153.13603655294992, 206.0961621754136, 213.77719777124588, 153.4779904229893, 153.13603655294992, 153.13603655294992, 153.13603655294992, 302.38563612779745, 153.13603655294992, 153.13603655294992, 153.13603655294992, 284.74286526109944, 153.13603655294992, 161.1739541432867, 153.13603655294992, 210.0080628693854, 176.64272171740342, 217.02176207547444, 185.36075128707986, 153.13603655294992, 320.1953650520348, 207.91693234425526, 243.45503549230753, 153.13603655294992, 710.6905404624595, 153.13603655294992, 266.64639461842154, 170.1728349650622, 153.13603655294992, 153.13603655294992, 476.3408590951387, 383.8488875044089, 202.16940920066145, 153.13603655294992, 153.13603655294992, 153.13603655294992, 254.5393546909876, 165.53488356899308, 165.45823217122802, 230.81825706383046, 201.08567167960885, 180.05509366107032, 375.44512686506107, 199.26606476924238, 200.02771635026312, 153.13603655294992, 186.80875162513306, 185.6279577418161, 153.13603655294992, 235.76024010988246, 236.9803177884565, 751.0861128664991, 203.4628727458574, 153.13603655294992, 153.13603655294992, 153.13603655294992, 153.13603655294992, 325.88468198579335, 337.0086004523803, 289.39444895148426, 180.19502684334861, 165.89013887897468, 153.13603655294992, 167.8366687347338, 178.72565504778376, 223.23957610220043, 810.395584296046, 153.13603655294992, 153.13603655294992, 153.13603655294992, 177.68434988273913, 153.13603655294992, 203.14410586025207, 153.13603655294992, 153.13603655294992, 153.13603655294992, 186.37797538251198, 153.13603655294992, 251.69259938665783, 153.13603655294992, 153.13603655294992, 153.13603655294992]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Thursday,7
14,23,249.2204777002913,"[415.5571395187361, 403.276374975404, 249.22047770028985, 428.18639506918237, 587.272654596228, 357.79837676423153, 449.0865827525908, 249.22047770029133, 249.22047770029127, 249.22047770029127, 329.10645138477184, 316.915516159885, 249.22047770028985, 249.22047770029076, 249.2204777002912, 431.1453732271151, 249.2204777002913, 249.22047770029133, 377.83808467881454, 277.1218353468437, 249.2204777002913, 249.22047770029133, 249.2204777002916, 312.16691928998495, 249.2204777002916, 249.22047770029133, 398.63635245990054, 251.81079808355247, 305.58942806230084, 249.2204777002913, 285.67432165975674, 249.22047770029133, 249.22047770029127, 330.46429609203255, 249.2204777002913, 386.602264215788, 249.2204777002912, 249.22047770029133, 362.90546713948305, 249.2204777002951, 290.24575648325924, 556.0, 249.22047770029138, 249.2204777002915, 288.61149140754833, 249.22047770028985, 249.2204777002913, 249.22047770029127, 293.8827426140523, 303.8292441284602, 332.87322147487276, 249.2204777002913, 396.15922625009574, 251.3283991859792, 370.44832811538913, 332.7066220944954, 401.67037068707464, 249.22047770029133, 313.4940630077356, 396.9317934813094, 352.62164572629814, 249.22047770029116, 809.0, 249.22047770029133, 339.05984531747237, 497.1915510670106, 280.8509827786346, 438.01781243980577, 311.92319086815996, 416.59984051206504, 249.37666993149247, 360.03522373440387, 263.2699588605436, 249.2204777002762, 249.2204777002912, 334.90545161746496, 290.545958244893, 255.11841200068312, 249.22047770029133, 348.89153980166856, 249.22047770029133, 294.4514467202097, 249.22047770029133, 249.2204777002912, 617.5861753481994, 307.5630624963615, 697.4775237098063, 249.22047770029144, 249.22047770029138, 252.37642737544772, 249.2204777002913, 249.22047770029133, 316.8801368914504, 249.22047770029133, 348.48590716659476, 249.2204777002913, 461.50387032029096, 294.82847716321055, 249.22047770028905, 304.9989598926491]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Thursday,6
