Model,SolvedOptimally,SolutionCount,ObjectiveBound,SolveTime,TimeOut,OptimalityGap,BestObjective
FirstStage,True,10,7273.369893502215,3.9924190044403076,False,0.0,7273.369893502215
SecondStage,True,3,6906.782046608343,0.03678107261657715,False,0.0,6906.782046608345
block0,True,1,424.6874862512682,0.04421091079711914,False,0.0,424.6874862512685
block1,True,1,875.0030891931074,0.008051872253417969,False,0.0,875.0030891931079
block2,True,1,1168.055723849454,0.004822969436645508,False,0.0,1168.0557238494541
block3,True,1,266.2901212814604,0.005290031433105469,False,0.0,266.2901212814606
block4,True,1,694.1000000000022,0.0025129318237304688,False,0.0,694.1000000000022
block5,True,1,357.2278165447342,0.0021409988403320312,False,0.0,357.2278165447347
block6,True,1,486.7000000000001,0.0005681514739990234,False,0.0,486.7000000000001
block7,True,1,1065.9255403863763,0.007164955139160156,False,0.0,1065.9255403863772
block8,True,1,455.5771407818843,0.0057849884033203125,False,0.0,455.57714078188474
block9,True,1,742.418390586125,0.004975795745849609,False,0.0,742.418390586125
block10,True,1,520.7210026518769,0.0033500194549560547,False,0.0,520.7210026518769
block11,True,1,405.9142983055963,0.006683826446533203,False,0.0,405.9142983055963
block12,True,1,296.2339285030466,0.007132053375244141,False,0.0,296.2339285030468
block13,True,1,630.9706993803975,0.006150960922241211,False,0.0,630.970699380398
block14,True,1,846.2696496704411,0.005216836929321289,False,0.0,846.2696496704411
block15,True,1,486.7004231105607,0.007436037063598633,False,0.0,486.7004231105601
block16,True,1,275.139433545231,0.006306171417236328,False,0.0,275.1394335452309
block17,True,1,1157.5898433190591,0.004865169525146484,False,0.0,1157.5898433190596
block18,True,1,353.3259354239151,0.003412961959838867,False,0.0,353.32593542391476
block19,True,1,1140.3011794711492,0.004466056823730469,False,0.0,1140.3011794711479
block20,True,1,446.3483056710111,0.0038471221923828125,False,0.0,446.3483056710114
block21,True,1,1139.968357961131,0.005115032196044922,False,0.0,1139.968357961132
block22,True,1,655.5869869224039,0.003954172134399414,False,0.0,655.5869869224041
block23,True,1,239.93794164084875,0.002671957015991211,False,0.0,239.93794164084915
block24,True,1,1066.2480423088923,0.0034520626068115234,False,0.0,1066.2480423088928
block25,True,1,367.08663536395716,0.006196022033691406,False,0.0,367.08663536395716
block26,True,1,1564.2480451763267,0.005406856536865234,False,0.0,1564.2480451763258
block27,True,1,461.2683175998377,0.00156402587890625,False,0.0,461.26831759983776
block28,True,1,180.05313850296125,0.0017099380493164062,False,0.0,180.05313850296113
block29,True,1,495.41518446394093,0.001605987548828125,False,0.0,495.4151844639411
block30,True,1,265.71236714014776,0.002584218978881836,False,0.0,265.71236714014805
block31,True,1,351.17238781061496,0.003779888153076172,False,0.0,351.17238781061513
blockorder0,True,2,0.0,0.6310849189758301,False,0.0,-2.2737367544323206e-12
blockorder1,True,3,27.0,0.00896906852722168,False,0.0,26.99999999999875
blockorder2,True,1,0.0,0.005054950714111328,False,0.0,-3.623767952376511e-12
blockorder3,True,1,0.0,0.001734018325805664,False,0.0,0.0
blockorder4,True,1,74.9999999999973,0.0008950233459472656,False,0.0,74.9999999999973
blockorder5,True,1,0.0,0.001146078109741211,False,0.0,7.105427357601002e-14
blockorder6,True,1,-9.237055564881302e-13,0.0004909038543701172,False,0.0,-9.237055564881302e-13
blockorder7,True,5,0.0,0.016253948211669922,False,0.0,-8.348877145181177e-13
blockorder8,True,1,11.0,0.005959033966064453,False,0.0,11.000000000001293
blockorder9,True,4,0.0,0.0034270286560058594,False,0.0,-1.1368683772161603e-12
blockorder10,True,1,0.0,0.0037698745727539062,False,0.0,7.105427357601002e-14
blockorder11,True,1,0.0,0.0044329166412353516,False,0.0,-1.0835776720341528e-12
blockorder12,True,1,0.0,0.0058879852294921875,False,0.0,4.973799150320701e-13
blockorder13,True,3,0.0,0.014185190200805664,False,0.0,0.0
blockorder14,True,1,0.0,0.0028541088104248047,False,0.0,1.1368683772161603e-12
blockorder15,True,4,0.0,0.007318019866943359,False,0.0,-2.2737367544323206e-12
blockorder16,True,2,0.0,0.002348184585571289,False,0.0,1.4210854715202004e-13
blockorder17,True,1,0.0,0.0017170906066894531,False,0.0,-5.684341886080801e-13
blockorder18,True,1,0.0,0.00255584716796875,False,0.0,0.0
blockorder19,True,4,0.0,0.007867097854614258,False,0.0,-3.410605131648481e-12
blockorder20,True,3,0.0,0.0020880699157714844,False,0.0,7.815970093361102e-13
blockorder21,True,1,59.0,0.014352083206176758,False,0.0,59.00000000000091
blockorder22,True,1,-2.2737367544323206e-12,0.0032830238342285156,False,0.0,-2.2737367544323206e-12
blockorder23,True,3,0.0,0.0031812191009521484,False,0.0,0.0
blockorder24,True,1,39.99999999999818,0.003929853439331055,False,0.0,39.99999999999545
blockorder25,True,2,0.0,0.004904985427856445,False,0.0,-2.8421709430404007e-13
blockorder26,True,1,122.99999999999636,0.022037982940673828,False,0.0,122.99999999999955
blockorder27,True,1,0.0,0.0006117820739746094,False,0.0,0.0
blockorder28,True,1,0.0,0.00024318695068359375,False,0.0,0.0
blockorder29,True,1,0.0,0.0017638206481933594,False,0.0,0.0
blockorder30,True,1,0.0,0.0017790794372558594,False,0.0,0.0
blockorder31,True,1,0.0,0.001230001449584961,False,0.0,0.0
