Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,115.14992578017751,"[115.14992578017751, 115.14992578017751, 166.54002406056773, 115.14992578017751, 115.14992578017751, 116.5896372498848, 115.14992578017751, 115.14992578017751, 122.51231062181593, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 226.92268721976114, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 233.21731438066016, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 120.81436671118475, 115.14992578017751, 115.14992578017751, 622.7974724911608, 115.14992578017751, 115.14992578017751, 134.30803199787113, 115.14992578017751, 230.36340099422048, 115.14992578017751, 115.14992578017751, 154.8811170906684, 178.39703891841836, 115.14992578017751, 115.14992578017751, 135.973322425215, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 118.68037023902065, 115.14992578017751, 115.14992578017751, 119.28620602958034, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751, 115.14992578017751]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
1,16,252.77558366935003,"[252.77558366935003, 252.77558366935003, 255.73421964496842, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 253.59646088610933, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935, 252.77558366935003, 252.77558366935003, 252.77558366935006, 252.77558366935003, 252.77558366935003, 252.77558366935006, 252.77558366935003, 252.77558366935003, 282.63469573218435, 252.77558366935003, 281.2955819210084, 252.77558366935003, 252.77558366935006, 252.77558366935003, 252.77558366935006, 278.9798053004594, 252.77558366935003, 252.77558366935003, 252.77558366935003, 334.3888407588885, 261.5699604191108, 252.77558366935, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 342.9352231658382, 252.77558366935003, 564.0786223910058, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 319.77750918779367, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 356.07093048328704, 252.77558366935, 252.77558366935003, 252.77558366935006, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935006, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935, 252.77558366935003, 312.3616784123534, 252.77558366935003, 252.77558366935003, 258.8754945352473, 252.77558366935003, 450.24750719180673, 252.77558366935003, 330.92658082399504, 252.77558366935003, 252.77558366935, 252.77558366935003, 252.77558366935003, 252.77558366935006, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935003, 252.77558366935006, 252.77558366935003]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,3,0.0,"[0.0, 5.684341886080802e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.684341886080802e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 2.842170943040401e-14, 0.0, 0.0, -5.684341886080802e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, -2.842170943040401e-14, 0.0, 0.0, -2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.684341886080802e-14, 0.0, 0.0, 0.0, -2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.684341886080802e-14, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
4,3,168.54617689947048,"[168.54617689947048, 216.59170899835135, 168.54617689947048, 172.38152105146543, 220.99744121185034, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.5461768994705, 236.49776662262065, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.5461768994705, 168.54617689947048, 226.33548897537926, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 304.4707927664218, 168.54617689947048, 168.54617689947048, 168.5461768994705, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 191.0, 168.54617689947048, 168.54617689947048, 168.54617689947048, 210.76362411652823, 168.54617689947048, 268.96699353723795, 168.54617689947048, 168.5461768994705, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.5461768994705, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 199.90649037513478, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048, 168.54617689947048]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
5,10,190.2020146312911,"[190.2020146312911, 190.2020146312911, 190.2020146312911, 190.20201463129106, 190.2020146312911, 237.8632682686984, 190.2020146312911, 190.2020146312911, 190.2020146312911, 349.6776527153062, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 337.1536958786128, 190.2020146312911, 190.2020146312911, 190.2020146312911, 338.17832721519625, 190.2020146312911, 190.2020146312911, 190.20201463129106, 394.6353457127144, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 221.22863486237065, 190.20201463129115, 190.2020146312911, 190.2020146312911, 518.1199381587294, 190.2020146312911, 190.20201463129106, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.20201463129106, 190.20201463129112, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 264.0733068799032, 190.2020146312911, 190.2020146312911, 190.20201463129106, 190.2020146312911, 190.2020146312911, 190.20201463129106, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 258.06387636052705, 190.2020146312911, 190.2020146312911, 428.38508827927177, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911, 190.2020146312911]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
6,10,2.5684123781653057,"[2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781652772, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 296.0, 2.568412378165249, 2.5684123781653057, 2.5684123781653057, 298.0, 2.5684123781653625, 2.5684123781653057, 2.5684123781653057, 358.0, 2.568412378165249, 2.568412378165249, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 281.56830661851654, 2.5684123781653057, 2.5684123781653057, 340.0, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.568412378165334, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.568412378165249, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.568412378165249, 2.568412378165249, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781652772, 2.5684123781653057, 2.568412378165334, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 394.0, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653625, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781653057, 2.5684123781652772]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
7,11,236.36917692807967,"[236.3691769280797, 317.49909644770815, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.369176928076, 239.49152968209887, 237.78571306247434, 236.36917692807967, 236.3691769280765, 280.6021517437654, 236.36917692807967, 242.09550263385665, 263.70402998611837, 376.6291859184989, 236.36917692807967, 291.0388673007804, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 247.3861156613554, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 261.4856599260918, 236.36917692807967, 236.36917692807967, 236.369176928079, 236.36917692807967, 236.36917692807967, 236.36917692807967, 447.6224747282341, 236.36917692807967, 410.61781044535326, 302.3228820064264, 377.92493835843015, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.3691769280797, 281.2632955598532, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 237.3006976556356, 236.3691769280758, 236.36917692807967, 258.7652400334554, 236.36917692807967, 265.9321432293282, 236.36917692807967, 236.36917692807924, 274.08236684550053, 236.36917692807967, 236.36917692807967, 236.36917692807955, 236.36917692807833, 236.36917692807742, 447.53293343776784, 353.3564774024308, 236.36917692807967, 236.36917692807967, 236.3691769280772, 236.36917692807967, 236.36917692807566, 236.36917692807967, 678.0, 236.36917692807967, 306.6285688142515, 236.36917692807967, 236.36917692807967, 263.89734342902034, 236.36917692807967, 289.5213935977042, 348.5751912833561, 236.36917692807967, 236.36917692807967, 585.0209749136139, 236.36917692807967, 304.62863744849847, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.36917692807967, 236.3691769280781, 236.36917692807697, 236.36917692807967, 236.36917692807967, 277.88866454473765, 236.36917692807967, 236.36917692807967, 358.4661277855161]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
8,11,119.54677190692524,"[119.54677190689563, 119.54677190692527, 138.85279881637607, 119.54677190692522, 134.77113445316135, 119.54677190692524, 173.81148613854722, 119.54677190692527, 119.54677190692524, 119.54677190692524, 119.54677190692527, 119.5467719069252, 129.17037584259648, 217.67481710761862, 119.54677190692524, 119.5467719069252, 238.2848074494512, 119.54677190692522, 119.54677190692524, 119.54677190692522, 119.5467719069252, 119.5467719069252, 119.54677190692524, 119.54677190692524, 119.54677190692522, 119.54677190692522, 119.5467719069252, 119.54677190692524, 119.5467719069252, 119.54677190692527, 119.5467719069252, 119.54677190692524, 119.54677190692524, 119.5467719069252, 119.5467719069252, 151.41364292054536, 119.54677190692524, 119.5467719069252, 394.56764836371616, 119.54677190692529, 302.00801848529824, 183.52546131394635, 119.5467719069252, 119.5467719069252, 119.54677190692522, 183.1733193640105, 119.54677190692524, 119.54677190692529, 119.5467719069252, 119.54677190692524, 119.54677190692524, 119.54677190692524, 119.54677190692524, 119.54677190692524, 119.54677190692524, 180.91954397013205, 132.6495710479617, 119.5467719069253, 138.26264162253366, 119.54677190692524, 164.7411784586504, 119.54677190692522, 119.54677190692519, 119.54677190692507, 119.54677190692524, 119.54677190692524, 377.8987066881473, 284.15761286412294, 119.54677190692524, 119.54677190692524, 119.54677190692524, 119.5467719069252, 119.54677190692524, 119.54677190692524, 121.0, 119.5467719069252, 119.5467719069252, 119.54677190692522, 119.54677190692524, 119.54677190692524, 119.5467719069252, 119.54677190692524, 119.54677190692524, 119.54677190692524, 119.54677190692524, 556.7048018679546, 119.54677190692522, 119.54677190692524, 119.54677190692524, 119.5467719069252, 119.54677190692522, 119.54677190692522, 119.54677190692524, 119.54677190692524, 119.54677190692522, 119.5467719069252, 168.97548474092883, 119.54677190692524, 119.54677190692524, 167.0449643000093]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
9,11,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 386.0, 0.0, 251.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 515.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
