Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,114.54718027588385,"[114.54718027588385, 114.54718027588385, 166.54002406056773, 114.54718027588385, 114.54718027588385, 116.5896372498848, 114.54718027588385, 114.54718027588385, 122.51231062181593, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 226.92268721976114, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 233.21731438066018, 115.14992578017751, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 120.81436671118475, 114.54718027588385, 114.54718027588385, 114.54718027588387, 114.54718027588385, 114.54718027588385, 134.30803199787113, 114.54718027588385, 230.36340099422048, 114.54718027588385, 114.54718027588385, 154.8811170906684, 178.39703891841836, 114.54718027588385, 114.54718027588385, 135.973322425215, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 118.68037023902065, 114.54718027588385, 114.54718027588385, 119.28620602958034, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385, 114.54718027588385]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
1,16,252.17283816505636,"[252.17283816505636, 252.17283816505636, 255.73421964496842, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.99371538181566, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 282.6346957321843, 252.17283816505636, 280.6928364167147, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 278.3770597961658, 252.17283816505636, 252.17283816505636, 252.17283816505636, 334.3888407588885, 261.5699604191108, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 342.33247766154454, 252.17283816505636, 277.23959967822714, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 319.77750918779367, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 355.46818497899335, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 311.75893290805976, 252.17283816505636, 252.17283816505636, 258.2727490309536, 252.17283816505636, 449.6447616875131, 252.17283816505636, 330.92658082399504, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636, 252.17283816505636]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 221.41126950249827, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,3,187.01151488163254,"[187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 252.49211264851178, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163256, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163256, 187.01151488163254, 187.01151488163254, 187.01151488163254, 444.6839794390933, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.0115148816325, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 316.16937555764804, 187.01151488163254, 187.01151488163254, 187.01151488163254, 577.9409644925174, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163256, 187.0115148816325, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163256, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.0115148816325, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 187.01151488163254, 264.7023826907896, 187.01151488163254, 187.01151488163254, 187.01151488163254]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
4,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.842170943040401e-14, 0.0, 0.0, -2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.684341886080802e-14, 0.0, 0.0, 0.0, 0.0, 2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0, 517.0, 0.0, 0.0, 0.0, -5.684341886080802e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.684341886080802e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.842170943040401e-14, 0.0, 0.0, 0.0, -5.684341886080802e-14, 2.842170943040401e-14, 0.0, 0.0, 0.0, -2.842170943040401e-14, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
5,10,0.0,"[-5.684341886080802e-14, 0.0, -5.684341886080802e-14, -2.842170943040401e-14, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, 0.0, 0.0, 0.0, -5.684341886080802e-14, -2.842170943040401e-14, -5.684341886080802e-14, 0.0, 0.0, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, -5.684341886080802e-14, -5.684341886080802e-14, 296.0, 0.0, 0.0, 0.0, 298.0, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, 358.0, 0.0, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, -5.684341886080802e-14, 0.0, 0.0, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, 340.0, -2.842170943040401e-14, -2.842170943040401e-14, -5.684341886080802e-14, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, 0.0, 0.0, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, -2.842170943040401e-14, -5.684341886080802e-14, -2.842170943040401e-14, -5.684341886080802e-14, 0.0, 5.684341886080802e-14, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, 2.842170943040401e-14, -2.842170943040401e-14, 0.0, -2.842170943040401e-14, 0.0, -5.684341886080802e-14, 0.0, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, 0.0, 0.0, -5.684341886080802e-14, -2.842170943040401e-14, -5.684341886080802e-14, -5.684341886080802e-14, -5.684341886080802e-14, 0.0, 0.0, 394.0, -5.684341886080802e-14, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, 0.0, -5.684341886080802e-14, -5.684341886080802e-14, 8.242295734817162e-12, -2.842170943040401e-14, -5.684341886080802e-14]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
6,10,220.70894945556563,"[220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.7089494555657, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.7089494555656, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.7089494555656, 220.70894945556563, 220.70894945556563, 220.70894945556563, 346.7443323064641, 220.70894945556563, 220.70894945556563, 220.70894945556563, 346.84466266474374, 220.70894945556566, 220.70894945556563, 220.70894945556563, 406.0997410153139, 220.70894945556563, 220.70894945556566, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556566, 220.70894945556563, 281.5683066185165, 220.70894945556563, 220.70894945556563, 370.30880719818293, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.7089494555656, 224.85716789664616, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556566, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 319.60187156598124, 220.70894945556563, 220.70894945556563, 220.70894945556563, 264.5475389908798, 220.70894945556566, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556552, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556566, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 435.7734881680363, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 350.14829265794555, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563, 220.70894945556563]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
7,11,247.4427464134599,"[247.4427464134599, 320.89685072586394, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.44274641345538, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.44274641345578, 283.9999060219211, 247.4427464134599, 247.4427464134599, 263.70402998611837, 380.02694019665466, 247.4427464134599, 291.0388673007804, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 250.78386993951116, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 264.8834142042475, 247.4427464134599, 247.4427464134599, 247.4427464134585, 247.4427464134599, 247.4427464134599, 247.4427464134599, 451.02022900638985, 247.4427464134599, 410.61781044535326, 305.72063628458216, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 504.1046192093198, 284.6610498380089, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134551, 247.4427464134599, 258.7652400334554, 247.4427464134599, 269.3298975074839, 247.4427464134599, 247.44274641345942, 274.08236684550053, 247.4427464134599, 247.4427464134599, 734.4422117995585, 247.44274641345783, 247.44274641345692, 447.53293343776784, 353.3564774024308, 247.4427464134599, 247.4427464134599, 247.44274641345646, 247.4427464134599, 247.44274641345476, 247.4427464134599, 655.0642335607631, 247.4427464134599, 310.02632309240727, 247.4427464134599, 247.4427464134599, 267.29509770717607, 247.4427464134599, 292.91914787585995, 351.9729455615119, 247.4427464134599, 247.4427464134599, 247.4427464134549, 247.4427464134599, 308.0263917266542, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.4427464134599, 247.44274641345737, 247.442746413456, 247.4427464134599, 247.4427464134599, 277.88866454473765, 247.4427464134599, 247.4427464134599, 358.4661277855161]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
8,11,122.944526185081,"[122.944526185081, 122.94452618508106, 138.85279881637607, 122.94452618508097, 134.77113445316135, 122.944526185081, 173.81148613854722, 122.94452618508097, 122.944526185081, 122.944526185081, 122.944526185081, 122.94452618508096, 129.17037584259648, 217.67481710761862, 122.94452618508103, 122.94452618508096, 238.2848074494512, 122.94452618508096, 122.944526185081, 122.94452618508097, 122.94452618508095, 122.94452618508096, 122.944526185081, 122.944526185081, 122.94452618508096, 122.94452618508097, 122.94452618508096, 122.944526185081, 122.94452618508096, 122.94452618508102, 122.94452618508096, 122.944526185081, 122.944526185081, 122.94452618508096, 122.94452618508096, 151.41364292054536, 122.944526185081, 122.94452618508096, 394.56764836371616, 122.94452618508102, 122.944526185081, 183.52546131394635, 122.94452618508096, 122.94452618508096, 122.94452618508096, 183.1733193640105, 442.948307348786, 122.94452618508102, 122.94452618508096, 122.944526185081, 122.944526185081, 122.944526185081, 122.94452618508097, 122.944526185081, 122.944526185081, 180.91954397013205, 132.6495710479617, 122.94452618508103, 138.26264162253366, 122.944526185081, 164.7411784586504, 122.94452618508097, 122.94452618508095, 692.1269398254758, 122.944526185081, 122.944526185081, 377.8987066881473, 284.15761286412294, 122.944526185081, 122.944526185081, 122.944526185081, 122.94452618508096, 122.944526185081, 122.944526185081, 590.0, 122.94452618508096, 122.94452618508099, 122.94452618508097, 122.944526185081, 122.944526185081, 122.94452618508096, 122.94452618508097, 122.944526185081, 122.944526185081, 122.944526185081, 122.944526185081, 122.94452618508097, 122.944526185081, 122.944526185081, 122.94452618508096, 122.94452618508097, 122.94452618508097, 122.944526185081, 122.944526185081, 122.94452618508097, 122.94452618508096, 168.97548474092883, 122.944526185081, 122.944526185081, 167.0449643000093]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
9,11,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 386.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 403.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 584.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 121.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
