Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
1,16,57.793452981873116,"[57.793452981873116, 79.65043731180411, 210.41352659676164, 66.00246129561005, 96.32194998221641, 57.793452981873116, 98.98072280302728, 106.29564447808788, 57.793452981873116, 57.793452981873116, 84.34529789716278, 61.31664304447679, 122.43295239797406, 57.793452981873116, 57.793452981873116, 57.793452981873116, 61.94785584128333, 74.60512250425411, 74.42091667053589, 58.29687924450475, 123.86443521764765, 88.16182745418446, 75.89508134857063, 57.793452981873116, 57.793452981873116, 70.72722350279501, 115.7800277008513, 77.73429165704205, 62.198289064377185, 171.54619407912992, 115.95417363053868, 84.93406669050205, 57.793452981873116, 57.793452981873116, 57.793452981873116, 60.470217790379515, 57.793452981873116, 105.54999518589169, 57.793452981873116, 57.793452981873116, 103.93925823209624, 75.08936156774644, 609.0, 57.793452981873116, 296.8025756297553, 57.793452981873116, 57.793452981873116, 116.51348136795713, 73.1580136908618, 185.99919481350705, 102.4772019070738, 419.2818075697948, 57.793452981873116, 69.06629824710889, 768.5137050049301, 82.99843820100547, 57.793452981873116, 133.9668560290394, 106.08353078009954, 81.19896615528451, 102.59577512015196, 101.71188425398577, 73.2000843724377, 57.793452981873116, 148.0, 57.793452981873116, 167.84542283200412, 512.4895589140549, 63.69975979849098, 57.793452981873116, 57.793452981873116, 57.793452981873116, 57.793452981873116, 57.793452981873116, 78.53482704659058, 65.62393053273541, 57.793452981873116, 444.0, 73.66467139685979, 57.793452981873116, 57.793452981873116, 83.83621142693984, 60.35763834237008, 248.0, 75.55541901196445, 57.793452981873116, 57.793452981873116, 57.793452981873116, 78.45387910310478, 414.0, 57.793452981873116, 158.0, 332.0, 90.24955177121672, 222.9721395242175, 215.0, 57.793452981873116, 104.61887889729019, 95.51000896185056, 98.06585120617453]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,233.7790118105611,"[615.8387742701808, 233.7790118105611, 378.6256080901125, 351.85310358208295, 292.2931139973304, 307.09342756352726, 233.7790118105611, 300.80686206344416, 238.98096362977606, 245.5363132962975, 261.5429456975032, 233.7790118105611, 269.89399678353504, 280.9963002030013, 233.7790118105611, 233.7790118105611, 247.02781326544766, 233.7790118105611, 234.86563359159064, 279.9130140801257, 245.72820401467942, 233.7790118105611, 233.7790118105611, 233.7790118105611, 350.63460167426274, 233.7790118105611, 395.0606906886002, 233.7790118105611, 308.317942630425, 267.6684699821772, 355.1245117213206, 297.1323707406846, 233.7790118105611, 233.7790118105611, 233.7790118105611, 268.1531233266508, 298.6027191068477, 422.208104275525, 241.3288464721014, 297.6796241302391, 233.7790118105611, 233.7790118105611, 679.2273908719638, 236.51797806741115, 500.46103891241484, 355.50341429978766, 278.3179078728696, 413.902865881196, 233.7790118105611, 354.8844928486057, 244.15381134132085, 548.301223689412, 233.7790118105611, 266.8705927310445, 880.0225370772963, 317.68167863403494, 233.7790118105611, 297.6506816201475, 233.7790118105611, 233.7790118105611, 233.7790118105611, 233.7790118105611, 449.0375522583839, 242.93848946796558, 269.11818509923836, 269.8756960620456, 310.63788741258367, 598.2444055746914, 233.7790118105611, 233.7790118105611, 261.21753788968124, 236.04723050138142, 245.1946298932179, 233.7790118105611, 233.7790118105611, 233.7790118105611, 245.95274659224935, 550.5294684089017, 233.7790118105611, 233.7790118105611, 332.0, 233.7790118105611, 262.4966071636525, 341.22644616798345, 315.65048182366013, 288.5636570670642, 233.7790118105611, 416.92193359196744, 233.7790118105611, 568.4185569454011, 272.7835974111018, 282.4684667006351, 484.36896991665526, 233.7790118105611, 332.84457189439956, 288.3660799124122, 233.7790118105611, 233.7790118105611, 285.85158011965893, 327.20770887041795]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,16,313.48065702400675,"[670.2681027438903, 313.48065702400675, 495.4233585018386, 409.8743323290105, 363.04588656810057, 344.2741635714953, 313.48065702400675, 313.48065702400675, 413.41805205315717, 398.0036211872537, 368.46894979083606, 398.92652317986153, 313.48065702400675, 402.0417922274768, 313.48065702400675, 313.48065702400675, 318.49057817664544, 324.98685906677565, 313.48065702400675, 389.73114420928493, 393.520762530649, 313.48065702400675, 313.48065702400675, 333.443062006182, 441.3696458062764, 313.48065702400675, 456.8264510378013, 313.48065702400675, 354.0093010778165, 459.63257899650984, 505.7654348266111, 342.4316786554236, 313.48065702400675, 336.70244051109376, 313.48065702400675, 384.0953570345745, 543.8059453300173, 313.48065702400675, 334.136885262766, 374.8174984055302, 372.599226357762, 313.48065702400675, 803.4606333984951, 412.95903089323565, 591.1083509402433, 385.8011579358192, 405.8774903552985, 469.58485433025464, 325.9291611315253, 419.70195329577035, 347.9306650439499, 583.4294854665171, 349.8739418682917, 313.48065702400675, 929.4513426126704, 370.7024286353907, 345.2493248284, 392.84244461936095, 480.9750123363463, 313.48065702400675, 368.31652913901235, 417.37051328522614, 483.4147053934561, 313.48065702400675, 360.3576132478764, 313.48065702400675, 361.40339004296385, 658.8085135329969, 445.5961077522528, 313.48065702400675, 357.21933166118674, 313.48065702400675, 313.48065702400675, 319.85317676776015, 313.48065702400675, 316.51248387076123, 340.42961451721123, 594.4194430702805, 313.48065702400675, 313.48065702400675, 387.49060737464197, 395.35192131761664, 313.48065702400675, 397.11422131442873, 377.6337827910691, 335.19792518162586, 518.490354383807, 458.73519190115815, 341.8606340571791, 619.7151662657767, 432.7615299955297, 329.92001695398943, 506.12286835463146, 313.48065702400675, 366.94350384572346, 356.7722890525324, 353.7007305752654, 313.48065702400675, 385.43138292331713, 433.5356754044945]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
4,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 142.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 234.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 366.0, 0.0, 0.0, 728.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 429.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
6,16,406.4360899953674,"[691.8394587098926, 406.4360899953674, 457.1976901026487, 476.86865326658426, 406.4360899953674, 406.4360899953674, 406.4360899953674, 513.103200422368, 453.07987983294515, 488.1775167084305, 450.03220549551196, 441.7325850847222, 406.4360899953674, 457.7049128167221, 406.4360899953674, 424.34410208336703, 406.4360899953674, 406.4360899953674, 406.4360899953674, 408.0450753963435, 489.5796345124398, 423.21875093125834, 406.4360899953674, 406.4360899953674, 487.1314904713262, 406.4360899953674, 514.8044255221389, 433.8561558497877, 438.75642665358623, 747.5989398806344, 467.7075325202906, 406.4360899953674, 406.4360899953674, 412.708495681024, 406.4360899953674, 445.15071940054145, 495.74633953902406, 428.7534427346827, 406.4360899953674, 451.00663682501397, 413.5321929112799, 406.4360899953674, 844.0388235624288, 455.6548784497517, 619.9243122536985, 416.0754595008081, 468.3672342006893, 496.27035877382883, 406.4360899953674, 472.60929276612575, 421.1896244090429, 654.3979332492123, 607.4002457389422, 429.9798558131259, 979.4467694929647, 432.2561189083003, 406.4360899953674, 664.1161538673581, 508.2722360276134, 469.51523891562147, 429.93934273888635, 652.2869967343979, 564.5924243489395, 406.4360899953674, 483.18588228494673, 432.7393991569012, 525.5104641085835, 738.6055431138114, 474.3031219963833, 453.4691981730066, 482.6237598537443, 470.34982126690704, 406.4360899953674, 409.90304253732444, 437.18311958377734, 406.4360899953674, 406.4360899953674, 630.3680080198834, 469.136113660203, 440.3506087332818, 449.09532228137147, 452.3724604071271, 406.4360899953674, 461.1184780733142, 433.3016576956796, 542.7681428107719, 577.9156046475308, 532.58405534111, 445.6042375863226, 679.2091193115589, 492.96113932832924, 406.4360899953674, 547.4964029550357, 481.1493961833112, 414.22966466385475, 547.4711643706119, 496.0022319241175, 406.4360899953674, 420.26751482653515, 474.3211398647399]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
8,16,142.30343272462545,"[504.0, 208.16682331135274, 294.449034166355, 196.71969410232919, 238.0, 142.30343272462545, 386.58340911524044, 193.48501892705448, 142.30343272462545, 151.91801379035354, 158.01071144072992, 169.0038533786289, 164.5615437850434, 164.49624381009073, 142.30343272462545, 149.48438438621866, 155.77155261712488, 142.30343272462545, 142.30343272462545, 258.27533595005383, 184.3997005495278, 149.19357890335087, 161.42847930700125, 176.1024754714569, 295.36629510445107, 142.30343272462545, 222.78234051207113, 145.2662655448528, 142.30343272462545, 171.54619407912992, 249.45592184608927, 229.27088369706988, 190.7612017791124, 142.30343272462545, 157.20624856538194, 142.30343272462545, 163.2666446370908, 159.06855712012262, 210.58305592531713, 142.30343272462545, 142.30343272462545, 142.30343272462545, 637.84646879223, 142.30343272462545, 365.57525483969016, 314.21245182431187, 142.30343272462545, 306.2772516562655, 142.30343272462545, 268.4675060234072, 190.22629516792753, 492.1083213093562, 142.30343272462545, 198.35230614967668, 831.9623522103512, 200.5076164995504, 142.30343272462545, 297.6506816201475, 148.02113125756344, 142.30343272462545, 142.30343272462545, 142.30343272462545, 418.0, 190.58598696609536, 215.45486725246693, 142.30343272462545, 266.6420889696488, 574.1933405602057, 142.30343272462545, 142.30343272462545, 182.035002736055, 186.32140116564477, 198.37741419706774, 142.30343272462545, 142.30343272462545, 142.30343272462545, 142.30343272462545, 498.0159050857295, 142.30343272462545, 144.47231824779846, 142.30343272462545, 142.30343272462545, 173.08811213255345, 305.60738287976176, 178.9283949703138, 154.33276416759378, 142.30343272462545, 306.0, 142.30343272462545, 474.74242142899243, 142.30343272462545, 201.53913696148965, 460.7817262942183, 142.30343272462545, 281.80213157397236, 261.13747792232544, 142.30343272462545, 154.4381241665924, 201.12610503856115, 281.2545593427528]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
9,10,193.6956916155973,"[594.845764386372, 233.56910959937045, 344.52251211076845, 451.4394269165008, 257.6970768497458, 552.0, 397.04964717849725, 645.2858675518316, 208.89383844106757, 331.8409900556136, 228.78726330760333, 212.6117062736153, 286.9658872602669, 193.6956916155973, 193.6956916155973, 193.6956916155973, 252.73412279855174, 193.6956916155973, 503.87192205281417, 193.6956916155973, 591.4654829861701, 323.7350396611861, 208.44224644994364, 247.84868207362706, 193.6956916155973, 193.6956916155973, 193.6956916155973, 620.8077870464091, 193.6956916155973, 226.72477978176929, 220.5829870166767, 366.53252155803705, 193.6956916155973, 382.8369217472803, 193.6956916155973, 410.01535096247727, 719.2157939399872, 193.6956916155973, 193.6956916155973, 433.4942225332935, 347.36059940040536, 193.6956916155973, 337.192420253956, 387.9359447827652, 218.4334493681847, 593.7514861508633, 558.4196183713331, 254.95335969286498, 663.0, 195.44778155839697, 193.6956916155973, 364.0, 193.6956916155973, 247.83549378648144, 193.6956916155973, 193.6956916155973, 194.51358712906014, 193.6956916155973, 453.0, 196.41622505779344, 302.0, 440.0, 193.6956916155973, 255.27502729889432, 193.6956916155973, 368.58284680218264, 193.6956916155973, 193.6956916155973, 344.0351056799087, 193.6956916155973, 671.0, 384.0, 499.0, 193.6956916155973, 380.2246896173055, 208.6813456047251, 193.6956916155973, 462.0, 193.6956916155973, 193.6956916155973, 200.48408215512816, 195.25113713743715, 574.0, 259.2603740889388, 509.0, 623.003742015092, 710.4217531718186, 193.6956916155973, 489.0, 290.86684196269516, 576.3111620758765, 489.0655891569766, 193.6956916155973, 210.93980386962926, 193.6956916155973, 230.9482091684983, 193.6956916155973, 261.52327343930415, 193.6956916155973, 193.6956916155973]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
10,10,0.0,"[479.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 502.0, 50.0, 276.0, 0.0, 0.0, 117.0, 0.0, 0.0, 0.0, 0.0, 0.0, 317.0, 0.0, 424.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 503.0, 0.0, 0.0, 0.0, 286.0, 0.0, 0.0, 0.0, 326.0, 600.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 225.0, 0.0, 459.0, 445.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 75.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 95.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 99.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 464.99999999999994, 584.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
11,18,414.9920019843244,"[521.1822340672205, 425.4231784686272, 414.9920019843244, 414.9920019843244, 414.9920019843244, 414.9920019843244, 576.8099141702245, 705.4871449934049, 459.82069495229183, 957.3350089639486, 723.7793887149903, 549.6602592617879, 542.9716703685216, 702.4024438151469, 433.32899296722286, 574.3824510940464, 583.5522476046114, 441.7710785801825, 659.7002046104348, 553.0988027519691, 432.81506081649144, 414.9920019843244, 442.3156453228412, 569.9787356950673, 591.846208902897, 414.9920019843244, 516.4361224240403, 685.4125434890467, 548.4047584808824, 489.7882837481269, 426.33955418492667, 644.949359230653, 477.0385621441777, 650.9435084332075, 414.9920019843244, 474.59543365754087, 479.7610555703523, 472.64820818293646, 512.3950424566737, 632.8633564494623, 502.6948289424868, 447.7290445936473, 533.9842583065432, 732.4850184142833, 414.9920019843244, 459.1216862248401, 450.52732134022267, 427.38842411471063, 414.9920019843244, 833.4643052163784, 451.42618708587, 414.9920019843244, 414.9920019843244, 414.9920019843244, 609.4497198789549, 631.5960733648108, 611.1493251180904, 629.3001964582259, 453.7437978157212, 414.9920019843244, 456.4649208054258, 417.4415829894061, 414.9920019843244, 414.9920019843244, 769.4901112208933, 414.9920019843244, 414.9920019843244, 423.93443870765094, 602.945529702932, 461.42900631607574, 539.2786910075687, 468.7994103017551, 440.4036297293467, 449.2386226525498, 414.9920019843244, 427.94056261286806, 503.84509995922076, 660.4146529205202, 414.9920019843244, 506.51991213117634, 629.9038691288797, 414.9920019843244, 478.51137362356775, 583.5059774424901, 477.2391034658241, 414.9920019843244, 414.9920019843244, 658.8349755671229, 791.5584978381709, 414.9920019843244, 503.2521978209036, 502.74777396880324, 478.1500369200188, 551.5296011645165, 414.9920019843244, 460.46083198341205, 635.752974374218, 430.4459367760498, 443.82594747000314, 414.9920019843244]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Wednesday,6
13,29,381.4653422800841,"[381.4653422800841, 646.8132701777596, 381.4653422800841, 441.5774057040229, 422.3918131788067, 381.4653422800841, 509.3594567523688, 402.91954976229806, 404.49425664014433, 500.0, 559.5292231191478, 381.5161946790873, 524.4969433490766, 537.3203648351702, 674.0, 482.41238379848807, 454.2088969051295, 414.1828437286555, 381.4653422800841, 597.3497291220693, 431.2864714185093, 418.8670082969197, 608.7102630397062, 422.2971492515974, 381.4653422800841, 477.7085824582229, 598.6912309558099, 645.2828776498606, 494.3971435685873, 381.4653422800841, 407.6441796455098, 381.4653422800841, 381.4653422800841, 452.58018011005754, 615.7875840980009, 382.4689203068981, 474.2326082889025, 534.7210403922492, 381.4653422800841, 493.07334882960413, 381.4653422800841, 381.4653422800841, 381.4653422800841, 538.1719441943065, 410.5111253558665, 488.9770814348032, 381.4653422800841, 590.4281322622738, 648.7580705979491, 381.4653422800841, 385.08762772350656, 578.8853019195475, 397.6920243787953, 445.6851189628403, 390.14980040267477, 406.7542058990707, 381.4653422800841, 381.4653422800841, 506.44660061451157, 381.4653422800841, 626.1965472880202, 381.4653422800841, 382.7733116630169, 763.0829675555564, 381.4653422800841, 635.9512763331926, 468.50745364249264, 381.4653422800841, 436.14074804927907, 938.6075013228227, 381.4653422800841, 424.9471356930449, 561.8701607003368, 652.7715644835004, 381.4653422800841, 430.73675028425885, 436.3286801138403, 710.1912846765248, 415.5714977068443, 550.0928167307769, 381.4653422800841, 381.4653422800841, 428.42216794021664, 441.4469171221153, 381.4653422800841, 446.76598388490993, 486.0, 472.1115933545241, 500.2926993853814, 501.0109373840909, 405.33165516815785, 464.35229730912124, 530.8564650663784, 396.12400817569767, 392.73379017434894, 381.4653422800841, 453.1849177441594, 469.9177092007144, 487.2998503069024, 489.0472298658405]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Friday,7
