Model,SolvedOptimally,SolutionCount,ObjectiveBound,SolveTime,TimeOut,OptimalityGap,BestObjective
FirstStage,True,10,7402.425406407033,25.582467079162598,False,0.0,7402.425406407047
SecondStage,True,3,6861.904326166423,0.26669883728027344,False,0.0,6861.904326166423
block0,True,1,611.6777364957561,0.25503087043762207,False,0.0,611.6777364957587
block1,True,1,792.7625715112299,0.01825094223022461,False,0.0,792.7625715112321
block2,True,1,437.84664634818,0.01124119758605957,False,0.0,437.84664634818034
block3,True,1,315.6349002074494,0.020175933837890625,False,0.0,315.63490020744985
block4,True,1,768.032481192708,0.015790939331054688,False,0.0,768.0324811927086
block5,True,1,271.6342197103436,0.01919698715209961,False,0.0,271.6342197103435
block6,True,1,734.050735214209,0.009638071060180664,False,0.0,734.0507352142089
block7,True,1,1045.9533382151776,0.02468085289001465,False,0.0,1045.9533382151787
block8,True,1,548.0972300360663,0.01627802848815918,False,0.0,548.0972300360664
block9,True,1,554.2565215510608,0.014032125473022461,False,0.0,554.2565215510606
block10,True,1,846.5949601050597,0.014549970626831055,False,0.0,846.5949601050594
block11,True,1,656.7011080994575,0.02282404899597168,False,0.0,656.7011080994578
block12,True,1,640.3438188041359,0.016217947006225586,False,0.0,640.3438188041359
block13,True,1,840.4127091343171,0.019755125045776367,False,0.0,840.4127091343175
block14,True,1,470.98647807405223,0.019810914993286133,False,0.0,470.98647807405166
block15,True,1,554.600921515103,0.01689291000366211,False,0.0,554.6009215151032
block16,True,1,309.0382777129744,0.017080068588256836,False,0.0,309.038277712974
block17,True,1,665.9626451464478,0.015542030334472656,False,0.0,665.9626451464472
block18,True,1,642.4716140651244,0.043328046798706055,False,0.0,642.4716140651244
block19,True,1,414.04501224208343,0.020368099212646484,False,0.0,414.04501224208354
block20,True,1,466.4065258854648,0.011883974075317383,False,0.0,466.40652588546436
block21,True,1,755.8306355518021,0.01972508430480957,False,0.0,755.8306355518027
block22,True,1,724.9232151371511,0.0690469741821289,False,0.0,724.9232151371511
block23,True,1,721.9635132599769,0.02705097198486328,False,0.0,721.9635132599764
block24,True,1,706.9506258755,0.017959117889404297,False,0.0,706.9506258754996
block25,True,1,954.2662198675639,0.023730039596557617,False,0.0,954.2662198675636
block26,True,1,1248.646078434267,0.06264805793762207,False,0.0,1248.6460784342696
block27,True,1,752.0216499261346,0.01764392852783203,False,0.0,752.0216499261355
block28,True,1,523.1466923968428,0.014528036117553711,False,0.0,523.1466923968413
block29,True,1,606.677461174379,0.017241954803466797,False,0.0,606.6774611743795
block30,True,1,663.4173770788307,0.010615110397338867,False,0.0,663.4173770788318
block31,True,1,724.5637662793879,0.010426044464111328,False,0.0,724.5637662793885
blockorder0,True,1,-2.113154096150538e-11,4.933135986328125,False,0.0,2.6219026949547697e-11
blockorder1,True,3,69.20000000001347,0.057869911193847656,False,0.0,69.1999999999924
blockorder2,True,2,9.132250511356688e-12,0.023614168167114258,False,0.0,-2.042810365310288e-12
blockorder3,True,1,-9.237055564881302e-14,0.02367115020751953,False,0.0,1.5865087021893487e-12
blockorder4,True,1,46.20000000001862,0.035974979400634766,False,0.0,46.19999999999806
blockorder5,True,3,-3.197442310920451e-14,0.0333409309387207,False,0.0,-2.8821389719269064e-12
blockorder6,True,1,53.60000000000159,0.018121004104614258,False,0.0,53.59999999998875
blockorder7,True,3,2.3086421663265355e-11,0.09731316566467285,False,0.0,-3.575806317712704e-11
blockorder8,True,1,-2.62403432316205e-11,0.0443570613861084,False,0.0,-2.9332092310596636e-11
blockorder9,True,4,1.269384597435419e-11,0.024634838104248047,False,0.0,-1.2843059948863811e-11
blockorder10,True,4,13.799999999981853,0.06135201454162598,False,0.0,13.799999999987676
blockorder11,True,4,-8.981260180007666e-12,0.10606718063354492,False,0.0,5.506706202140776e-13
blockorder12,True,2,1.4583889651476056e-11,0.043821096420288086,False,0.0,-3.12105896682624e-11
blockorder13,True,2,-1.2283507544452732e-12,0.1425161361694336,False,0.0,3.136157999961142e-11
blockorder14,True,1,5.799999999999336,0.04132890701293945,False,0.0,5.800000000005916
blockorder15,True,1,11.20000000000467,0.0880131721496582,False,0.0,11.20000000003345
blockorder16,True,3,3.5999999999973724,0.04953289031982422,False,0.0,3.59999999999582
blockorder17,True,2,25.99999999999385,0.055383920669555664,False,0.0,26.000000000010814
blockorder18,True,4,12.400000000009847,0.11476516723632812,False,0.0,12.40000000001535
blockorder19,True,3,-2.7853275241795927e-12,0.04696393013000488,False,0.0,-2.8599345114344032e-12
blockorder20,True,1,9.279688129026908e-12,0.03845810890197754,False,0.0,1.4566126083082054e-12
blockorder21,True,1,45.8000000000021,0.08437395095825195,False,0.0,45.79999999999342
blockorder22,True,8,4.4792614062316716e-11,0.20705008506774902,False,0.0,-1.737276988933445e-11
blockorder23,True,2,13.200000000038589,0.19937396049499512,False,0.0,13.199999999996432
blockorder24,True,4,64.79999999999065,0.058029890060424805,False,0.0,64.79999999999811
blockorder25,True,1,95.80000000005131,0.1281118392944336,False,0.0,95.79999999999544
blockorder26,True,1,7.400000000039005,0.12443304061889648,False,0.0,7.399999999976927
blockorder27,True,4,6.586731160496129e-12,0.10532188415527344,False,0.0,-7.212008767965017e-12
blockorder28,True,1,5.59999999998635,0.0625770092010498,False,0.0,5.600000000004979
blockorder29,True,4,1.8687273950490635e-12,0.05962109565734863,False,0.0,-8.171241461241152e-13
blockorder30,True,3,3.0304647680168273e-12,0.04048490524291992,False,0.0,-2.078337502098293e-12
blockorder31,True,1,8.930634010084759e-13,0.07177400588989258,False,0.0,8.135714324453147e-12
