Model,SolvedOptimally,SolutionCount,ObjectiveBound,SolveTime,TimeOut,OptimalityGap,BestObjective
FirstStage,False,10,5856.438673604626,6900.887585878372,True,0.2343310782929135,7648.787233713868
SecondStage,True,2,4594.616434797315,0.5436758995056152,False,8.998914055288593e-05,4595.029937592214
block0,True,2,775.5145040149941,0.5667340755462646,False,0.0,775.5145040149946
block1,True,5,565.1390542250206,0.20406794548034668,False,0.0,565.1390542250214
block2,True,4,501.8971570202161,0.11647987365722656,False,0.0,501.8971570202164
block3,True,1,478.72910686216574,0.09291696548461914,False,0.0,478.72910686216596
block4,True,1,661.4584694708874,0.12928318977355957,False,0.0,661.4584694708876
block5,True,5,343.5412395075582,0.21032285690307617,False,0.0,343.541239507559
block6,True,4,370.35480656869595,0.22163796424865723,False,0.0,370.35480656869566
block7,True,5,752.0796239166502,0.1311509609222412,False,0.0,752.0796239166508
block8,True,2,613.4361826165052,0.09601497650146484,False,1.2324810289810475e-05,613.4437431942636
block9,True,2,548.7789824937254,0.08425688743591309,False,0.0,548.7789824937245
block10,True,3,690.0779238758778,0.15170717239379883,False,0.0,690.077923875877
block11,True,5,572.9587128805401,0.25301194190979004,False,0.0,572.9587128805397
block12,True,1,681.3953855466734,0.06106305122375488,False,0.0,681.3953855466737
block13,True,4,883.6277539280763,0.09954690933227539,False,0.0,883.6277539280802
block14,True,7,612.6670978164934,0.13878393173217773,False,0.0,612.6670978164934
block15,True,8,502.0049741285775,0.21745610237121582,False,0.0,502.0049741285774
block16,True,6,554.2120551737908,0.23369503021240234,False,0.0,554.2120551737903
block17,True,8,465.8131454544232,0.31893396377563477,False,0.0,465.81314545442365
block18,True,3,488.4592374034569,0.11175394058227539,False,0.0,488.4592374034562
block19,True,1,605.1659610879951,0.06311607360839844,False,0.0,605.1659610879951
block20,True,4,359.33260435912644,0.10568094253540039,False,0.0,359.3326043591263
block21,True,2,658.0082532740057,0.10148191452026367,False,2.2019815606759724e-06,658.0097021992367
block22,True,6,692.1782318061905,0.13310885429382324,False,0.0,692.1782318061915
block23,True,10,682.3049452629002,0.3492128849029541,False,0.0,682.3049452628995
block24,True,3,586.1648423831634,0.20104718208312988,False,0.0,586.1648423831632
block25,True,1,801.0348486098187,0.1361370086669922,False,0.0,801.0348486098187
block26,True,7,657.5329284527829,0.14763498306274414,False,0.0,657.5329284527818
block27,True,3,702.1222410164182,0.16739416122436523,False,1.4758453407317328e-05,702.1326034077314
block28,True,2,385.4523870752264,0.09371805191040039,False,0.0,385.45238707522765
block29,True,3,486.3221704202274,0.1419661045074463,False,0.0,486.32217042022734
block30,True,1,489.91057292262076,0.0638420581817627,False,0.0,489.91057292262093
block31,True,5,382.14792309770246,0.1809859275817871,False,0.0,382.14792309770195
blockorder0,True,3,-9.094947017729282e-12,11.133369207382202,False,0.0,-9.094947017729282e-12
blockorder1,True,4,-4.320099833421409e-12,0.3380310535430908,False,0.0,1.687538997430238e-12
blockorder2,True,6,-5.240252676230739e-12,0.1802659034729004,False,0.0,1.687538997430238e-12
blockorder3,True,6,4.099999999999881,0.425915002822876,False,0.0,4.100000000004345
blockorder4,True,6,9.3999999999942,0.40254688262939453,False,0.0,9.400000000003637
blockorder5,True,6,-5.7767124417296145e-12,0.27359509468078613,False,0.0,-5.684341886080801e-13
blockorder6,True,4,-7.339906460401835e-12,0.4689209461212158,False,0.0,2.9320990080350384e-12
blockorder7,True,5,-4.391154106997419e-12,0.29248499870300293,False,0.0,5.6843418860808015e-12
blockorder8,True,5,-2.7959856652159942e-12,0.26753997802734375,False,0.0,5.146993942162226e-12
blockorder9,True,5,-1.2434497875801753e-12,0.2350311279296875,False,0.0,-2.6334490144108713e-12
blockorder10,True,5,-2.320366121466577e-12,0.4552500247955322,False,0.0,5.6843418860808015e-12
blockorder11,True,4,6.146194664324867e-13,0.6103649139404297,False,0.0,-4.3298697960381105e-14
blockorder12,True,4,8.799999999996356,0.45970797538757324,False,0.0,8.800000000005639
blockorder13,True,3,2.459898951201467e-11,0.3917429447174072,False,0.0,1.2096990076315706e-11
blockorder14,True,5,-1.3358203432289883e-12,0.3149139881134033,False,0.0,7.276401703393276e-12
blockorder15,True,5,1.4210854715202004e-12,0.491055965423584,False,0.0,6.8256511553954624e-12
blockorder16,True,4,-7.190692485892214e-12,0.679908037185669,False,0.0,4.1389114358025836e-12
blockorder17,True,4,-7.190692485892214e-12,0.5093660354614258,False,0.0,-4.4297898682543746e-13
