Model,SolvedOptimally,SolutionCount,ObjectiveBound,SolveTime,TimeOut,OptimalityGap,BestObjective
FirstStage,False,10,7887.298493588107,6900.694028139114,True,0.26112901492425655,10674.797972719907
SecondStage,True,3,4188.384954587798,0.41405677795410156,False,4.774882261388924e-05,4188.584954587798
block0,True,5,661.8917602831439,0.32816410064697266,False,0.0,661.8917602831435
block1,True,9,459.7811211181074,0.19922494888305664,False,0.0,459.78112111810833
block2,True,2,474.3235242693363,0.06967616081237793,False,0.0,474.3235242693356
block3,True,8,471.29392782974264,0.4321920871734619,False,0.0,471.2939278297423
block4,True,4,327.52940377501864,0.3310520648956299,False,0.0,327.5294037750184
block5,True,7,357.7807578084803,0.231889009475708,False,0.0,357.78075780848064
block6,True,3,381.68208737378745,0.3020641803741455,False,0.0,381.6820873737876
block7,True,3,660.6011559301328,0.10222911834716797,False,0.0,660.6011559301339
block8,True,6,440.84292503125926,0.13530588150024414,False,0.0,440.8429250312587
block9,True,2,373.8101948459366,0.1020810604095459,False,0.0,373.81019484593673
block10,True,6,485.29669469707414,0.3210899829864502,False,0.0,485.29669469707414
block11,True,2,416.6372750271862,0.2667210102081299,False,0.0,416.63727502718615
block12,True,3,282.25033463525006,0.18316388130187988,False,0.0,282.25033463524954
block13,True,4,616.7579867173613,0.12714505195617676,False,0.0,616.7579867173606
block14,True,8,457.7212589589526,0.1399831771850586,False,0.0,457.721258958952
block15,True,4,506.7475973450496,0.1782689094543457,False,0.0,506.74759734504926
block16,True,8,439.07909871508264,0.6125950813293457,False,0.0,439.0790987150826
block17,True,3,465.44923516046765,0.3117868900299072,False,0.0,465.4492351604673
block18,True,10,473.9484587494858,0.4893360137939453,False,0.0,473.9484587494859
block19,True,3,326.69964052800105,0.4516899585723877,False,0.0,326.69964052800066
block20,True,1,289.28623702214236,0.1559138298034668,False,0.0,289.2862370221439
block21,True,4,660.3931079997692,0.0952610969543457,False,0.0,660.3931079997698
block22,True,4,400.5126071903528,0.08965182304382324,False,0.0,400.51260719035054
block23,True,6,596.2241073996465,0.3000490665435791,False,0.0,596.2241073996466
block24,True,5,562.1502412758937,0.3095088005065918,False,0.0,562.1502412758939
block25,True,1,303.3741095423102,0.10915207862854004,False,0.0,303.37410954231
block26,True,7,596.684326003251,0.1417241096496582,False,0.0,596.6843260032505
block27,True,2,488.6300678050429,0.13585186004638672,False,0.0,488.63006780504395
block28,True,3,358.0841912584892,0.10679817199707031,False,0.0,358.0841912584891
block29,True,3,462.76126561500314,0.16609811782836914,False,3.669588286812772e-05,462.7782476713736
block30,True,4,420.4602244292969,0.3313620090484619,False,0.0,420.46022442929655
block31,True,3,399.54468355849485,0.13646483421325684,False,0.0,399.54468355849565
blockorder0,True,4,-2.3646862246096134e-11,4.466699123382568,False,0.0,4.547473508864641e-12
blockorder1,True,5,0.29999999999618154,0.3069930076599121,False,0.0,0.2999999999980907
blockorder2,True,4,4.300000000002825,0.134796142578125,False,0.0,4.300000000004478
blockorder3,True,3,-2.682298827494378e-13,0.5491249561309814,False,0.0,0.0
blockorder4,True,2,-1.1723955140041653e-13,0.5341589450836182,False,0.0,0.0
blockorder5,True,4,5.6417093219351955e-12,0.23399710655212402,False,0.0,-7.771561172376096e-13
blockorder6,True,1,5.115907697472721e-13,0.5313150882720947,False,0.0,-1.84297022087776e-12
blockorder7,True,7,-3.069544618483633e-12,0.22983598709106445,False,0.0,9.094947017729282e-12
blockorder8,True,4,-4.263256414560601e-12,0.2028062343597412,False,0.0,9.094947017729282e-12
blockorder9,True,4,4.600000000006112,0.12904000282287598,False,0.0,4.599999999999587
blockorder10,True,5,-1.573852159708622e-12,0.459197998046875,False,0.0,-5.684341886080801e-13
blockorder11,True,5,-2.2950530365051236e-12,0.4870908260345459,False,0.0,5.411227022023013e-12
blockorder12,True,3,-2.758682171588589e-12,0.45684099197387695,False,0.0,5.546674231027282e-12
blockorder13,True,5,7.499999999990209,0.22865796089172363,False,0.0,7.500000000009095
blockorder14,True,6,-7.622347197866475e-12,0.19002413749694824,False,0.0,-5.684341886080801e-13
blockorder15,True,5,-7.069900220812997e-12,0.34037017822265625,False,0.0,-5.684341886080801e-13
blockorder16,True,3,7.212008767965017e-13,0.5298919677734375,False,0.0,-7.061018436615996e-13
blockorder17,True,4,-4.035882739117369e-12,0.4761319160461426,False,0.0,0.0
blockorder18,True,3,1.2079226507921703e-13,0.5257561206817627,False,0.0,0.0
blockorder19,True,2,1.9326762412674725e-12,0.675894021987915,False,0.0,2.680078381445128e-12
blockorder20,True,2,2.913225216616411e-13,0.11061382293701172,False,0.0,1.1102230246251565e-13
blockorder21,True,7,-1.2096990076315706e-11,0.3088960647583008,False,0.0,5.6843418860808015e-12
blockorder22,True,6,-1.8971491044794675e-12,0.19251608848571777,False,0.0,9.094947017729282e-12
blockorder23,True,5,-1.1468159755168017e-11,0.6105749607086182,False,0.0,3.410605131648481e-12
blockorder24,True,4,-9.244160992238903e-12,0.5321569442749023,False,0.0,-5.684341886080801e-13
blockorder25,True,6,3.581135388230905e-12,0.6917760372161865,False,0.0,0.0
blockorder26,True,4,-1.3528733688872308e-11,0.29614806175231934,False,0.0,5.6843418860808015e-12
blockorder27,True,5,-2.9309887850104133e-12,0.3580939769744873,False,0.0,5.684341886080801e-13
blockorder28,True,5,-1.4637180356658064e-12,0.15578913688659668,False,0.0,7.771561172376096e-13
blockorder29,True,5,8.786305016883489e-13,0.5267481803894043,False,0.0,5.684341886080801e-13
blockorder30,True,1,3.765876499528531e-13,0.5391240119934082,False,0.0,-5.728750807065808e-13
blockorder31,True,3,2.7000623958883807e-13,0.26973700523376465,False,0.0,8.526512829121202e-13
