Model,SolvedOptimally,SolutionCount,ObjectiveBound,SolveTime,TimeOut,OptimalityGap,BestObjective
FirstStage,True,10,13243.145047508195,22.126637935638428,False,0.0,13243.1450475082
SecondStage,True,8,12603.962555158572,0.6837320327758789,False,0.0,12603.962555158572
block0,True,1,582.1012632432148,0.5896148681640625,False,0.0,582.1012632432139
block1,True,1,707.4146782818066,0.03485918045043945,False,0.0,707.4146782818078
block2,True,2,627.9755616773555,0.03610396385192871,False,0.0,627.9755616773546
block3,True,1,658.9368378180388,0.04200911521911621,False,0.0,658.9368378180386
block4,True,1,770.4614759974952,0.03742218017578125,False,0.0,770.461475997496
block5,True,1,582.2977747582433,0.019913196563720703,False,0.0,582.2977747582438
block6,True,1,823.6931653720967,0.019229888916015625,False,0.0,823.6931653720969
block7,True,2,839.0438118786328,0.07799696922302246,False,0.0,839.0438118786315
block8,True,1,563.0295461672918,0.04244494438171387,False,0.0,563.029546167292
block9,True,1,570.64439169341,0.032289981842041016,False,0.0,570.6443916934081
block10,True,1,660.004982364344,0.047245025634765625,False,0.0,660.0049823643448
block11,True,1,714.6128812252944,0.05164813995361328,False,0.0,714.6128812252946
block12,True,1,900.1872015107151,0.039140939712524414,False,0.0,900.1872015107147
block13,True,3,749.5586716985697,0.09240007400512695,False,0.0,749.5586716985707
block14,True,3,503.58466583656445,0.11191987991333008,False,0.0,503.58466583656434
block15,True,1,755.8768467071086,0.03907299041748047,False,0.0,755.8768467071095
block16,True,1,662.8750595084969,0.04668617248535156,False,0.0,662.8750595084967
block17,True,1,835.5805061989086,0.08527994155883789,False,0.0,835.5805061989084
block18,True,1,721.2436313538169,0.0530848503112793,False,0.0,721.2436313538162
block19,True,1,733.7305386364787,0.036054134368896484,False,0.0,733.7305386364789
block20,True,1,503.86271022304436,0.029560089111328125,False,0.0,503.8627102230442
block21,True,3,746.2869322926963,0.09758687019348145,False,0.0,746.286932292696
block22,True,1,647.7502135167374,0.04008603096008301,False,0.0,647.7502135167379
block23,True,1,879.4508593560095,0.04767298698425293,False,0.0,879.4508593560097
block24,True,1,906.32318853473,0.06469297409057617,False,0.0,906.3231885347293
block25,True,1,798.6046229173967,0.0628969669342041,False,0.0,798.6046229173967
block26,True,1,896.2753310125286,0.05541491508483887,False,0.0,896.2753310125279
block27,True,1,772.3253495984839,0.03510403633117676,False,0.0,772.3253495984836
block28,True,1,419.778583515696,0.026276111602783203,False,0.0,419.7785835156954
block29,True,1,784.6251695830692,0.04377388954162598,False,0.0,784.6251695830686
block30,True,1,776.698967773855,0.04152798652648926,False,0.0,776.6989677738552
block31,True,1,700.3115876349138,0.04439806938171387,False,0.0,700.3115876349136
blockorder0,True,1,0.7599999999944451,27.925188064575195,False,0.0,0.7600000000009004
blockorder1,True,1,2.070000000000207,0.13981389999389648,False,0.0,2.0699999999998226
blockorder2,True,3,-7.669420654110581e-13,0.07448410987854004,False,0.0,-1.1368683772161603e-13
blockorder3,True,5,1.3999999999987693,0.24026703834533691,False,0.0,1.3999999999994546
blockorder4,True,1,0.5100000000000086,0.06682610511779785,False,0.0,0.5099999999995499
blockorder5,True,1,5.597744490160039e-13,0.011629104614257812,False,0.0,1.1368683772161603e-13
blockorder6,True,1,1.2999999999997063,0.03575396537780762,False,0.0,1.299999999999045
blockorder7,True,2,0.5599999999976146,0.2640368938446045,False,0.0,0.5600000000044929
blockorder8,True,1,2.789999999999526,0.1725759506225586,False,0.0,2.790000000000182
blockorder9,True,1,1.1100000000000372,0.1766071319580078,False,0.0,1.110000000003538
blockorder10,True,3,0.8300000000010623,0.38170719146728516,False,0.0,0.8300000000034649
blockorder11,True,2,0.09000000000161473,0.23234796524047852,False,0.0,0.08999999999929065
blockorder12,True,3,4.179999999998152,0.31243395805358887,False,0.0,4.180000000003247
blockorder13,True,1,3.0000000000021902,0.5787978172302246,False,0.0,2.999999999995225
blockorder14,True,4,4.241051954068098e-13,0.4192371368408203,False,0.0,2.9558577807620168e-12
blockorder15,True,2,0.7800000000038917,0.3094470500946045,False,0.0,0.7799999999959812
blockorder16,True,6,2.127242826333031e-12,0.4168529510498047,False,0.0,2.5011104298755527e-12
blockorder17,True,3,0.5300000000013674,0.4992549419403076,False,0.0,0.5299999999952072
blockorder18,True,4,0.03000000000088099,0.48739194869995117,False,0.0,0.029999999997708304
blockorder19,True,2,3.6600000000030013,0.25464415550231934,False,0.0,3.659999999998627
blockorder20,True,1,-2.5157653738006047e-13,0.14454221725463867,False,0.0,-2.3669954885008337e-13
blockorder21,True,1,0.6900000000008886,0.7580480575561523,False,0.0,0.6899999999998272
blockorder22,True,6,4.600764214046649e-13,0.3757309913635254,False,0.0,-1.1368683772161603e-12
blockorder23,True,4,2.4900000000031532,0.5306589603424072,False,0.0,2.4899999999997817
blockorder24,True,1,1.8100000000016607,0.5526189804077148,False,0.0,1.8099999999994907
blockorder25,True,5,0.4999999999995892,0.8254399299621582,False,0.0,0.4999999999972715
blockorder26,True,3,2.84999999999747,0.9192888736724854,False,0.0,2.849999999996726
blockorder27,True,1,1.750000000001116,0.26447391510009766,False,0.0,1.7499999999990905
blockorder28,True,1,1.610000000001627,0.13442707061767578,False,0.0,1.6100000000006958
blockorder29,True,2,0.6600000000001476,0.4614558219909668,False,0.0,0.6600000000021282
blockorder30,True,2,3.30000000000108,0.40854978561401367,False,0.0,3.3000000000017735
blockorder31,True,1,1.1300000000004369,0.41957998275756836,False,0.0,1.1300000000023829
