Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,342.2665800329954,"[411.14202200855556, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 610.2730955536906, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 353.9816609719555, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 365.8448570617999, 472.79473659949133, 342.2665800329954, 342.2665800329954, 543.6352138932992, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 492.41969764800996, 342.2665800329954, 460.4993248486278, 349.46121362585643, 342.2665800329954, 342.2665800329954, 382.2086830173084, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 495.42119041283513, 342.2665800329954, 342.2665800329954, 384.04421393516395, 342.2665800329954, 342.2665800329954, 406.14789556622816, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 343.8427709143678, 451.3445483784445, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 417.3294677058376, 342.2665800329954, 345.84156897101565, 342.2665800329954, 342.2665800329954, 408.19376382250067, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 400.4823879105737, 379.33252268301175, 342.2665800329954, 342.2665800329954, 342.2665800329954, 797.2398751657289, 342.2665800329954, 398.54748443767164, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 512.5024246437529, 342.2665800329954, 342.2665800329954, 354.28605031753136, 356.7907128932026, 342.2665800329954, 342.2665800329954, 342.2665800329954, 419.215963209382, 342.2665800329954, 342.2665800329954, 342.2665800329954, 342.2665800329954, 400.3547259214637, 342.2665800329954, 342.2665800329954, 342.2665800329954, 369.99661382743125]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
1,16,90.90707053337053,"[90.90707053337053, 100.49422077266259, 90.90707053337053, 90.90707053337053, 90.90707053337053, 531.0, 122.51231062181593, 118.93472876724041, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 110.91553474295976, 90.90707053337053, 90.90707053337053, 90.90707053337053, 356.0, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 101.17152637822836, 115.84293838434874, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 106.51819831870638, 90.90707053337053, 90.90707053337053, 98.00223632490628, 205.62178248110777, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 104.62187804201898, 90.90707053337053, 261.1798388137617, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 276.25813528906514, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 149.51767188509123, 139.05675078245667, 90.90707053337053, 118.84121433726352, 122.78528253827167, 90.90707053337053, 90.90707053337053, 557.0, 90.90707053337053, 90.90707053337053, 90.90707053337053, 111.19471496976821, 90.90707053337053, 99.89864178215005, 150.74447464763026, 94.72888054072286, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 90.90707053337053, 125.75980584135978, 90.90707053337053, 90.90707053337053, 109.84311722843256, 90.90707053337053, 90.90707053337053, 90.90707053337053, 169.61374393230423, 127.55958248242885, 90.90707053337053, 90.90707053337053, 90.90707053337053]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,16,216.8026992774744,"[452.07111559487333, 257.74342793477086, 216.8026992774744, 216.8026992774744, 216.8026992774744, 574.4642728898635, 216.8026992774744, 233.82125399135305, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 229.54228186536858, 216.8026992774744, 216.8026992774744, 232.07093152178544, 425.4250548973362, 216.8026992774744, 216.8026992774744, 289.9273980904791, 216.8026992774744, 216.8026992774744, 216.8026992774744, 279.1518030557695, 250.48147038641807, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 222.35141834899792, 243.0044885197796, 216.8026992774744, 248.60269955220136, 216.8026992774744, 216.8026992774744, 216.8026992774744, 316.72566392183114, 216.8026992774744, 216.8026992774744, 216.8026992774744, 221.59138614681333, 249.97555828628467, 381.41998234435044, 216.8026992774744, 216.8026992774744, 216.8026992774744, 264.11035060437206, 216.8026992774744, 216.8026992774744, 341.11202329136603, 216.8026992774744, 264.52077498890844, 216.8026992774744, 216.8026992774744, 382.1010423404507, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 283.8825480710807, 216.8026992774744, 216.8026992774744, 216.8026992774744, 678.0690789405548, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 246.33186732358206, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744, 221.3928652858427, 216.8026992774744, 217.99617953361215, 267.50645244021484, 216.8026992774744, 216.8026992774744, 216.8026992774744, 216.8026992774744]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
4,3,314.71502790943237,"[314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 493.0797008969787, 371.61389483123196, 314.71502790943237, 314.71502790943237, 314.71502790943237, 346.889410219919, 314.71502790943237, 350.84418052354204, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 318.01200041533286, 389.79155473013566, 495.28589003818945, 314.86102311751563, 314.71502790943237, 402.46257439204163, 322.5534922153721, 354.849738566058, 367.75004067351813, 314.71502790943237, 314.71502790943237, 314.71502790943237, 474.5316025871904, 695.0, 368.39057790865536, 314.71502790943237, 314.71502790943237, 584.330649295698, 330.19980304820604, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 339.66732737315147, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 358.63426396752436, 314.71502790943237, 314.71502790943237, 377.47544444695677, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237, 367.8549257470752, 314.71502790943237, 349.7380927362359, 314.71502790943237, 314.71502790943237, 314.71502790943237, 394.4477624851138, 314.71502790943237, 357.3145764130726, 314.71502790943237, 314.71502790943237, 314.71502790943237, 480.4318263923682, 314.71502790943237, 322.72603236192265, 367.7479119194652, 314.71502790943237, 510.9649039512004, 314.71502790943237, 314.71502790943237, 314.71502790943237, 360.1959652067677, 314.71502790943237, 314.71502790943237, 333.2271257789863, 482.50026269468174, 314.71502790943237, 314.71502790943237, 466.05118148057807, 314.71502790943237, 314.71502790943237, 314.71502790943237, 439.31558781354295, 314.71502790943237, 360.36467901659205, 314.71502790943237, 372.3723995271907, 331.8332403688771, 314.71502790943237, 325.6759067497975, 314.71502790943237, 314.71502790943237, 314.71502790943237, 314.71502790943237]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
5,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 387.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
6,3,92.91100667628353,"[103.42184875777032, 107.84942604059296, 174.874683542178, 220.99744121185034, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 102.39363835605444, 92.91100667628353, 92.91100667628353, 149.63423025725623, 134.9984699346608, 92.91100667628353, 92.91100667628353, 108.23009857727723, 181.91159799854643, 96.55730704105633, 92.91100667628353, 92.91100667628353, 122.55773473997478, 92.91100667628353, 92.91100667628353, 142.49008744827705, 92.91100667628353, 92.91100667628353, 92.91100667628353, 109.64088952584815, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 121.99255362531122, 461.89896680722626, 92.91100667628353, 94.57360178540006, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 104.38834282977507, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 106.03998778383055, 143.20590289430785, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 98.09927942671102, 99.97490297702788, 92.91100667628353, 141.41183296998008, 176.58580565419325, 92.91100667628353, 190.10728414710368, 92.91100667628353, 92.91100667628353, 119.71175973669138, 128.76705771219702, 92.91100667628353, 122.32220539735376, 129.156844397663, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 160.0348623917541, 92.91100667628353, 92.91100667628353, 108.98889258916556, 167.45444872862873, 92.91100667628353, 92.91100667628353, 163.2429596903794, 92.91100667628353, 213.0, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353, 92.91100667628353]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
7,3,192.96329596867386,"[329.676943654458, 192.96329596867386, 211.44150862357168, 260.8706214047055, 337.12579438586556, 261.5294939938234, 192.96329596867386, 192.96329596867386, 192.96329596867386, 260.3780631852434, 192.96329596867386, 218.02476303294546, 192.96329596867386, 192.96329596867386, 192.96329596867386, 200.80369423379187, 235.9397762655743, 192.96329596867386, 238.66916378949955, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 281.24708929895144, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 212.39966508587557, 192.96329596867386, 477.4531906561439, 241.06651773477418, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 252.05345495067988, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 224.6084475618278, 219.41025653928978, 192.96329596867386, 194.9245832995754, 269.38228816729384, 193.77286359909246, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 225.98907939580644, 206.34144980092879, 192.96329596867386, 214.3836711983023, 418.0714909637162, 192.96329596867386, 244.41140132649824, 311.24406264740844, 192.96329596867386, 401.1776223630667, 192.96329596867386, 192.96329596867386, 203.5648645316262, 281.15504594580847, 192.96329596867386, 193.23125021215358, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.9632959686739, 353.05849534749393, 192.96329596867386, 224.1900859924216, 230.38464731633846, 339.87340658945345, 192.96329596867386, 206.72023098592132, 192.96329596867386, 353.3518473753141, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386, 192.96329596867386]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
8,10,0.0,"[0.0, 0.0, 282.0, 0.0, 0.0, 0.0, 0.0, 424.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 89.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 322.0, 0.0, 196.73674571009815, 0.0, 376.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 505.0, 0.0, 0.0, 0.0, 0.0, 0.0, 273.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 472.0, 0.0, 0.0, 301.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 74.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
9,10,278.386917304963,"[415.0, 458.20829110765453, 452.9226874876913, 278.386917304963, 278.386917304963, 278.386917304963, 357.30971106204277, 586.8867542314065, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 442.0, 278.386917304963, 315.05414342307125, 451.3146560991546, 278.386917304963, 278.38691730496294, 278.386917304963, 468.3735371242517, 278.386917304963, 278.386917304963, 465.0, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 591.915568586228, 327.1169254853701, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 495.2050066115465, 278.386917304963, 386.0, 278.386917304963, 278.386917304963, 566.6955563755786, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 346.1086402714693, 317.0, 278.386917304963, 278.386917304963, 460.0, 442.657503543635, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 364.9976825111212, 308.5367062086878, 278.386917304963, 278.386917304963, 278.386917304963, 380.9205300868972, 278.386917304963, 621.2056770042825, 278.386917304963, 278.386917304963, 385.32116086807144, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 278.386917304963, 311.4505531268333, 278.386917304963]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
