Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,91.82308001488542,"[91.82308001488542, 91.82308001488542, 91.82308001488539, 91.82308001488539, 91.82308001488542, 91.82308001488542, 91.82308001488539, 305.2996235035777, 171.83448314736933, 91.82308001488542, 96.06818700578175, 91.82308001488539, 91.8230800148854, 91.82308001488543, 176.08929621535356, 91.82308001488539, 91.82308001488539, 91.82308001488539, 91.82308001488542, 91.82308001488539, 91.82308001488538, 133.05317157487468, 217.46685108388664, 132.8093111122645, 91.82308001488539, 91.82308001488539, 162.00450076243118, 91.8230800148854, 91.82308001488539, 91.82308001488539, 121.54309029823537, 91.82308001488539, 91.8230800148854, 91.82308001488545, 91.82308001488538, 91.82308001488539, 91.82308001488539, 91.82308001488542, 91.8230800148854, 91.8230800148854, 91.82308001488539, 94.51139369917225, 135.26291111424885, 124.48707207859078, 91.82308001488539, 94.37323129925232, 309.8179168584919, 183.2524874254641, 91.82308001488539, 91.8230800148854, 91.82308001488539, 91.82308001488542, 91.82308001488539, 120.37549882578095, 91.82308001488539, 91.82308001488542, 91.82308001488542, 103.43609203679532, 91.82308001488545, 91.82308001488539, 91.82308001488542, 91.82308001488539, 91.82308001488538, 91.82308001488539, 180.95576544239017, 91.82308001488542, 91.82308001488539, 91.82308001488548, 91.82308001488539, 255.12587695303083, 169.17541856882542, 106.08144727932603, 291.0, 91.82308001488542, 91.82308001488542, 91.82308001488542, 91.8230800148853, 91.82308001488542, 91.82308001488542, 91.82308001488542, 499.0, 91.82308001488538, 196.17644160909012, 137.61581146612608, 91.82308001488542, 91.8230800148854, 169.4323198466667, 91.82308001488542, 91.82308001488542, 91.82308001488542, 91.8230800148854, 105.63647533498646, 91.82308001488542, 91.82308001488542, 91.82308001488542, 91.8230800148854, 215.50743428458702, 117.42831248334926, 91.82308001488542, 91.82308001488538]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
1,16,330.8306458007519,"[330.8306458007519, 424.5135167229671, 330.8306458007519, 330.8306458007519, 387.22578504009687, 357.2212709170013, 330.8306458007519, 458.0728537118252, 330.8306458007519, 334.861435799321, 336.1548446960882, 375.0088498336539, 330.8306458007519, 384.2855881464863, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 353.78418778846407, 330.8306458007519, 330.8306458007519, 368.3983281524687, 443.24435982999273, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 402.8910176075442, 330.8306458007519, 330.8306458007519, 456.3167456032703, 330.8306458007519, 330.8306458007519, 363.51531954614404, 330.8306458007519, 330.8306458007519, 330.8306458007519, 457.20146946976627, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 419.1506855586732, 330.8306458007519, 330.8306458007519, 343.6041390545448, 506.3697111094306, 414.73020142554583, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 353.9386542163848, 330.8306458007519, 330.8306458007519, 394.6744645156173, 330.8306458007519, 385.55829600756397, 396.81975513022553, 330.8306458007519, 429.3974326274648, 330.8306458007519, 330.8306458007519, 330.8306458007519, 689.0, 330.8306458007519, 330.8306458007519, 330.8306458007519, 570.6229765383341, 330.8306458007519, 330.8306458007519, 431.9196835531295, 330.8306458007519, 349.7732329348363, 479.5050858233333, 385.09878933176424, 330.8306458007519, 330.8306458007519, 340.41439964301696, 330.8306458007519, 379.6608322659971, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519, 330.8306458007519]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,207.55054810199113,"[207.55054810199107, 237.36285665453096, 207.55054810199113, 207.55054810199113, 207.55054810199115, 322.8496153331563, 207.55054810199113, 360.45059353428326, 207.55054810199113, 207.55054810199118, 295.9560188261132, 207.55054810199113, 207.55054810199113, 224.02748255658383, 249.8493459425055, 207.55054810199107, 207.55054810199113, 207.55054810199113, 207.55054810199113, 207.55054810199107, 207.55054810199113, 323.8968247126954, 329.5175685212886, 256.9290378634259, 207.55054810199104, 207.55054810199113, 207.55054810199113, 207.55054810199113, 207.55054810199107, 207.55054810199107, 216.9221600437285, 207.55054810199113, 207.55054810199113, 289.53447048559394, 207.55054810199107, 207.55054810199113, 207.55054810199113, 207.55054810199118, 225.90546094111306, 207.55054810199113, 207.55054810199113, 207.55054810199113, 209.42562135113823, 227.08212549546914, 207.55054810199113, 207.55054810199113, 434.82995594225787, 308.0072328602614, 207.55054810199107, 207.55054810199113, 207.55054810199113, 207.55054810199107, 207.55054810199107, 207.55054810199107, 207.55054810199113, 207.55054810199107, 207.55054810199107, 207.55054810199107, 242.48393398476097, 207.55054810199113, 207.55054810199104, 207.55054810199107, 207.55054810199107, 207.55054810199113, 295.5303522073354, 207.55054810199107, 224.6659963875023, 287.513777074742, 207.55054810199113, 353.2667919212818, 264.922076685102, 207.55054810199107, 357.62570680099265, 229.21869901999906, 207.55054810199107, 207.55054810199107, 207.55054810199096, 222.77462024996083, 207.55054810199107, 207.55054810199118, 548.4510549080347, 207.55054810199107, 229.62526575920566, 387.6715365212523, 207.55054810199107, 207.55054810199113, 207.5505481019911, 247.11471022638304, 207.55054810199104, 207.55054810199107, 207.55054810199118, 207.55054810199113, 207.55054810199113, 207.55054810199104, 207.55054810199107, 209.44904610796388, 264.74538324980955, 207.55054810199104, 207.55054810199107, 207.55054810199107]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 162.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
4,3,219.33756912980536,"[260.80202607246895, 301.6334661200324, 223.4779673743924, 219.33756912980536, 219.33756912980536, 219.33756912980536, 219.33756912980536, 241.8181132351374, 219.33756912980536, 299.980530794394, 219.33756912980536, 219.33756912980536, 295.7685151015094, 219.33756912980536, 225.67273526608298, 219.33756912980536, 259.75764590002694, 219.33756912980536, 219.33756912980536, 219.33756912980536, 327.5304730817304, 311.3846631332905, 219.33756912980536, 449.1201589634136, 234.25543276642716, 219.33756912980536, 219.33756912980536, 219.33756912980536, 434.0, 219.33756912980536, 219.33756912980536, 219.33756912980536, 382.15873876653706, 219.33756912980536, 246.51905128783835, 219.33756912980536, 219.33756912980536, 219.33756912980536, 219.33756912980536, 219.33756912980536, 219.33756912980536, 281.9343981610275, 219.33756912980536, 219.33756912980536, 219.33756912980536, 302.4767679444791, 707.1965815570868, 219.33756912980536, 511.1457522471767, 302.58647067645927, 219.33756912980536, 219.33756912980536, 219.33756912980536, 555.1234934044323, 256.82708605995236, 219.33756912980536, 235.14049257982612, 219.33756912980536, 219.33756912980536, 425.379199984695, 219.33756912980536, 219.33756912980536, 572.9849312978795, 219.33756912980536, 264.22269555457325, 219.33756912980536, 219.33756912980536, 219.33756912980536, 294.75665497479275, 219.33756912980536, 219.33756912980536, 219.33756912980536, 283.6258541530908, 219.33756912980536, 276.7207525470929, 219.33756912980536, 219.33756912980536, 231.69755286861783, 305.7012009170769, 254.76294997606192, 219.33756912980536, 601.0, 227.49063654632565, 219.33756912980536, 219.33756912980536, 259.0497825155821, 219.33756912980536, 219.33756912980536, 219.33756912980536, 219.33756912980536, 219.33756912980536, 348.9136264385996, 475.3476148863606, 433.5804908600998, 283.46658391721127, 219.33756912980536, 219.33756912980536, 219.33756912980536, 219.33756912980536, 219.33756912980536]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
5,3,307.65309141557145,"[307.65309141557145, 334.5799489507811, 404.9907100089942, 307.65309141557145, 395.12410223585334, 307.65309141557145, 358.19637084663304, 355.5724889847289, 307.65309141557145, 459.0498299642451, 307.65309141557145, 307.65309141557145, 422.2902534118003, 373.63051932146794, 307.65309141557145, 318.49657911048433, 346.6894303086684, 345.2200929227062, 307.65309141557145, 307.65309141557145, 379.71072436176775, 450.1416649839649, 307.65309141557145, 487.35788901508005, 307.65309141557145, 307.65309141557145, 307.65309141557145, 406.23371199674637, 478.3776672065679, 307.65309141557145, 307.65309141557145, 307.65309141557145, 417.2388152074807, 307.65309141557145, 355.4977337932997, 319.5162371091424, 307.65309141557145, 307.65309141557145, 307.65309141557145, 307.65309141557145, 307.65309141557145, 307.65309141557145, 307.65309141557145, 322.8096409409314, 307.65309141557145, 355.1272088162973, 741.5594356371009, 307.65309141557145, 531.8862877914407, 403.29661055815757, 314.04989275931996, 307.65309141557145, 307.65309141557145, 631.7607454160369, 307.65309141557145, 340.35430251915204, 307.65309141557145, 342.47671100132584, 307.65309141557145, 455.1301705797416, 307.65309141557145, 307.65309141557145, 616.8599518608103, 307.65309141557145, 419.3493436879354, 307.65309141557145, 424.16280812838727, 307.65309141557145, 316.28827985331054, 307.65309141557145, 307.65309141557145, 307.65309141557145, 309.1875693139798, 307.65309141557145, 509.0, 307.65309141557145, 401.39635199271106, 319.2884562904548, 395.8895547498636, 307.65309141557145, 307.65309141557145, 701.3037779039241, 351.67340215449747, 307.65309141557145, 307.65309141557145, 320.28895128521896, 307.65309141557145, 402.27125970780236, 307.65309141557145, 307.65309141557145, 364.8239846666415, 373.54917935586724, 522.4562813495219, 504.2052949048953, 307.65309141557145, 307.65309141557145, 307.65309141557145, 307.65309141557145, 307.65309141557145, 311.31854704538796]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
6,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 487.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 351.0, 0.0, 0.0, 465.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 214.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 338.0, 268.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
7,3,87.66354182054556,"[103.0, 168.64790721453966, 87.66354182054556, 88.67120159228674, 87.66354182054556, 87.66354182054556, 87.81628515846985, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556, 202.57777300967598, 87.66354182054556, 105.24870986033712, 138.48124463037806, 89.07865816300583, 87.66354182054556, 263.83314110597905, 100.29529982033156, 87.66354182054556, 87.66354182054556, 87.66354182054556, 97.70276507104315, 87.66354182054556, 87.66354182054556, 109.6897401786991, 87.66354182054556, 87.66354182054556, 87.66354182054556, 252.36408410197063, 87.66354182054556, 155.09053572061788, 87.66354182054556, 118.79117328009812, 87.66354182054556, 87.66354182054556, 87.66354182054556, 100.12866498202528, 87.66354182054556, 90.89815283478123, 87.66354182054556, 102.45624802300377, 156.52592024438943, 561.9539800262586, 92.25189751910295, 489.0, 254.27698280028568, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556, 176.4712814910103, 87.66354182054556, 87.66354182054556, 95.62592320935542, 131.83262837239425, 413.7129114503994, 87.66354182054556, 87.66354182054556, 502.8607231268667, 87.66354182054556, 91.09929494327635, 87.66354182054556, 124.82545506396116, 87.66354182054556, 261.5382123489285, 89.82716001576132, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556, 240.21036017511716, 87.66354182054556, 132.46081703769173, 87.66354182054556, 93.22314692099197, 196.2194702158155, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556, 148.28938459587386, 87.66354182054556, 87.66354182054556, 112.93395944380043, 87.66354182054556, 87.66354182054556, 309.7854017416518, 376.9490123714374, 376.8466992276835, 87.66354182054556, 102.47044030174955, 87.66354182054556, 87.66354182054556, 87.66354182054556, 87.66354182054556]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
8,10,246.1195107890717,"[246.1195107890717, 277.6811815703504, 321.2718327849302, 250.65326838921587, 760.5618736427523, 246.1195107890717, 246.1195107890717, 560.6775417838141, 246.1195107890717, 246.1195107890717, 246.1195107890717, 246.1195107890717, 335.0084948065752, 635.2074688938844, 253.32383042692567, 267.5101429505612, 477.7980966132339, 246.1195107890717, 533.8382794415504, 246.1195107890717, 246.1195107890717, 317.5779825287351, 673.2184523152526, 246.1195107890717, 474.11077484614395, 510.2218178767268, 475.0, 466.0170301408307, 308.0882039233751, 408.0, 246.1195107890717, 246.1195107890717, 246.1195107890717, 246.1195107890717, 246.1195107890717, 449.2642974933826, 246.1195107890717, 463.0, 253.3600447587785, 246.1195107890717, 246.1195107890717, 246.1195107890717, 246.1195107890717, 246.1195107890717, 246.1195107890717, 246.1195107890717, 246.1195107890717, 249.83330106268693, 425.5283305284281, 246.1195107890717, 636.9888817234008, 330.39262026286667, 254.1662832884794, 510.2289616606015, 246.1195107890717, 246.1195107890717, 285.2738501608977, 371.78686815151957, 246.1195107890717, 348.4869338797266, 469.0, 262.42436268015706, 247.58652542154, 246.1195107890717, 246.1195107890717, 384.9208363532731, 246.1195107890717, 246.1195107890717, 460.72801951570426, 246.1195107890717, 246.1195107890717, 668.0516259609562, 333.8584508310634, 355.20694876900683, 319.17348357120267, 246.1195107890717, 246.1195107890717, 246.1195107890717, 247.9333935526737, 462.10784585729823, 246.1195107890717, 524.7947173645103, 246.1195107890717, 246.1195107890717, 409.33313222167965, 324.5634974915178, 256.8773201471605, 246.1195107890717, 343.0731209374406, 246.1195107890717, 274.2490572345636, 246.1195107890717, 543.8839754010594, 254.26014286338003, 545.3464422002901, 246.1195107890717, 246.1195107890717, 357.9178199898869, 258.84402946396426, 246.1195107890717]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
9,10,117.55522557564348,"[117.55522557564348, 118.04905167855121, 233.945360143308, 117.55522557564348, 692.9726771224979, 117.55522557564348, 117.55522557564348, 513.1916142426596, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 593.0, 117.55522557564348, 117.55522557564348, 418.26492757238884, 136.15602153619596, 477.76108996930975, 117.55522557564348, 117.55522557564348, 258.72497974310886, 548.6896221304039, 162.61284862060387, 440.3095188817233, 499.4289882305804, 117.55522557564348, 380.1172938114113, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 405.8488007998115, 117.55522557564348, 156.0, 117.55522557564348, 117.55522557564348, 127.88691109595177, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 223.7745587159526, 357.1840574371526, 117.55522557564348, 592.3348020265438, 117.55522557564348, 117.55522557564348, 228.54275780475342, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 117.55522557564348, 242.65489088503196, 117.55522557564348, 117.55522557564348, 371.8195212050678, 117.55522557564348, 117.55522557564348, 638.39724894691, 296.7894020569239, 117.55522557564348, 190.42499634309146, 117.55522557564348, 117.55522557564348, 117.55522557564348, 127.71279014304577, 427.53888942410464, 117.55522557564348, 488.03636946628995, 130.45304081659046, 149.4177240957285, 319.68687843508, 218.62472606663962, 117.55522557564348, 117.55522557564348, 171.52832901356635, 117.55522557564348, 220.99734433517858, 117.55522557564348, 117.55522557564348, 172.01800998631504, 117.55522557564348, 117.55522557564348, 117.55522557564348, 300.9799368399976, 119.73367942788224, 117.55522557564348]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
