Model,SolvedOptimally,SolutionCount,ObjectiveBound,SolveTime,TimeOut,OptimalityGap,BestObjective
FirstStage,False,10,7674.706343479354,6900.84187412262,True,0.20774220263153836,9687.132608819269
SecondStage,True,6,7078.513933103496,0.5223479270935059,False,5.2922258289499224e-05,7078.888563872476
block0,True,2,585.9837365415187,0.4300389289855957,False,0.0,585.9837365415183
block1,True,4,555.7857706279674,0.11586499214172363,False,0.0,555.7857706279688
block2,True,1,506.8070368187832,0.03320717811584473,False,0.0,506.80703681878265
block3,True,5,581.7637482796231,0.2435150146484375,False,0.0,581.7637482796229
block4,True,1,739.5386590394492,0.05874300003051758,False,0.0,739.538659039449
block5,True,2,434.4401052526414,0.11939382553100586,False,0.0,434.4401052526424
block6,True,2,506.0915026318098,0.20479989051818848,False,0.0,506.09150263180936
block7,True,4,853.0019733025997,0.1321420669555664,False,0.0,853.0019733025995
block8,True,4,523.8777860278128,0.14640092849731445,False,0.0,523.8777860278138
block9,True,1,523.1664734781798,0.06593108177185059,False,0.0,523.1664734781787
block10,True,4,635.1817513842284,0.2558419704437256,False,0.0,635.1817513842284
block11,True,2,574.0053730301029,0.07043004035949707,False,0.0,574.0053730301025
block12,True,1,746.9142934987349,0.06722402572631836,False,0.0,746.9142934987352
block13,True,4,795.8943402390851,0.1059269905090332,False,0.0,795.8943402390852
block14,True,5,643.262261998364,0.09878110885620117,False,0.0,643.2622619983656
block15,True,4,497.5798174304746,0.11015701293945312,False,0.0,497.5798174304754
block16,True,6,565.3686252809216,0.3640780448913574,False,0.0,565.3686252809208
block17,True,7,682.8564328110592,0.1720418930053711,False,0.0,682.8564328110583
block18,True,4,504.79600172543087,0.2174980640411377,False,0.0,504.79600172543087
block19,True,1,696.9487837349357,0.06746292114257812,False,0.0,696.9487837349367
block20,True,3,498.25440909451163,0.08064794540405273,False,0.0,498.25440909451027
block21,True,3,611.3258702069757,0.14186382293701172,False,1.5948434434830026e-05,611.3356200530297
block22,True,2,623.1912061201983,0.10027790069580078,False,0.0,623.1912061201983
block23,True,9,683.5813955955318,0.33655714988708496,False,0.0,683.5813955955325
block24,True,3,611.3593334011216,0.22586894035339355,False,0.0,611.3593334011214
block25,True,1,758.7807310923281,0.1356518268585205,False,0.0,758.7807310923282
block26,True,7,746.9292734565715,0.20621204376220703,False,0.0,746.9292734565726
block27,True,1,734.3762048624717,0.053582191467285156,False,0.0,734.376204862472
block28,True,3,362.1602941805445,0.1122901439666748,False,0.0,362.1602941805455
block29,True,5,582.6550684501344,0.2340679168701172,False,0.0,582.6550684501343
block30,True,1,695.7780919421948,0.06966996192932129,False,0.0,695.7780919421947
block31,True,3,458.6800093504967,0.1379098892211914,False,0.0,458.6800093504965
blockorder0,True,3,-1.5916157281026244e-12,11.433743953704834,False,0.0,0.0
blockorder1,True,6,0.1500000000004511,0.34523797035217285,False,0.0,0.14999999999997726
blockorder2,True,3,3.0020430585864233e-13,0.1694340705871582,False,0.0,2.9320990080350384e-13
blockorder3,True,4,6.976641486744484e-13,0.5107631683349609,False,0.0,1.687538997430238e-13
blockorder4,True,6,0.9400000000003175,0.38270092010498047,False,0.0,0.9400000000001096
blockorder5,True,4,9.205969320191798e-13,0.289808988571167,False,0.0,5.364597654988756e-13
blockorder6,True,5,8.619771563189715e-13,0.5183060169219971,False,0.0,1.687538997430238e-13
blockorder7,True,7,3.5083047578154947e-13,0.30074596405029297,False,0.0,5.684341886080801e-13
