Model,SolvedOptimally,SolutionCount,ObjectiveBound,SolveTime,TimeOut,OptimalityGap,BestObjective
FirstStage,True,10,8367.660197622861,23.23896622657776,False,0.0,8367.660197622861
SecondStage,True,3,8110.661185308656,0.32933807373046875,False,0.0,8110.661185308656
block0,True,2,436.95672059942035,0.25001096725463867,False,0.0,436.9567205994212
block1,True,1,473.8121563017594,0.02112293243408203,False,0.0,473.81215630175984
block2,True,2,294.57771362673157,0.015340805053710938,False,0.0,294.5777136267306
block3,True,1,335.6440144545618,0.01456904411315918,False,0.0,335.6440144545617
block4,True,1,521.8299999999949,0.002586841583251953,False,0.0,521.8299999999949
block5,True,1,291.5632335102764,0.00910806655883789,False,0.0,291.56323351027663
block6,True,1,341.96828693864154,0.01421499252319336,False,0.0,341.9682869386416
block7,True,9,613.4915344498099,0.16472601890563965,False,0.0,613.49153444981
block8,True,2,349.4727385442807,0.029875993728637695,False,0.0,349.4727385442807
block9,True,1,288.6103281926462,0.019984960556030273,False,0.0,288.61032819264676
block10,True,1,433.7778640607539,0.019769906997680664,False,0.0,433.7778640607538
block11,True,1,391.2011787972315,0.039134979248046875,False,0.0,391.2011787972316
block12,True,1,468.7779606927975,0.011978864669799805,False,0.0,468.7779606927972
block13,True,3,668.686111222974,0.05012392997741699,False,0.0,668.6861112229735
block14,True,4,332.0743307917587,0.03231191635131836,False,0.0,332.07433079175826
block15,True,1,332.2434688856865,0.023545026779174805,False,0.0,332.24346888568607
block16,True,5,278.7806719573091,0.07263302803039551,False,0.0,278.78067195730927
block17,True,1,304.42729507004105,0.03804206848144531,False,0.0,304.42729507004117
block18,True,1,330.01825288774216,0.023190975189208984,False,0.0,330.01825288774245
block19,True,1,353.07161595301113,0.014344930648803711,False,0.0,353.0716159530112
block20,True,1,217.61452107273772,0.009166955947875977,False,0.0,217.61452107273763
block21,True,1,608.967108822907,0.029217958450317383,False,0.0,608.967108822906
block22,True,1,294.88560378778584,0.02611398696899414,False,0.0,294.8856037877865
block23,True,1,277.7778892887559,0.038002967834472656,False,0.0,277.77788928875617
block24,True,1,351.06798726322677,0.015806913375854492,False,0.0,351.06798726322637
block25,True,1,240.16404122024915,0.045617103576660156,False,0.0,240.1640412202487
block26,True,2,715.6181517978566,0.04439902305603027,False,0.0,715.618151797856
block27,True,1,422.74330477427156,0.02526092529296875,False,0.0,422.7433047742719
block28,True,4,245.64588570656406,0.021212100982666016,False,0.0,245.64588570656443
block29,True,1,332.16534762357014,0.012415885925292969,False,0.0,332.16534762356986
block30,True,1,265.9123083103068,0.03428196907043457,False,0.0,265.9123083103068
block31,True,2,294.3585259048141,0.013020038604736328,False,0.0,294.3585259048141
blockorder0,True,2,-1.0544454198679887e-11,2.158740997314453,False,0.0,-6.821210263296962e-12
blockorder1,True,1,-2.8848035071860068e-12,0.024772167205810547,False,0.0,-3.410605131648481e-12
blockorder2,True,2,-9.947598300641403e-14,0.005307197570800781,False,0.0,1.7053025658242404e-12
blockorder3,True,1,-1.1368683772161603e-13,0.00500798225402832,False,0.0,1.7053025658242404e-12
blockorder4,True,1,28.69999999999777,0.0040700435638427734,False,0.0,28.69999999999777
blockorder5,True,1,0.0,0.0005319118499755859,False,0.0,0.0
blockorder6,True,1,3.588240815588506e-13,0.003695964813232422,False,0.0,2.1316282072803006e-13
blockorder7,True,3,1.2000000000031434,0.2109220027923584,False,0.0,1.1999999999961375
blockorder8,True,2,-2.4948931809376518e-12,0.0350489616394043,False,0.0,-2.2737367544323206e-12
blockorder9,True,2,5.9330318435968366e-12,0.02972102165222168,False,0.0,-1.1368683772161603e-11
blockorder10,True,1,13.699999999998191,0.017596006393432617,False,0.0,13.699999999997772
blockorder11,True,2,3.575806317712704e-12,0.16782593727111816,False,0.0,-3.907985046680551e-12
blockorder12,True,1,2.499999999999308,0.026684999465942383,False,0.0,2.5
blockorder13,True,2,9.094947017729282e-13,0.11625885963439941,False,0.0,0.0
blockorder14,True,1,5.6699089867606745e-12,0.0379331111907959,False,0.0,-1.2256862191861728e-12
blockorder15,True,4,-1.014655026665423e-11,0.029956817626953125,False,0.0,-3.863576125695545e-13
blockorder16,True,1,0.0,0.04410195350646973,False,0.0,0.0
blockorder17,True,1,1.3926637620897964e-12,0.08309388160705566,False,0.0,8.526512829121202e-13
blockorder18,True,1,-1.1084466677857563e-12,0.08133697509765625,False,0.0,8.526512829121202e-13
blockorder19,True,2,-6.838973831690964e-14,0.007241010665893555,False,0.0,2.8421709430404007e-13
blockorder20,True,1,0.0,0.0005290508270263672,False,0.0,0.0
blockorder21,True,1,2.5999999999990235,0.17621397972106934,False,0.0,2.5999999999953616
blockorder22,True,2,1.865174681370263e-13,0.05681300163269043,False,0.0,-5.6843418860808015e-12
blockorder23,True,2,1.4344081478157023e-12,0.08864212036132812,False,0.0,8.526512829121202e-13
blockorder24,True,3,1.5223378113660146e-12,0.014879941940307617,False,0.0,2.8421709430404007e-13
blockorder25,True,2,-1.0835776720341528e-12,0.26304006576538086,False,0.0,-5.684341886080801e-13
blockorder26,True,2,8.199999999996184,0.181121826171875,False,0.0,8.199999999993679
blockorder27,True,1,1.4999999999907176,0.07596611976623535,False,0.0,1.4999999999986358
blockorder28,True,2,-1.1723955140041653e-13,0.003053903579711914,False,0.0,-7.105427357601002e-14
blockorder29,True,1,0.0,0.0005550384521484375,False,0.0,0.0
blockorder30,True,1,0.0,0.04375910758972168,False,0.0,0.0
blockorder31,True,1,-9.592326932761353e-14,0.002683877944946289,False,0.0,-7.105427357601002e-14
