Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,340.35352313347806,"[340.35352313347806, 347.52122673820503, 340.35352313347806, 340.35352313347806, 351.0791042426643, 340.35352313347806, 340.35352313347806, 402.92188368111965, 378.2454088512806, 356.8226079935176, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 382.50022191926485, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 423.8777767877979, 340.35352313347806, 340.35352313347806, 340.35352313347806, 368.41542646634247, 355.9724100230306, 340.35352313347806, 340.35352313347806, 569.445746644843, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 374.4193435605522, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 432.8266357304086, 340.35352313347806, 340.35352313347806, 340.35352313347806, 516.2288425624032, 389.6634131293754, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 387.3666911463015, 340.35352313347806, 340.35352313347806, 360.30854087926406, 340.35352313347806, 461.5368026569421, 388.9117574225737, 340.35352313347806, 348.4212308831274, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 567.304680553094, 340.35352313347806, 402.58736731300144, 344.02673717003734, 340.35352313347806, 340.35352313347806, 529.2255179766336, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 340.35352313347806, 421.9183599884983, 340.35352313347806, 340.35352313347806, 340.35352313347806]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
1,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,87.83866040862472,"[141.1069533070738, 87.83866040862472, 87.83866040862472, 174.62455059438238, 87.83866040862472, 87.83866040862472, 119.95137931507395, 162.0, 92.7454131330752, 151.66957645589028, 95.24520710002832, 91.48451191917766, 87.83866040862472, 87.83866040862472, 87.83866040862472, 173.2746712355272, 87.83866040862472, 87.83866040862472, 87.83866040862472, 89.70509089963547, 132.4463602161628, 153.77123319837006, 87.83866040862472, 166.2865225249772, 87.83866040862472, 108.88709892668923, 87.83866040862472, 87.83866040862472, 87.83866040862472, 127.87964548065501, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 121.24149601913975, 87.83866040862472, 94.27225270784294, 87.83866040862472, 96.98573152551421, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 144.56289328330797, 87.83866040862472, 87.83866040862472, 87.83866040862472, 136.52675025033577, 87.83866040862472, 87.83866040862472, 149.1693541992481, 87.83866040862472, 87.83866040862472, 137.92117772683946, 87.83866040862472, 235.70729041057098, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 95.06291059148293, 89.14525964821453, 188.52061957123848, 87.83866040862472, 87.83866040862472, 87.83866040862472, 116.57030403028872, 87.83866040862472, 95.12216907749267, 87.83866040862472, 87.83866040862472, 87.83866040862472, 191.00891577918142, 108.29562155938189, 87.83866040862472, 405.0, 167.73061960536552, 87.83866040862472, 99.658506969569, 87.83866040862472, 143.53049019214885, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 87.83866040862472, 93.84562041856732, 94.20390581505367, 90.90951918856614]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,16,206.4109257039113,"[220.61674066024995, 274.98932047706086, 210.96250999873467, 210.19407162047574, 267.51389734673046, 206.4109257039113, 206.4109257039113, 259.62226017754193, 206.4109257039113, 278.9804641532201, 206.4109257039113, 258.9428136508404, 206.4109257039113, 248.0967659985272, 206.4109257039113, 224.20387198992717, 206.4109257039113, 206.4109257039113, 234.07230009509766, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 207.54421202121364, 206.4109257039113, 225.756648775656, 206.4109257039113, 283.1791299141778, 206.62735675602875, 206.4109257039113, 327.23324596816667, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 207.0603334740018, 337.48958177639986, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 297.5637246161598, 206.4109257039113, 206.4109257039113, 223.89225136117844, 206.4109257039113, 206.4109257039113, 219.21516174280055, 207.96986873971366, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 234.3521619267034, 206.4109257039113, 206.4109257039113, 206.74615026477164, 206.4109257039113, 254.99631088157625, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 295.6813070121138, 206.4109257039113, 206.4109257039113, 219.73633885374832, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 263.17609655188244, 206.4109257039113, 211.11875810738547, 427.1719216302994, 215.49196625230545, 206.4109257039113, 206.4109257039113, 206.4109257039113, 285.75317502499394, 359.79319812996687, 225.82273951400592, 206.4109257039113, 206.4109257039113, 220.70251194965053, 206.4109257039113, 259.9489445726307, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113, 206.4109257039113]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
4,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 276.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 268.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
5,10,279.3894355995317,"[279.3894355995317, 391.73276955633116, 356.58217709940345, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 538.5174382276293, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 388.7795666862752, 772.0, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 452.3081913414665, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 292.53221218845266, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 685.9728780514484, 279.3894355995317, 279.3894355995317, 306.55301060351894, 279.3894355995317, 327.88894808388443, 305.98924412825477, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 295.3176346394436, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 391.25314421450923, 279.3894355995317, 279.3894355995317, 279.3894355995317, 388.4890794051028, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 513.602856075529, 279.3894355995317, 462.15216265178697, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 289.3422512428427, 405.144284496212, 279.3894355995317, 279.3894355995317, 280.92891158320055, 472.71226197443116, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317, 279.3894355995317]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
6,11,139.1742535661839,"[157.80202607246895, 139.1742535661839, 139.17425356618386, 139.17425356618386, 139.17425356618384, 139.1742535661839, 139.1742535661839, 154.15457141459183, 139.17425356618384, 212.3169889738484, 139.1742535661839, 139.17425356618384, 208.10497328096386, 139.1742535661839, 139.1742535661839, 533.4245127141302, 154.5089360396899, 139.1742535661839, 139.17425356618386, 139.1742535661839, 139.1742535661839, 211.08936331295894, 139.17425356618384, 361.456617142868, 146.5918909458816, 139.1742535661839, 139.17425356618384, 411.9994457801839, 139.1742535661839, 139.1742535661839, 139.17425356618384, 139.17425356618384, 139.1742535661839, 139.1742535661839, 139.1742535661839, 139.17425356618384, 139.17425356618386, 139.1742535661839, 139.1742535661839, 139.1742535661839, 139.17425356618386, 194.27085634048197, 139.1742535661839, 139.1742535661839, 139.17425356618386, 145.95084770008967, 145.2426015308283, 139.1742535661839, 392.0, 139.17425356618392, 139.17425356618384, 139.1742535661839, 139.1742535661839, 467.45995158388683, 139.17425356618392, 139.17425356618384, 147.47695075928056, 139.1742535661839, 139.1742535661839, 139.17425356618384, 139.17425356618384, 139.1742535661839, 139.17425356618384, 139.17425356618384, 173.12340061129694, 139.1742535661839, 139.1742535661839, 139.17425356618384, 139.1742535661839, 139.17425356618386, 139.1742535661839, 139.17425356618384, 195.96231233254528, 139.17425356618384, 139.17425356618384, 139.1742535661839, 139.17425356618395, 144.03401104807227, 212.478053996085, 669.5434797602463, 139.17425356618386, 139.17425356618384, 139.82709472578009, 139.17425356618384, 139.1742535661839, 139.1742535661839, 139.17425356618384, 139.17425356618384, 139.17425356618386, 139.17425356618384, 139.17425356618384, 139.1742535661839, 139.17425356618384, 139.17425356618386, 195.8030420966657, 139.17425356618386, 139.1742535661839, 139.17425356618384, 139.17425356618384, 139.17425356618384]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
7,11,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 478.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 340.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 304.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 611.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
8,11,271.00688193857815,"[271.00688193857815, 307.8221607807235, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 296.8658811182131, 271.00688193857815, 271.00688193857815, 284.5384888785955, 271.00688193857815, 341.7520265758599, 568.2724357194808, 271.00688193857815, 277.65549819656195, 271.00688193857815, 271.00688193857815, 403.0073946721629, 311.3846631332904, 271.00688193857815, 388.0419430080026, 271.00688193857815, 271.00688193857815, 271.00688193857815, 444.4303562634582, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 391.53833766815455, 271.00688193857815, 294.2647892868018, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 302.4767679444791, 271.00688193857815, 271.00688193857815, 438.9526215932774, 393.4512363664696, 271.00688193857815, 271.00688193857815, 271.00688193857815, 494.8090724688533, 315.6455350571942, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 400.7124659151124, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.63507060387565, 271.00688193857815, 305.7012009170769, 865.7629499760616, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 287.46363816205775, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 448.9596553078357, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815, 271.00688193857815]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
9,17,0.0,"[499.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 689.0, 0.0, 0.0, 0.0, 166.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Wednesday,5
