Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,100.77468533385954,"[320.234951475185, 157.2492071621083, 100.77468533385951, 125.06495492505549, 100.7746853338595, 100.77468533385954, 100.7746853338595, 114.88652522411263, 100.7746853338595, 100.77468533385954, 100.77468533385948, 100.77468533385951, 100.7746853338595, 100.7746853338595, 100.77468533385954, 100.7746853338595, 118.62674712240882, 108.10791571102025, 100.77468533385951, 141.1638609884149, 100.77468533385948, 100.7746853338595, 100.7746853338595, 199.02032755710852, 100.7746853338595, 100.77468533385951, 100.7746853338595, 188.244732522399, 159.57439985304754, 100.77468533385954, 100.77468533385954, 100.77468533385951, 100.77468533385945, 100.77468533385948, 100.7746853338595, 100.77468533385951, 100.77468533385954, 100.7746853338596, 100.7746853338595, 124.34918202409165, 100.7746853338595, 100.7746853338595, 157.69562901883083, 100.7746853338595, 100.77468533385948, 106.90702819847576, 225.81859338846058, 100.7746853338595, 100.7746853338595, 100.77468533385954, 116.96950810479436, 159.06848775291414, 120.24014353058874, 114.10183937369193, 100.7746853338595, 100.77468533385954, 173.20328007100153, 123.27530187539088, 100.77468533385951, 100.77468533385951, 100.77468533385954, 173.61370445553794, 100.77468533385957, 100.77468533385957, 291.1939718070802, 100.77468533385954, 125.86822699741633, 100.77468533385951, 100.7746853338595, 100.77468533385954, 165.0413337338172, 100.77468533385951, 100.7746853338595, 100.77468533385954, 100.77468533385954, 100.77468533385954, 111.64923768961931, 118.15558286495109, 100.77468533385954, 100.77468533385954, 100.77468533385957, 100.77468533385951, 100.77468533385951, 100.77468533385954, 100.77468533385954, 100.77468533385951, 100.77468533385957, 109.04175927015093, 100.77468533385954, 100.77468533385954, 100.7746853338595, 106.95958204904191, 130.48579475247217, 100.77468533385954, 127.08910900024162, 100.7746853338595, 100.7746853338595, 100.77468533385954, 119.50056817947666, 100.80539242291752]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
1,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,209.18025512148532,"[405.95706938778795, 251.1429914602473, 209.18025512148532, 212.06229458720435, 209.18025512148526, 531.0, 209.18025512148535, 209.18025512148532, 209.18025512148532, 282.79079920100867, 209.18025512148523, 209.18025512148532, 209.18025512148532, 209.18025512148532, 209.18025512148523, 209.18025512148526, 217.20205314062798, 209.18025512148532, 227.9521733825855, 217.68127763146867, 209.18025512148523, 209.18025512148532, 209.18025512148532, 301.7002649185773, 209.18025512148526, 209.18025512148532, 209.18025512148532, 278.98107657876795, 219.02568460316783, 214.08599739344606, 212.86228980090206, 209.18025512148532, 401.0, 209.18025512148523, 209.18025512148532, 209.18025512148532, 209.18025512148532, 327.21261249499554, 209.18025512148532, 209.18025512148532, 209.18025512148532, 209.18025512148532, 209.18025512148526, 209.18025512148532, 209.18025512148523, 232.56633555992636, 345.6989036578797, 209.18025512148532, 209.18025512148532, 238.45160467238398, 245.28213859879102, 264.14422524254854, 209.18025512148532, 209.18025512148532, 209.18025512148532, 209.18025512148523, 255.94235599913634, 209.18025512148532, 209.18025512148532, 209.18025512148532, 209.18025512148526, 245.573437312032, 233.74776671089694, 317.4463900886044, 339.8978485397874, 209.18025512148523, 209.18025512148532, 209.18025512148532, 209.18025512148532, 209.18025512148523, 209.1802551214853, 209.18025512148532, 209.18025512148532, 214.27570063956688, 557.0, 209.18025512148532, 209.18025512148532, 209.18025512148532, 209.18025512148537, 209.18025512148523, 216.13034069439237, 209.18025512148532, 210.53649804833205, 518.2768468436518, 209.18025512148523, 209.18025512148532, 331.87876365434226, 209.18025512148523, 209.18025512148535, 209.18025512148532, 209.18025512148532, 244.69300201604648, 250.9222868962926, 265.9931343506813, 216.95799239090508, 209.18025512148532, 209.18025512148532, 209.18025512148523, 209.18025512148526, 209.18025512148532]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,16,314.59401626016603,"[452.0711155948732, 351.6372122329098, 314.59401626016603, 314.59401626016603, 314.59401626016603, 566.4169374336986, 331.69256574330126, 328.11498388872576, 314.59401626016603, 346.95231533010224, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 328.1175878835877, 314.59401626016603, 314.59401626016603, 314.59401626016603, 356.0, 314.59401626016603, 314.59401626016603, 492.54391805639784, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 325.02319350583406, 456.1413445508656, 314.59401626016603, 314.59401626016603, 314.59401626016603, 315.6984534401917, 377.6001169130763, 314.59401626016603, 314.59401626016603, 414.8020376025931, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 319.73791520742765, 417.4403543483038, 314.59401626016603, 314.59401626016603, 314.59401626016603, 349.90401664080997, 331.1158028300612, 470.36009393524705, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 314.59401626016603, 485.4383904105505, 314.59401626016603, 314.59401626016603, 314.59401626016603, 358.3715386942786, 430.80491907315786, 314.59401626016603, 314.59401626016603, 358.69792700657655, 348.23700590394196, 314.59401626016603, 328.0214694587488, 331.965537659757, 314.59401626016603, 314.59401626016603, 623.600548658621, 314.59401626016603, 314.59401626016603, 314.59401626016603, 320.37497009125354, 314.59401626016603, 316.0289824765424, 359.9247297691156, 314.59401626016603, 574.2048211655679, 314.59401626016603, 314.59401626016603, 421.8523777505108, 314.59401626016603, 334.9400609628451, 314.59401626016603, 314.59401626016603, 354.53611924447904, 314.59401626016603, 343.4334950276349, 314.59401626016603, 378.79399905378955, 336.73983760391417, 314.59401626016603, 314.59401626016603, 314.59401626016603]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
4,3,79.71303342666684,"[79.71303342666681, 79.71303342666684, 79.71303342666661, 79.71303342666661, 155.95390651111308, 110.08440083740862, 93.57597693977215, 79.71303342666681, 79.71303342666684, 86.51134703467562, 79.71303342666678, 132.8194174905966, 82.53025015474384, 79.71303342666673, 79.71303342666684, 79.71303342666675, 79.71303342666684, 96.56139097966185, 79.71303342666684, 196.82825876146177, 302.32259406951556, 121.89772714884178, 79.71303342666684, 121.21548509309018, 129.59019624669827, 161.88644259738413, 174.78674470484424, 79.71303342666684, 79.71303342666684, 79.7130334266667, 400.3472119854849, 79.71303342666684, 175.42728193998153, 79.71303342666684, 79.71303342666671, 493.87745863955445, 89.13328531343186, 79.71303342666684, 79.71303342666678, 95.74302102876092, 79.71303342666718, 79.71303342666684, 85.06220536709128, 146.70403140447763, 79.71303342666671, 109.93079493118684, 79.71303342666681, 114.23889582132283, 165.6709679988505, 79.71303342666684, 79.71303342666678, 184.5121484782829, 79.71303342666596, 79.71303342666684, 79.71303342666684, 79.71303342666685, 174.89162977840132, 79.71303342666684, 80.35580456894208, 79.71303342666684, 79.71303342666684, 79.71303342666684, 201.48446651644, 79.71303342666684, 131.3254970172662, 98.25678241901629, 102.46813625865765, 79.71303342666684, 79.7130334266667, 79.7130334266668, 79.71303342666656, 79.71303342666684, 79.7130334266667, 109.78728158813388, 79.71303342666681, 79.71303342666684, 109.71173714052836, 79.7130334266667, 79.71303342666681, 79.71303342666684, 140.26382981031247, 289.53696672600785, 79.71303342666684, 79.71303342666684, 79.71303342666687, 79.71303342666684, 79.71303342666684, 79.71303342666684, 99.44218122408951, 81.62232002738372, 153.64444803067073, 79.71303342666681, 232.02055215187661, 138.8699444002033, 79.71303342666678, 132.7126107811237, 79.71303342666673, 85.36710716835915, 79.71303342666684, 79.71303342666673]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
5,3,327.7112390554835,"[347.89242333589414, 327.7112390554835, 327.711239055483, 327.71123905548353, 521.3778427634917, 397.8177548072297, 327.7112390554835, 327.7112390554835, 327.7112390554835, 374.7535559056223, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 353.0446565098785, 375.22576360865116, 374.4874652112966, 327.7112390554835, 327.7112390554835, 346.0435012473369, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 348.5293517694205, 734.6613879043123, 327.7112390554835, 327.7112390554835, 327.7112390554835, 568.6108627763195, 355.4420104551532, 327.71123905548313, 327.7112390554835, 327.7112390554835, 328.18559248811846, 443.8252385548458, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 338.8398373594637, 327.7112390554835, 327.7112390554835, 383.7577808876729, 327.7112390554832, 327.7112390554835, 327.7112390554835, 327.7112390554835, 467.97928743133673, 335.17629936575776, 327.7112390554835, 327.7112390554835, 327.7112390554835, 448.7721847061853, 327.7112390554835, 327.7112390554835, 425.6195553677875, 327.7112390554835, 488.75236202303677, 327.7112390554835, 327.7112390554835, 327.7112390554835, 359.284700944806, 327.7112390554835, 341.6216671184746, 327.7112390554835, 378.4925616241573, 363.3053784928656, 327.711239055483, 527.8680404720501, 327.7112390554835, 386.7841912126203, 327.7112390554835, 454.24889930983045, 327.7112390554835, 399.76703652664173, 327.7112390554835, 433.27720540330165, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.7112390554835, 327.71123905548325]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
6,3,207.28649939666252,"[207.28649939666252, 207.28649939666252, 207.2864993966632, 207.28649939666252, 277.16305505390983, 229.19926748969004, 207.2864993966624, 207.28649939666252, 207.28649939666252, 207.28649939666246, 207.28649939666252, 207.28649939666252, 207.28649939666252, 207.28649939666252, 207.28649939666252, 207.28649939666235, 207.28649939666252, 207.28649939666246, 207.28649939666252, 351.47145658673105, 324.845565678395, 233.640345075616, 207.28649939666235, 207.28649939666295, 207.2864993966624, 243.65860585564792, 207.28649939666244, 207.28649939666235, 207.28649939666246, 207.28649939666235, 281.5683066185165, 695.0, 207.28649939666252, 207.28649939666252, 207.28649939666252, 553.0566389274021, 207.28649939666252, 207.28649939666252, 207.28649939666252, 207.28649939666252, 265.8066976147927, 284.6827902804496, 207.28649939666252, 261.30267015022474, 207.28649939666235, 207.28649939666235, 207.28649939666252, 207.28649939666246, 246.86809040138604, 207.28649939666252, 207.28649939666252, 211.28409398027634, 207.28649939666252, 207.28649939666252, 207.28649939666252, 262.63548371448155, 220.52808981657816, 207.2864993966624, 207.28649939666252, 223.04004081832977, 207.28649939666252, 249.68765511744567, 234.84577886975214, 391.5175731566243, 207.28649939666252, 207.28649939666252, 213.03524008470401, 244.99800551723422, 207.2864993966623, 207.28649939666252, 215.07104744066436, 207.28649939666258, 207.2864993966624, 207.28649939666252, 207.28649939666235, 207.28649939666252, 209.792654886933, 207.2864993966623, 226.88482762242376, 241.30142358260468, 219.34208911943003, 329.3060721716033, 305.827205082006, 207.28649939666252, 220.96499823925802, 207.28649939666235, 271.5829978093643, 217.33794087754822, 207.2864993966623, 207.28649939666235, 356.2897652310998, 207.28649939666252, 292.92535802798756, 271.0048153105194, 209.95886159327952, 207.2864993966624, 207.28649939666235, 207.28649939666246, 207.28649939666235, 207.28649939666235]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
7,3,0.0,"[329.6769436544603, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 387.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 213.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
8,10,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 93.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 533.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 322.0, 0.0, 196.73674571009815, 0.0, 376.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 483.0, 0.0, 0.0, 0.0, 472.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 317.0, 0.0, 0.0, 0.0, 0.0, 795.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
9,10,116.86603621828421,"[124.25820590408887, 116.86603621828421, 282.0, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 177.24284176354868, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 118.08969495165167, 116.86603621828421, 126.45091183255988, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 546.9135288612174, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 149.11500347702804, 116.86603621828421, 133.89343874505815, 386.1355086679638, 116.86603621828421, 116.86603621828408, 116.86603621828421, 419.5179980365482, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 190.53127067034916, 116.86603621828421, 117.75392574871036, 116.86603621828421, 116.86603621828421, 160.54265277522967, 116.86603621828421, 116.86603621828421, 116.86603621828421, 309.0, 116.86603621828421, 526.6981895464116, 116.86603621828421, 116.86603621828421, 116.86603621828421, 505.6088530927591, 116.86603621828421, 162.93532629842701, 218.0, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 369.9296970223625, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 909.67620041905, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 269.1488445313565, 144.57218783083306, 116.86603621828421, 116.86603621828421, 132.39798048141452, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 119.74098492341788, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 116.86603621828421, 183.24594710344076, 116.86603621828421, 116.86603621828421, 146.1558582622522, 116.86603621828421, 263.5251084316746, 116.86603621828421]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
