Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,207.80935756815836,"[207.80935756815836, 207.80935756815836, 207.80935756815836, 318.87890456696, 207.80935756815836, 529.8667569804153, 207.80935756815836, 249.53940797454402, 207.80935756815836, 233.82649159756107, 207.80935756815836, 207.80935756815836, 263.69165679561115, 251.10739682665664, 583.0, 207.80935756815836, 630.7767231321264, 207.80935756815836, 207.80935756815836, 377.3604375921633, 207.80935756815836, 207.80935756815836, 230.03212902758418, 631.5687352283129, 249.0, 241.0, 207.80935756815836, 207.80935756815836, 420.0, 207.80935756815836, 207.80935756815836, 222.90261276866195, 764.7221398546305, 207.80935756815836, 207.80935756815836, 207.80935756815836, 207.80935756815836, 390.0, 208.9621620257405, 207.80935756815836, 207.80935756815836, 239.17662152645715, 207.80935756815836, 712.7265914468651, 295.0, 256.1888333590988, 207.80935756815836, 207.80935756815836, 207.80935756815836, 435.9008883599307, 220.9067310149367, 207.80935756815836, 207.80935756815836, 402.0096938436149, 207.80935756815836, 316.4246033189052, 207.80935756815836, 207.80935756815836, 739.437586650076, 437.37534961947387, 207.80935756815836, 220.20157429351013, 298.1278024193052, 207.80935756815836, 207.80935756815836, 207.80935756815836, 207.80935756815836, 207.80935756815836, 275.8426837659848, 559.4317510008473, 207.80935756815836, 207.80935756815836, 207.80935756815836, 207.80935756815836, 295.1247501153139, 395.64308185607786, 207.80935756815836, 207.80935756815836, 207.80935756815836, 207.80935756815836, 207.80935756815836, 313.6929538128734, 217.6191879300038, 207.80935756815836, 207.80935756815836, 217.17839923199915, 207.80935756815836, 207.80935756815836, 207.80935756815836, 207.80935756815836, 264.0423424693717, 207.80935756815836, 216.37114875741017, 207.80935756815836, 527.0739099553354, 207.80935756815836, 225.47991517414113, 207.80935756815836, 207.80935756815836, 207.80935756815836]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
1,16,82.98555328809724,"[82.98555328809724, 82.98555328809724, 82.98555328809724, 268.4941867425366, 82.98555328809724, 502.0848372091519, 97.62226017754197, 125.51147381904416, 82.98555328809724, 105.80372498714924, 82.98555328809724, 82.98555328809724, 82.98555328809724, 172.2293047600726, 82.98555328809724, 82.98555328809724, 491.0, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 84.20143624795415, 103.10699305293494, 615.0, 127.36490188165, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 92.63058524834562, 128.73417782760836, 734.9335221166975, 82.98555328809724, 82.98555328809724, 82.98555328809724, 90.12398619097064, 84.9813063736096, 142.3291198209902, 82.98555328809724, 107.24010376369417, 82.98555328809724, 82.98555328809724, 658.7865637084911, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 95.84132254497013, 330.5737519090463, 82.98555328809724, 244.91611179761892, 82.98555328809724, 118.6347992928126, 685.6732413624695, 397.0, 137.4442993013966, 82.98555328809724, 118.10797048256312, 82.98555328809724, 82.98555328809724, 89.84756794281164, 82.98555328809724, 82.98555328809724, 82.98555328809724, 522.754418730848, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 372.0, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 176.53503869889647, 82.98555328809724, 82.98555328809724, 82.98555328809724, 82.98555328809724, 99.99221046969683, 82.98555328809724, 94.02370438716686, 82.98555328809724, 219.42680724442954, 101.78122184976792, 82.98555328809724, 82.98555328809724, 426.6313571170221, 111.47031301783892, 113.66086768929421, 82.98555328809724, 100.37441253489239, 82.98555328809724]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,0.0,"[0.0, 0.0, 0.0, 177.0, 0.0, 485.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 144.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 638.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 594.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 281.0, 0.0, 0.0, 0.0, 0.0, 635.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 449.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 137.0, 0.0, 0.0, 0.0, 379.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,16,336.7003764964222,"[336.7003764964222, 336.7003764964222, 336.7003764964222, 365.9914822286521, 382.61583534078034, 557.2760515159207, 336.7003764964222, 347.59981654701323, 336.7003764964222, 336.7003764964222, 363.87557818510663, 336.7003764964222, 336.7003764964222, 540.0, 646.6219842288903, 350.64261333054924, 664.0588090222119, 336.7003764964222, 336.7003764964222, 416.20694687077304, 336.7003764964222, 336.7003764964222, 336.7003764964222, 744.8800472878993, 377.6770447469979, 336.7003764964222, 336.7003764964222, 336.7003764964222, 546.942332161324, 336.7003764964222, 336.7003764964222, 336.7003764964222, 842.4188159121594, 336.7003764964222, 336.7003764964222, 336.7003764964222, 336.7003764964222, 412.2263570157078, 336.7003764964222, 368.4373616004608, 336.7003764964222, 336.7003764964222, 394.9395486592126, 763.9265600286387, 341.5303537458212, 338.92790928723366, 336.7003764964222, 336.7003764964222, 336.7003764964222, 652.6900494660647, 371.56758498481224, 336.7003764964222, 336.7003764964222, 478.4894067862385, 336.7003764964222, 435.5040622909446, 336.7003764964222, 390.03078969038336, 823.0088940576452, 519.7742221088619, 377.1105269400797, 336.7003764964222, 362.92959906538897, 351.20296643387303, 336.7003764964222, 545.0, 336.7003764964222, 575.0, 442.21502966139474, 663.8203185421976, 336.7003764964222, 336.7003764964222, 336.7003764964222, 336.7003764964222, 418.9366296294147, 439.75958272851904, 336.7003764964222, 336.7003764964222, 336.7003764964222, 336.7003764964222, 336.7003764964222, 462.0496060216093, 336.7003764964222, 336.7003764964222, 336.7003764964222, 344.6883888562111, 336.7003764964222, 336.7003764964222, 336.7003764964222, 336.7003764964222, 344.5053729709187, 336.7003764964222, 336.7003764964222, 336.7003764964222, 551.1238868418201, 401.6804033774187, 336.7003764964222, 336.7003764964222, 336.7003764964222, 336.7003764964222]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
4,3,348.59359370502,"[538.9529784883567, 437.9589070175591, 385.45544336244654, 348.59359370502, 461.9654310346654, 348.59359370502, 352.1368633116546, 348.59359370502, 348.59359370502, 378.2395151121269, 348.59359370502, 684.4236633513838, 348.59359370502, 348.59359370502, 348.59359370502, 747.7978756423094, 641.7873952766173, 348.59359370502, 348.59359370502, 348.59359370502, 348.59359370502, 376.411072664664, 348.59359370502, 348.59359370502, 391.35781719836785, 348.59359370502, 348.59359370502, 348.59359370502, 465.84342885149124, 357.2054056377575, 478.51343990354206, 348.59359370502, 348.59359370502, 348.59359370502, 350.3944038192387, 594.257365138396, 703.6638708795007, 348.59359370502, 348.59359370502, 348.59359370502, 355.86320926755855, 348.59359370502, 348.59359370502, 361.3115817050993, 348.59359370502, 348.59359370502, 406.0349158829249, 356.4153227872713, 348.59359370502, 348.59359370502, 399.7828752214031, 544.0, 457.9882115144192, 614.8405841911691, 348.59359370502, 353.57484471952466, 348.59359370502, 348.59359370502, 374.0773071339431, 516.9432412985738, 348.59359370502, 393.4070814757305, 348.59359370502, 348.59359370502, 410.78252612885206, 348.59359370502, 348.59359370502, 348.59359370502, 348.59359370502, 371.533592588401, 348.59359370502, 348.59359370502, 389.70310526241326, 389.8495037040232, 348.9672643803327, 348.59359370502, 687.1420949945631, 348.59359370502, 390.61068758736633, 572.8618200610881, 362.81711912994587, 484.6170363674642, 396.29245185638115, 348.59359370502, 348.59359370502, 348.59359370502, 348.59359370502, 348.59359370502, 348.59359370502, 348.59359370502, 348.59359370502, 348.59359370502, 432.61704006935145, 348.59359370502, 464.0230477007692, 501.0764528953251, 579.518519169535, 348.59359370502, 449.5641781147457, 348.59359370502]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
5,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 251.0, 0.0, 0.0, 0.0, 103.0, 0.0, 0.0, 0.0, 0.0, 440.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 90.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 486.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 131.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 306.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 151.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 294.0, 0.0, 0.0, 382.0, 0.0, 0.0, 0.0, 171.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
6,3,228.14478747921754,"[474.914881672644, 336.9981921130471, 339.0752871927332, 228.14478747921754, 312.78973289164645, 228.14478747921754, 297.84312711632543, 228.14478747921754, 228.14478747921754, 340.96067466937814, 300.47301519923013, 673.5000426386354, 228.92006068628925, 258.3720752574736, 228.14478747921754, 583.7771296976415, 548.5840136427942, 320.95723292558444, 228.14478747921754, 242.88152564025128, 228.14478747921748, 358.0, 242.03065518126044, 228.14478747921754, 272.91717676259356, 276.97143829054295, 228.14478747921754, 302.4481128618831, 406.7061195307461, 228.14478747921754, 431.6517268173911, 228.14478747921754, 228.14478747921754, 228.14478747921754, 235.79576507349174, 560.2633189945934, 615.9617091093113, 228.14478747921754, 228.14478747921754, 228.14478747921748, 228.14478747921754, 228.14478747921754, 228.14478747921754, 334.12481744571375, 281.9203052922256, 228.14478747921754, 228.14478747921754, 228.14478747921754, 228.14478747921754, 228.14478747921748, 267.95024684900886, 378.23706117246087, 238.63434688573295, 565.0190160539869, 243.1093146828586, 265.71549997705813, 228.14478747921754, 228.14478747921754, 228.14478747921754, 472.0, 228.14478747921754, 332.6021157843044, 228.14478747921748, 228.14478747921746, 228.14478747921754, 228.14478747921754, 228.14478747921754, 228.14478747921748, 228.14478747921746, 228.14478747921754, 241.50154090122254, 228.14478747921748, 228.1447874792175, 358.9332857707253, 228.14478747921754, 228.14478747921754, 634.0447260733687, 228.14478747921748, 336.9811712099086, 493.0, 338.48379915062895, 228.14478747921754, 228.1447874792176, 228.14478747921754, 228.14478747921754, 228.14478747921748, 228.14478747921748, 228.14478747921748, 236.62093522598255, 228.14478747921748, 228.14478747921748, 228.14478747921748, 355.0359000149416, 265.0800416574922, 228.14478747921754, 228.14478747921754, 467.0, 228.14478747921754, 349.7913958831678, 228.14478747921748]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
7,10,0.0,"[261.0, 0.0, 0.0, 111.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 467.0, 0.0, 0.0, 0.0, 0.0, 222.0, 83.0, 0.0, 0.0, 0.0, 380.0, 93.0, 0.0, 0.0, 0.0, 0.0, 168.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 403.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 272.0, 0.0, 0.0, 105.0, 654.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 293.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 456.0, 0.0, 0.0, 265.0, 0.0, 0.0, 0.0, 332.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 476.0, 0.0, 705.0, 0.0, 0.0, 74.0, 0.0, 0.0, 306.0, 0.0, 0.0, 352.0, 201.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",GYN,GYN,-,-,Tuesday,6
8,11,243.74768488690577,"[585.4817815687505, 264.2634456651252, 243.74768488690577, 565.1775729703509, 243.74768488690577, 276.4624468026561, 308.9064212824379, 243.74768488690577, 266.03692103443075, 243.74768488690577, 538.0, 254.00525908147577, 603.0, 243.74768488690577, 715.0126853515862, 243.74768488690577, 243.74768488690577, 529.995442644652, 306.4522458726392, 369.0, 243.74768488690577, 605.0, 426.16689184435853, 378.0, 449.5845124346636, 243.74768488690577, 243.74768488690577, 270.40219427036925, 243.74768488690577, 243.74768488690577, 315.36181443805214, 243.74768488690577, 545.9536699796946, 243.74768488690577, 322.95402884685654, 667.3165777133443, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 279.08094620137433, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 298.471596924077, 307.0011403016913, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 250.2097621301585, 243.74768488690577, 243.74768488690577, 659.3993822907473, 243.74768488690577, 243.74768488690577, 243.74768488690577, 283.64702909720063, 243.74768488690577, 243.74768488690577, 332.97629650397454, 243.74768488690577, 299.73777939997706, 292.38823921466724, 448.9635129743085, 243.74768488690577, 243.74768488690577, 243.74768488690577, 407.37967233547784, 253.93617434911872, 243.74768488690577, 464.7902447936768, 272.86540025360944, 717.0282114340356, 282.8353270977805, 511.55915846080035, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 243.74768488690577, 310.7324179390193, 336.0, 243.74768488690577, 344.4263294051847, 243.74768488690577, 243.74768488690577, 369.3059093312931, 243.74768488690577, 243.74768488690577, 294.843410680569, 243.74768488690577, 577.1485769151191, 374.0, 243.74768488690577]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
9,17,334.7399704509877,"[845.8542680686052, 334.7399704509877, 509.16908820898186, 342.58041665908877, 696.6780375527599, 334.7399704509877, 334.7399704509877, 334.7399704509877, 358.1144511005184, 356.72156401971887, 334.7399704509877, 334.7399704509877, 354.00385297610626, 378.0488829748647, 334.7399704509877, 334.7399704509877, 398.6331123678334, 334.7399704509877, 546.0, 625.9586111302164, 361.10738051000925, 503.8951404469502, 334.7399704509877, 334.7399704509877, 473.9516193816658, 601.2202108252457, 334.7399704509877, 449.4881326670823, 334.7399704509877, 443.9674916077743, 334.7399704509877, 335.6367288856185, 579.1802569938424, 470.01370255600546, 334.7399704509877, 481.0, 334.7399704509877, 813.7717371162978, 334.7399704509877, 581.0, 463.45313865500293, 334.7399704509877, 334.7399704509877, 334.7399704509877, 334.7399704509877, 369.14446162983376, 334.7399704509877, 334.7399704509877, 477.4010881949622, 417.0, 454.8848905427362, 334.7399704509877, 334.7399704509877, 334.7399704509877, 334.7399704509877, 451.0, 334.7399704509877, 533.0, 358.6431962287398, 373.59844098605873, 334.7399704509877, 863.0002662868903, 391.19097019963647, 334.7399704509877, 538.6921979085697, 475.035876235597, 407.28561285053763, 334.7399704509877, 355.9531940936157, 334.7399704509877, 334.7399704509877, 342.99952024212337, 334.7399704509877, 334.7399704509877, 393.25629521529874, 334.7399704509877, 358.3616722515211, 572.0034399500971, 343.60022044842856, 334.7399704509877, 334.7399704509877, 436.99501194749627, 334.7399704509877, 334.7399704509877, 336.9936098028569, 334.7399704509877, 588.1813350785426, 334.7399704509877, 405.6043903224219, 334.7399704509877, 334.7399704509877, 334.7399704509877, 334.7399704509877, 334.7399704509877, 334.7399704509877, 450.6123581510413, 334.7399704509877, 334.7399704509877, 334.7399704509877, 396.21925267755637]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Wednesday,5
