Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 191.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 275.0, 0.0, 52.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
1,16,278.01171864895565,"[278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 433.8024097965728, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 428.26816045225155, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 390.6239526512494, 278.01171864895565, 278.01171864895565, 401.4584790892667, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 315.47688901541954, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565, 278.01171864895565]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,116.49250789966055,"[116.4925078996605, 116.49250789966055, 116.49250789966055, 116.49250789966055, 116.4925078996605, 116.4925078996605, 377.6323638539433, 129.20548027829813, 229.4006612172786, 116.4925078996605, 116.49250789966051, 116.49250789966055, 116.49250789966055, 116.49250789966055, 116.4925078996605, 116.49250789966051, 116.49250789966055, 116.49250789966055, 116.49250789966055, 116.49250789966051, 116.49250789966055, 116.49250789966055, 116.49250789966055, 116.4925078996605, 118.22586999272399, 116.49250789966055, 116.49250789966055, 116.49250789966055, 156.77398560024145, 135.39464699288683, 326.7578595413286, 116.49250789966055, 116.49250789966055, 116.49250789966055, 116.49250789966051, 116.49250789966055, 116.49250789966055, 116.49250789966051, 116.49250789966051, 116.49250789966055, 156.14884720851106, 116.49250789966055, 116.4925078996605, 116.49250789966057, 116.49250789966055, 116.49250789966055, 116.4925078996605, 116.49250789966051, 116.49250789966051, 116.49250789966055]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
3,3,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 275.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 365.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
4,3,267.46986816206766,"[267.46986816206766, 380.7010740285331, 267.46986816206766, 267.46986816206766, 267.46986816206766, 386.0682743203416, 453.6003758219565, 273.02986751824324, 267.46986816206766, 267.46986816206766, 309.56698048981656, 267.46986816206766, 325.0461946404088, 267.46986816206766, 267.46986816206766, 353.61100346506845, 267.46986816206766, 357.1751563437317, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 533.8121928440909, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 313.3621608094143, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766, 267.46986816206766]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
5,3,133.44617736626202,"[133.446177366262, 133.44617736626202, 133.44617736626196, 133.44617736626202, 133.44617736626196, 336.9673678008468, 133.44617736626208, 148.43567262265654, 133.44617736626196, 135.8809310626918, 261.59279170237943, 133.446177366262, 236.4125077378775, 133.446177366262, 133.44617736626202, 267.39451291918505, 170.98787507724788, 133.44617736626205, 133.446177366262, 133.44617736626202, 133.44617736626196, 133.44617736626202, 133.44617736626196, 133.44617736626196, 133.446177366262, 133.44617736626196, 133.44617736626196, 133.446177366262, 133.44617736626202, 133.44617736626196, 133.44617736626208, 133.44617736626196, 133.44617736626196, 133.44617736626196, 441.6464114928398, 133.44617736626196, 133.44617736626196, 133.44617736626202, 133.446177366262, 133.44617736626196, 133.44617736626196, 133.44617736626202, 133.44617736626202, 133.446177366262, 133.44617736626196, 133.446177366262, 133.44617736626202, 133.44617736626196, 148.8154228524623, 133.44617736626196]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
6,10,27.110559667795485,"[374.0, 27.110559667795492, 314.0, 275.0, 461.0, 27.110559667795485, 398.0, 27.11055966779537, 262.0, 27.110559667795428, 27.110559667795485, 27.110559667795428, 301.0, 27.110559667795428, 27.110559667795485, 27.110559667795428, 27.110559667795428, 27.110559667795485, 192.0, 27.110559667795428, 450.0, 27.11055966779537, 454.0, 27.110559667795485, 27.110559667795428, 27.11055966779537, 27.1105596677954, 151.0, 27.110559667795428, 29.398796585843684, 27.11055966779537, 27.110559667795464, 27.110559667795428, 27.110559667795428, 27.110559667795457, 27.1105596677954, 217.0, 27.110559667795485, 27.110559667795428, 292.0, 27.110559667795428, 27.110559667795457, 401.0, 27.110559667795485, 469.0, 27.110559667795485, 27.110559667795428, 27.110559667795485, 27.110559667795485, 373.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
7,10,163.77052407939237,"[408.1049146930597, 172.92139897868188, 330.8967305332576, 311.5513595733078, 545.9108882556219, 163.77052407939237, 415.7072618719288, 163.77052407939237, 406.49400481283277, 163.77052407939237, 179.40581814604076, 163.77052407939237, 314.66751094587363, 163.77052407939237, 243.23084701155233, 163.77052407939237, 163.77052407939237, 181.34469742741794, 259.00128630295353, 163.77052407939237, 506.44368971812895, 163.77052407939237, 527.6865389773676, 163.77052407939237, 163.77052407939237, 163.7705240793924, 163.77052407939237, 299.5734839085097, 163.77052407939237, 163.77052407939232, 163.77052407939235, 163.7705240793924, 163.77052407939237, 163.77052407939237, 181.307645857095, 163.77052407939237, 328.6491589342553, 211.5688795564194, 163.77052407939237, 323.7319793422352, 163.77052407939237, 163.77052407939237, 528.557954973987, 163.77052407939237, 538.5663173517453, 467.0, 163.77052407939237, 163.77052407939237, 253.67295162941463, 389.04526544653146]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
8,11,113.7040071702701,"[113.7040071702701, 113.70400717027006, 350.0, 113.7040071702701, 670.0, 113.70400717027007, 113.70400717027006, 113.7040071702701, 113.7040071702701, 113.7040071702701, 113.70400717027006, 113.70400717027006, 113.7040071702701, 113.7040071702701, 113.70400717027012, 471.5593072120574, 113.7040071702701, 113.7040071702701, 113.7040071702701, 113.70400717027006, 124.77336453767192, 113.7040071702701, 227.6332703211135, 113.70400717027005, 113.70400717027005, 113.70400717027005, 147.90628559540193, 114.21297987770102, 113.70400717027006, 113.70400717027012, 521.0030510325438, 434.0, 113.7040071702701, 117.47380462557099, 113.70400717027005, 141.90036881741332, 113.70400717027007, 113.70400717027005, 113.70400717027005, 113.70400717027005, 113.7040071702701, 113.7040071702701, 532.2711318783734, 113.70400717027013, 113.70400717027006, 466.85623765732555, 272.3040310475476, 358.3024137152494, 113.70400717027006, 243.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
9,11,250.40881221496937,"[250.40881221496937, 348.135361132106, 395.4043246663794, 250.40881221496937, 733.0879294692638, 250.40881221496937, 250.40881221496943, 250.40881221496937, 250.40881221496937, 274.6972110236393, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 294.25168321101955, 484.9777901461645, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 398.036617727863, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 286.1963602514462, 575.533422674655, 456.4608074356506, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 305.0, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 250.40881221496937, 567.6488034829521, 317.42191131128556, 250.40881221496937, 513.3693329411814, 378.44486844301576, 396.0364916612589, 250.40881221496937, 304.06015523732464]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,7
