Surgery,Block,Start,Real Start,Status,Specialty,BlockType,Arrival Day,Arrival Time,Day,Room
0,16,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 200.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 303.0, 0.0, 0.0, 0.0, 232.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
2,16,369.5447600916485,"[421.67077583347225, 385.6994585901117, 369.5447600916485, 369.5447600916485, 371.16183307182536, 464.2959406850552, 369.5447600916485, 399.0076587035588, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 552.4691649124978, 369.5447600916485, 454.9236974894395, 369.5447600916485, 436.654949763197, 369.5447600916485, 369.5447600916485, 371.3087749274598, 395.5971845306631, 412.7690168347814, 369.5447600916485, 443.62932637622197, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 422.7978542149704, 369.5447600916485, 485.63341235248583, 644.1920526584363, 369.5447600916485, 382.3788533661678, 369.5447600916485, 468.5749995455761, 381.43989420761613, 369.5447600916485, 451.6809899498175, 526.0109031124588, 369.5447600916485, 370.46357312334146, 369.5447600916485, 374.8645138675093, 425.71896318765306, 590.3620945984404, 369.5447600916485, 369.5447600916485, 414.3105494973089, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 493.76356465622837, 557.3424194948708, 369.5447600916485, 369.5447600916485, 407.5209353878402, 369.5447600916485, 400.35084505764564, 369.5447600916485, 369.5447600916485, 512.8738431732842, 485.3442131353614, 369.5447600916485, 472.0, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 398.5555987566054, 425.7050529571517, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 424.08152853294405, 369.5447600916485, 369.5447600916485, 369.5447600916485, 369.5447600916485, 408.6279681732122, 417.3929052900365, 369.5447600916485, 369.5447600916485, 369.5447600916485, 428.8208527283973, 369.5447600916485, 369.5447600916485, 389.2841438987652, 369.5447600916485]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
5,16,80.40517363165766,"[114.22165766106795, 209.0, 80.40517363165766, 84.48145689701711, 199.75192108173553, 80.40517363165766, 89.49351870080778, 80.40517363165766, 80.40517363165766, 108.40714038228653, 80.40517363165766, 86.83247854221159, 172.65081315949817, 275.70766955266527, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 83.71818931825952, 171.1486532122055, 113.648542591132, 80.40517363165766, 80.40517363165766, 80.40517363165766, 117.0853795627735, 80.40517363165766, 80.40517363165766, 91.90697478787551, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 200.74021870939362, 439.04412072786533, 133.23162001092058, 80.40517363165766, 80.40517363165766, 283.9261560155124, 80.40517363165766, 145.72472736579627, 80.40517363165766, 162.0, 80.40517363165766, 132.98892049235005, 151.25165158447237, 80.40517363165766, 80.40517363165766, 80.40517363165766, 89.23848373506496, 89.8688833906635, 80.40517363165766, 80.40517363165766, 104.27112489243636, 80.40517363165766, 80.40517363165766, 80.40517363165766, 118.28569529944129, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 184.2777291931198, 80.40517363165766, 80.40517363165766, 80.40517363165766, 96.86879207502697, 80.40517363165766, 80.40517363165766, 132.92816364236344, 92.35531262363571, 151.42104625631782, 80.40517363165766, 80.40517363165766, 80.40517363165766, 85.94770452184163, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 110.45541353636814, 175.22499956484498, 118.4780264911623, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 216.94924949250534, 93.50618439278227, 80.40517363165766, 80.40517363165766, 80.40517363165766, 80.40517363165766, 119.34792409134192, 80.40517363165766, 80.40517363165766]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
6,16,181.6569354325824,"[181.6569354325824, 281.0690451016789, 181.6569354325824, 234.75245531835856, 231.52432103291503, 181.6569354325824, 181.6569354325824, 209.7608752502087, 181.6569354325824, 181.6569354325824, 181.6569354325824, 181.6569354325824, 243.9121011638728, 405.7294822250293, 207.38437085291847, 181.6569354325824, 181.6569354325824, 181.6569354325824, 181.6569354325824, 212.05609947588889, 181.6569354325824, 181.6569354325824, 181.6569354325824, 236.1178182079296, 312.4376136512632, 181.6569354325824, 249.5089296945531, 181.6569354325824, 181.6569354325824, 181.6569354325824, 181.6569354325824, 181.6569354325824, 398.229645033975, 561.670786196233, 181.6569354325824, 181.6569354325824, 233.34101333877993, 326.1220913806576, 181.6569354325824, 181.6569354325824, 181.6569354325824, 181.6569354325824, 216.88977741638206, 191.82257258791427, 201.18483919499954, 181.6569354325824, 240.70761417337138, 421.0, 193.00819521894536, 181.6569354325824, 223.19613492518056, 181.6569354325824, 181.6569354325824, 181.6569354325824, 197.8334861150069, 181.6569354325824, 186.16251837877078, 181.6569354325824, 181.6569354325824, 181.6569354325824, 207.73077330187112, 306.21343935322756, 181.6569354325824, 277.52739728263646, 181.6569354325824, 181.6569354325824, 181.6569354325824, 181.6569354325824, 191.4307384243704, 181.6569354325824, 181.6569354325824, 181.6569354325824, 206.95921321400996, 181.6569354325824, 181.6569354325824, 181.6569354325824, 181.6569354325824, 195.9865847587596, 209.95532283001052, 181.6569354325824, 181.6569354325824, 181.6569354325824, 204.16793867991328, 181.6569354325824, 181.6569354325824, 248.4120968177072, 196.58546693981876, 181.6569354325824, 205.34057563341926, 181.6569354325824, 181.6569354325824, 281.7258842483401, 181.6569354325824, 181.6569354325824, 181.6569354325824, 279.02720508662003, 265.81275769925685, 280.9180640447393, 235.06205550266571, 181.6569354325824]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
7,16,276.31257052332376,"[276.31257052332376, 344.8110939411366, 276.31257052332376, 329.0355239398944, 296.776284129885, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 288.626587435815, 320.14933877329037, 446.81734057869926, 289.00696063222347, 374.49771230489614, 313.63570963065376, 346.17062527467624, 299.45952011039293, 297.1015087695885, 276.31257052332376, 276.31257052332376, 276.31257052332376, 315.08093895643856, 372.16662776809665, 367.61412123287164, 282.96970872096296, 324.9088553912751, 276.31257052332376, 276.31257052332376, 341.8053474634315, 276.31257052332376, 442.9827099157602, 589.1246891743413, 276.31257052332376, 276.31257052332376, 276.31257052332376, 452.16409608381326, 276.31257052332376, 276.31257052332376, 276.31257052332376, 498.0, 276.31257052332376, 276.31257052332376, 276.31257052332376, 281.6256250708102, 306.31279961393295, 489.4001170284821, 301.817873555213, 276.31257052332376, 382.861623122723, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 303.8484369999336, 276.31257052332376, 276.31257052332376, 392.07535198497266, 276.31257052332376, 276.31257052332376, 276.31257052332376, 364.69168113235185, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 385.30837668744573, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 276.31257052332376, 281.56848713305794, 276.31257052332376, 314.78971938793893, 276.31257052332376, 380.745258874502, 276.31257052332376, 276.31257052332376, 276.31257052332376, 284.3990145057321, 289.83507689409896, 376.2945904785481, 276.31257052332376, 276.31257052332376, 281.15539849263644, 347.06454545208544, 282.3941947181692, 346.45672070827203, 333.03957179919786, 276.31257052332376]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",MED,MED,-,-,Wednesday,4
9,10,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 394.0, 0.0, 0.0, 466.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 227.9492633923353, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 206.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 620.0, 0.0, 0.0, 0.0, 204.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
11,3,164.53641537748774,"[164.53641537748774, 164.53641537748774, 164.5364153774879, 333.4844831806787, 164.53641537748774, 196.59331716063332, 164.53641537748808, 250.16346600057554, 168.3502216627399, 164.536415377488, 164.53641537748774, 258.715630514049, 173.2697661767419, 164.53641537748769, 164.53641537748774, 396.22823015726146, 169.66851803245663, 164.53641537748774, 493.0588845047345, 164.53641537748769, 164.53641537748766, 164.53641537748786, 208.78026095042281, 207.60666855296958, 164.53641537748774, 686.1734198293968, 164.53641537748766, 164.53641537748774, 164.53641537748774, 164.53641537748797, 164.53641537748774, 243.86413031340925, 164.53641537748717, 164.53641537748763, 182.0117687555518, 165.98376618938943, 164.53641537748774, 166.51502937142604, 164.53641537748774, 244.56239088612767, 164.53641537748774, 164.53641537748774, 245.4216962532714, 164.53641537748717, 164.53641537748774, 166.695406593607, 164.53641537748774, 164.53641537748805, 164.53641537748774, 164.5364153774877, 168.97079047034015, 164.53641537748774, 164.5364153774877, 164.53641537748774, 257.68931435819337, 210.49205032328257, 164.53641537748774, 198.21408752122568, 164.53641537748774, 228.84302009045862, 168.91195551850961, 292.3079718322811, 190.71564163430548, 179.602068384606, 164.5364153774877, 164.53641537748717, 181.99962228791313, 164.53641537748774, 164.53641537748712, 164.53641537748774, 164.53641537748774, 164.53641537748774, 164.53641537748803, 164.53641537748774, 243.77770028258237, 164.53641537748717, 164.53641537748763, 164.53641537748774, 164.53641537748774, 182.1098974123494, 232.17327968219442, 179.99650440350672, 164.53641537748774, 278.3669924027335, 215.52889861480236, 164.53641537748774, 164.53641537748774, 164.53641537748774, 316.5148155265048, 474.81601934224653, 283.7322028926529, 367.06695069352116, 245.4625959750247, 164.53641537748766, 213.50848382265968, 325.56963264097925, 165.43294163733836, 280.7081915833807, 499.0, 164.53641537748774]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",GYN,GYN,-,-,Monday,5
12,3,353.72736099790285,"[592.0, 353.72736099790285, 353.7273609979028, 534.8219749882472, 353.72736099790285, 353.72736099790285, 353.7273609979029, 376.19712348416647, 405.80493699505433, 391.6026675980232, 353.72736099790285, 402.314815604844, 353.72736099790177, 353.7273609979027, 353.72736099790285, 656.0848209815169, 353.72736099790285, 353.7273609979029, 688.4410218522999, 518.5846392518002, 353.72736099790285, 395.211273436028, 357.5600072477315, 353.72736099790285, 353.72736099790285, 801.1105126262212, 353.72736099790285, 353.72736099790285, 353.72736099790285, 353.72736099790285, 353.72736099790285, 353.72736099790285, 446.5216497341353, 353.72736099790285, 353.72736099790285, 353.72736099790285, 353.727360997902, 353.72736099790285, 379.37632492789453, 438.37874037263146, 353.72736099790285, 522.1927588046883, 353.727360997902, 353.727360997902, 358.61071798555554, 358.0, 353.72736099790285, 570.608295016822, 353.72736099790285, 358.11059281168366, 353.72736099790285, 536.0469970102511, 374.1498212950826, 394.0476787520083, 353.72736099790285, 353.72736099790285, 353.72736099790285, 442.8805495333431, 392.20762645841626, 353.72736099790285, 353.72736099790285, 358.2329665213052, 363.0, 382.4173109010359, 353.72736099790285, 353.72736099789836, 401.0204782276951, 371.3548719864979, 384.3972602894064, 353.727360997902, 366.99653619423503, 353.72736099790285, 406.54073323688476, 451.47336425483536, 353.72736099790274, 354.1154817150873, 353.72736099790285, 353.72736099790285, 427.84704059414025, 353.72736099790285, 383.75223290351533, 353.72736099790285, 382.09259665547177, 364.56138811843215, 353.72736099790285, 353.72736099790285, 427.29553428900533, 353.72736099790285, 418.57724969841826, 565.006807443048, 443.63999687137414, 530.769133127577, 355.564858803307, 353.72736099790285, 380.27715109694856, 451.0644346577261, 395.25842061097933, 394.3432872862814, 548.3240536266767, 353.72736099790285]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Monday,5
13,10,361.6125587009943,"[361.6125587009943, 361.6125587009943, 361.6125587009943, 425.243825097588, 361.6125587009943, 361.6125587009943, 361.6125587009943, 362.25357120236174, 361.6125587009943, 421.3043797620436, 412.0388091587035, 361.6125587009943, 374.7786055176311, 361.6125587009943, 361.6125587009943, 368.7722991718215, 361.6125587009943, 361.6125587009943, 361.6125587009943, 469.10993268347784, 361.6125587009943, 361.6125587009943, 361.6125587009943, 361.6125587009943, 388.0636277094212, 361.6125587009943, 361.6125587009943, 530.011933066648, 402.4313026759213, 361.6125587009943, 363.6927550484009, 455.3396742077085, 372.05330337808095, 361.6125587009943, 361.6125587009943, 361.6125587009943, 361.6125587009943, 443.4095931627032, 361.6125587009943, 558.3894281035418, 436.45788895054994, 460.03968226485335, 372.881145177874, 361.6125587009943, 546.1235836276637, 454.83476168479376, 388.74149954453065, 361.6125587009943, 397.0186742932936, 361.6125587009943, 718.6819354235361, 419.1021318069347, 361.6125587009943, 768.608401369614, 361.6125587009943, 361.6125587009943, 508.70113507363425, 361.6125587009943, 405.7682499342003, 361.6125587009943, 361.6125587009943, 361.6125587009943, 361.6125587009943, 555.0816012114329, 361.6125587009943, 432.1235942521085, 386.3105000986085, 361.6125587009943, 361.6125587009943, 361.6125587009943, 361.6125587009943, 695.637248459021, 368.5440589760952, 361.6125587009943, 361.6125587009943, 361.6125587009943, 361.6125587009943, 390.2287311332009, 450.9005569675996, 420.5265843563688, 385.2718135495734, 538.4391418344906, 368.14916352776925, 361.6125587009943, 373.4420731609429, 363.30694652234786, 405.4623398523066, 361.6125587009943, 417.1227260373817, 361.6125587009943, 452.63213099834894, 898.1951750252202, 486.46686078273626, 427.49095800397436, 361.6125587009943, 438.55158338033044, 361.6125587009943, 434.3265322387675, 361.6125587009943, 375.61760831583103]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Tuesday,6
14,17,169.64872591170587,"[169.64872591170587, 169.64872591170587, 169.64872591170587, 189.2451573177037, 284.14968473693426, 277.69864792282283, 248.42684573152627, 266.9078983252506, 169.64872591170587, 169.64872591170587, 169.64872591170587, 169.64872591170587, 169.64872591170587, 169.64872591170587, 214.75359805457617, 300.61553688240946, 209.18290928055632, 342.0646828823311, 270.6517699960889, 182.71633395290382, 169.64872591170587, 238.4042449983083, 180.86405155655734, 175.2671173850232, 169.64872591170587, 203.44723265281038, 169.64872591170587, 169.64872591170587, 213.7344313333262, 169.64872591170587, 186.88873926651254, 182.817691192687, 169.64872591170587, 169.64872591170587, 235.5264534028346, 169.64872591170587, 262.26315715600526, 169.64872591170587, 169.64872591170587, 372.0807358138761, 191.41165628144213, 215.12332406379198, 210.57431567852615, 185.62428641296628, 231.29284815687208, 169.64872591170587, 187.83723501404057, 169.64872591170587, 169.64872591170587, 204.3626668794882, 523.0, 171.46545247045827, 169.64872591170587, 169.64872591170587, 275.156876769488, 169.64872591170587, 169.64872591170587, 169.64872591170587, 169.64872591170587, 298.09932017980094, 169.64872591170587, 169.64872591170587, 204.79829502306066, 234.61288591989913, 169.64872591170587, 240.0, 421.00829930410634, 283.3585564810492, 192.07622087060514, 169.64872591170587, 185.6433547279392, 169.64872591170587, 199.94420308867706, 169.64872591170587, 169.64872591170587, 169.64872591170587, 169.64872591170587, 169.64872591170587, 219.94123450850782, 169.64872591170587, 169.64872591170587, 169.64872591170587, 203.21032466191573, 169.64872591170587, 169.64872591170587, 228.77115679509762, 169.64872591170587, 169.64872591170587, 355.3254518436288, 169.64872591170587, 222.60757955621324, 247.8737097476855, 169.64872591170587, 208.06693761216567, 169.64872591170587, 169.64872591170587, 171.89283754835066, 169.64872591170587, 281.19779052608123, 169.64872591170587]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",GYN,GYN,-,-,Wednesday,5
