Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,165,0,165,GASTRO
Monday,1,2,30,0,30,CARD
Monday,1,3,110,0,110,CARD
Monday,1,4,265,0,265,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,210,0,210,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,115,0,115,GYN
Monday,3,9,290,0,290,GYN
Monday,4,10,60,0,60,URO
Monday,4,11,155,0,155,URO
Monday,4,12,310,0,310,URO
Monday,5,13,0,0,0,CARD
Monday,5,14,120,0,120,CARD
Monday,6,15,15,0,15,URO
Monday,6,16,210,0,210,URO
Tuesday,7,17,0,0,0,GASTRO
Tuesday,7,18,210,0,210,GASTRO
Tuesday,8,19,0,0,0,ORTH
Tuesday,8,20,115,0,115,ORTH
Tuesday,8,21,275,0,275,ORTH
Tuesday,9,22,120,0,120,ORTH
Tuesday,9,23,270,0,270,ORTH
Tuesday,10,24,15,0,15,GYN
Tuesday,11,25,0,0,0,GYN
Tuesday,11,26,110,0,110,GYN
Tuesday,11,27,220,0,220,GYN
Tuesday,11,28,330,0,330,GYN
Tuesday,12,29,0,0,0,URO
Tuesday,12,30,115,0,115,URO
Tuesday,12,31,305,0,305,URO
Wednesday,13,32,0,0,0,GASTRO
Wednesday,13,33,180,0,180,GASTRO
Wednesday,14,34,30,0,30,GASTRO
Wednesday,14,35,150,0,150,GASTRO
Wednesday,15,36,60,0,60,CARD
Wednesday,15,37,165,0,165,CARD
Wednesday,16,38,30,0,30,MED
Wednesday,16,39,140,0,140,MED
Wednesday,16,40,295,0,295,MED
Wednesday,17,41,0,0,0,GYN
Wednesday,17,42,120,0,120,GYN
Wednesday,17,43,225,0,225,GYN
Wednesday,17,44,345,0,345,GYN
Wednesday,18,45,0,0,0,GYN
Wednesday,18,46,85,0,85,GYN
Wednesday,18,47,275,0,275,GYN
Wednesday,19,48,0,0,0,URO
Wednesday,20,49,30,0,30,ORTH
Thursday,21,50,0,0,0,GASTRO
Thursday,21,51,135,0,135,GASTRO
Thursday,22,52,0,0,0,ORTH
Thursday,22,53,135,0,135,ORTH
Thursday,23,54,105,0,105,GYN
Thursday,24,55,0,0,0,GYN
Thursday,24,56,240,0,240,GYN
Thursday,25,57,15,0,15,URO
Friday,26,58,0,0,0,GASTRO
Friday,26,59,240,0,240,GASTRO
Friday,27,60,0,0,0,CARD
Friday,28,61,0,0,0,ORTH
Friday,28,62,165,0,165,ORTH
Friday,29,63,60,0,60,GYN
Friday,29,64,150,0,150,GYN
Friday,30,65,90,0,90,URO
Friday,30,66,270,0,270,URO
Friday,31,67,60,0,60,CARD
Friday,31,68,225,0,225,CARD
