Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,180,0,180,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,100,0,100,CARD
Monday,1,4,275,0,275,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,45,0,45,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,120,0,120,GYN
Monday,3,9,225,0,225,GYN
Monday,3,10,360,0,360,GYN
Monday,4,11,0,0,0,URO
Monday,4,12,66,0,66,URO
Monday,4,13,152,0,152,URO
Monday,4,14,258,0,258,URO
Monday,4,15,369,0,369,URO
Monday,5,16,0,0,0,CARD
Monday,5,17,115,0,115,CARD
Monday,5,18,275,0,275,CARD
Monday,6,19,0,0,0,URO
Tuesday,7,20,0,0,0,GASTRO
Tuesday,7,21,195,0,195,GASTRO
Tuesday,8,22,0,0,0,ORTH
Tuesday,8,23,150,0,150,ORTH
Tuesday,9,24,15,0,15,ORTH
Tuesday,9,25,210,0,210,ORTH
Tuesday,10,26,0,0,0,GYN
Tuesday,10,27,210,0,210,GYN
Tuesday,11,28,30,0,30,GYN
Tuesday,11,29,75,0,75,GYN
Tuesday,11,30,255,0,255,GYN
Tuesday,12,31,0,0,0,URO
Wednesday,13,32,0,0,0,GASTRO
Wednesday,13,33,225,0,225,GASTRO
Wednesday,14,34,0,0,0,GASTRO
Wednesday,14,35,195,0,195,GASTRO
Wednesday,15,36,15,0,15,CARD
Wednesday,15,37,135,0,135,CARD
Wednesday,16,38,60,0,60,MED
Wednesday,16,39,130,0,130,MED
Wednesday,16,40,260,0,260,MED
Wednesday,17,41,15,0,15,GYN
Wednesday,18,42,0,0,0,GYN
Wednesday,18,43,160,0,160,GYN
Wednesday,18,44,320,0,320,GYN
Wednesday,20,45,0,0,0,ORTH
Wednesday,20,46,120,0,120,ORTH
Thursday,21,47,0,0,0,GASTRO
Thursday,21,48,210,0,210,GASTRO
Thursday,22,49,0,0,0,ORTH
Thursday,22,50,195,0,195,ORTH
Thursday,23,51,0,0,0,GYN
Thursday,23,52,75,0,75,GYN
Thursday,23,53,150,0,150,GYN
Thursday,23,54,345,0,345,GYN
Thursday,24,55,0,0,0,GYN
Thursday,25,56,30,0,30,URO
Thursday,25,57,120,0,120,URO
Friday,26,58,0,0,0,GASTRO
Friday,26,59,180,0,180,GASTRO
Friday,27,60,0,0,0,CARD
Friday,28,61,0,0,0,ORTH
Friday,28,62,195,0,195,ORTH
Friday,29,63,45,0,45,GYN
Friday,29,64,150,0,150,GYN
Friday,30,65,0,0,0,URO
Friday,30,66,70,0,70,URO
Friday,30,67,170,0,170,URO
Friday,31,68,0,0,0,CARD
