Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,180,0,180,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,45,0,45,CARD
Monday,1,4,225,0,225,CARD
Monday,2,5,45,0,45,ORTH
Monday,2,6,225,0,225,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,95,0,95,GYN
Monday,3,9,205,0,205,GYN
Monday,3,10,345,0,345,GYN
Monday,4,11,15,0,15,URO
Monday,4,12,111,0,111,URO
Monday,4,13,192,0,192,URO
Monday,4,14,273,0,273,URO
Monday,4,15,384,0,384,URO
Monday,5,16,0,0,0,CARD
Monday,5,17,90,0,90,CARD
Monday,5,18,240,0,240,CARD
Monday,6,19,15,0,15,URO
Monday,6,20,175,0,175,URO
Monday,6,21,320,0,320,URO
Tuesday,7,22,0,0,0,GASTRO
Tuesday,7,23,120,0,120,GASTRO
Tuesday,8,24,0,0,0,ORTH
Tuesday,8,25,165,0,165,ORTH
Tuesday,9,26,0,0,0,ORTH
Tuesday,9,27,195,0,195,ORTH
Tuesday,10,28,0,0,0,GYN
Tuesday,10,29,150,0,150,GYN
Tuesday,11,30,0,0,0,GYN
Tuesday,11,31,70,0,70,GYN
Tuesday,11,32,260,0,260,GYN
Wednesday,13,33,0,0,0,GASTRO
Wednesday,13,34,135,0,135,GASTRO
Wednesday,14,35,0,0,0,GASTRO
Wednesday,14,36,100,0,100,GASTRO
Wednesday,14,37,290,0,290,GASTRO
Wednesday,15,38,45,0,45,CARD
Wednesday,16,39,0,0,0,MED
Wednesday,16,40,105,0,105,MED
Wednesday,16,41,300,0,300,MED
Wednesday,18,42,105,0,105,GYN
Wednesday,20,43,0,0,0,ORTH
Wednesday,20,44,195,0,195,ORTH
Thursday,21,45,0,0,0,GASTRO
Thursday,21,46,150,0,150,GASTRO
Thursday,22,47,0,0,0,ORTH
Thursday,22,48,180,0,180,ORTH
Thursday,23,49,0,0,0,GYN
Thursday,23,50,130,0,130,GYN
Thursday,23,51,275,0,275,GYN
Thursday,24,52,0,0,0,GYN
Thursday,24,53,65,0,65,GYN
Thursday,24,54,160,0,160,GYN
Thursday,24,55,285,0,285,GYN
Friday,26,56,0,0,0,GASTRO
Friday,26,57,150,0,150,GASTRO
Friday,27,58,30,0,30,CARD
Friday,27,59,255,0,255,CARD
Friday,28,60,0,0,0,ORTH
Friday,28,61,195,0,195,ORTH
Friday,29,62,0,0,0,GYN
Friday,29,63,130,0,130,GYN
Friday,29,64,275,0,275,GYN
Friday,30,65,0,0,0,URO
Friday,30,66,80,0,80,URO
Friday,30,67,145,0,145,URO
Friday,30,68,255,0,255,URO
Friday,31,69,0,0,0,CARD
