Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,180,0,180,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,115,0,115,CARD
Monday,1,4,245,0,245,CARD
Monday,2,5,15,0,15,ORTH
Monday,2,6,210,0,210,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,40,0,40,GYN
Monday,3,9,125,0,125,GYN
Monday,3,10,330,0,330,GYN
Monday,4,11,0,0,0,URO
Monday,5,12,0,0,0,CARD
Monday,5,13,130,0,130,CARD
Monday,5,14,290,0,290,CARD
Monday,6,15,0,0,0,URO
Monday,6,16,73,0,73,URO
Monday,6,17,151,0,151,URO
Monday,6,18,234,0,234,URO
Monday,6,19,337,0,337,URO
Tuesday,7,20,0,0,0,GASTRO
Tuesday,7,21,225,0,225,GASTRO
Tuesday,8,22,0,0,0,ORTH
Tuesday,8,23,130,0,130,ORTH
Tuesday,8,24,290,0,290,ORTH
Tuesday,9,25,0,0,0,ORTH
Tuesday,9,26,165,0,165,ORTH
Tuesday,10,27,0,0,0,GYN
Tuesday,10,28,40,0,40,GYN
Tuesday,10,29,170,0,170,GYN
Tuesday,11,30,0,0,0,GYN
Tuesday,11,31,85,0,85,GYN
Tuesday,11,32,245,0,245,GYN
Tuesday,12,33,30,0,30,URO
Tuesday,12,34,175,0,175,URO
Tuesday,12,35,290,0,290,URO
Wednesday,13,36,0,0,0,GASTRO
Wednesday,13,37,195,0,195,GASTRO
Wednesday,14,38,0,0,0,GASTRO
Wednesday,14,39,180,0,180,GASTRO
Wednesday,15,40,0,0,0,CARD
Wednesday,15,41,101,0,101,CARD
Wednesday,16,42,0,0,0,MED
Wednesday,16,43,95,0,95,MED
Wednesday,16,44,175,0,175,MED
Wednesday,16,45,300,0,300,MED
Wednesday,17,46,0,0,0,GYN
Wednesday,17,47,105,0,105,GYN
Wednesday,17,48,195,0,195,GYN
Wednesday,17,49,360,0,360,GYN
Wednesday,18,50,0,0,0,GYN
Wednesday,18,51,60,0,60,GYN
Wednesday,18,52,210,0,210,GYN
Wednesday,18,53,360,0,360,GYN
Wednesday,19,54,30,0,30,URO
Wednesday,20,55,15,0,15,ORTH
Wednesday,20,56,210,0,210,ORTH
Thursday,21,57,0,0,0,GASTRO
Thursday,21,58,120,0,120,GASTRO
Thursday,22,59,0,0,0,ORTH
Thursday,22,60,180,0,180,ORTH
Thursday,23,61,15,0,15,GYN
Thursday,23,62,115,0,115,GYN
Thursday,23,63,260,0,260,GYN
Thursday,24,64,0,0,0,GYN
Thursday,24,65,105,0,105,GYN
Thursday,24,66,225,0,225,GYN
Thursday,24,67,360,0,360,GYN
Thursday,25,68,0,0,0,URO
Thursday,25,69,80,0,80,URO
Thursday,25,70,175,0,175,URO
Thursday,25,71,300,0,300,URO
Friday,26,72,0,0,0,GASTRO
Friday,26,73,135,0,135,GASTRO
Friday,27,74,0,0,0,CARD
Friday,27,75,100,0,100,CARD
Friday,27,76,305,0,305,CARD
Friday,28,77,15,0,15,ORTH
Friday,28,78,195,0,195,ORTH
Friday,29,79,0,0,0,GYN
Friday,29,80,100,0,100,GYN
Friday,29,81,215,0,215,GYN
Friday,30,82,0,0,0,URO
Friday,30,83,110,0,110,URO
Friday,30,84,205,0,205,URO
Friday,30,85,330,0,330,URO
Friday,31,86,0,0,0,CARD
Friday,31,87,100,0,100,CARD
Friday,31,88,245,0,245,CARD
