Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,195,0,195,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,60,0,60,CARD
Monday,1,4,195,0,195,CARD
Monday,1,5,330,0,330,CARD
Monday,2,6,15,0,15,ORTH
Monday,2,7,240,0,240,ORTH
Monday,3,8,0,0,0,GYN
Monday,3,9,90,0,90,GYN
Monday,3,10,195,0,195,GYN
Monday,3,11,345,0,345,GYN
Monday,4,12,0,0,0,URO
Monday,4,13,55,0,55,URO
Monday,4,14,305,0,305,URO
Monday,5,15,0,0,0,CARD
Monday,5,16,100,0,100,CARD
Monday,5,17,275,0,275,CARD
Monday,6,18,0,0,0,URO
Monday,6,19,66,0,66,URO
Monday,6,20,167,0,167,URO
Monday,6,21,258,0,258,URO
Monday,6,22,354,0,354,URO
Tuesday,7,23,0,0,0,GASTRO
Tuesday,7,24,130,0,130,GASTRO
Tuesday,7,25,320,0,320,GASTRO
Tuesday,8,26,0,0,0,ORTH
Tuesday,8,27,225,0,225,ORTH
Tuesday,9,28,0,0,0,ORTH
Tuesday,9,29,115,0,115,ORTH
Tuesday,9,30,290,0,290,ORTH
Tuesday,10,31,0,0,0,GYN
Tuesday,10,32,90,0,90,GYN
Tuesday,10,33,210,0,210,GYN
Tuesday,10,34,360,0,360,GYN
Tuesday,11,35,0,0,0,GYN
Tuesday,11,36,90,0,90,GYN
Tuesday,11,37,195,0,195,GYN
Tuesday,11,38,330,0,330,GYN
Tuesday,12,39,45,0,45,URO
Tuesday,12,40,255,0,255,URO
Wednesday,13,41,0,0,0,GASTRO
Wednesday,13,42,210,0,210,GASTRO
Wednesday,14,43,0,0,0,GASTRO
Wednesday,14,44,130,0,130,GASTRO
Wednesday,14,45,305,0,305,GASTRO
Wednesday,15,46,0,0,0,CARD
Wednesday,15,47,75,0,75,CARD
Wednesday,15,48,180,0,180,CARD
Wednesday,15,49,345,0,345,CARD
Wednesday,16,50,0,0,0,MED
Wednesday,16,51,51,0,51,MED
Wednesday,16,52,167,0,167,MED
Wednesday,16,53,258,0,258,MED
Wednesday,16,54,369,0,369,MED
Wednesday,17,55,0,0,0,GYN
Wednesday,17,56,96,0,96,GYN
Wednesday,17,57,192,0,192,GYN
Wednesday,17,58,288,0,288,GYN
Wednesday,17,59,384,0,384,GYN
Wednesday,18,60,0,0,0,GYN
Wednesday,18,61,90,0,90,GYN
Wednesday,18,62,195,0,195,GYN
Wednesday,18,63,345,0,345,GYN
Wednesday,19,64,0,0,0,URO
Wednesday,19,65,51,0,51,URO
Wednesday,19,66,152,0,152,URO
Wednesday,19,67,258,0,258,URO
Wednesday,19,68,384,0,384,URO
Wednesday,20,69,0,0,0,ORTH
Wednesday,20,70,240,0,240,ORTH
Thursday,21,71,0,0,0,GASTRO
Thursday,21,72,180,0,180,GASTRO
Thursday,22,73,0,0,0,ORTH
Thursday,22,74,210,0,210,ORTH
Thursday,23,75,0,0,0,GYN
Thursday,23,76,75,0,75,GYN
Thursday,23,77,180,0,180,GYN
Thursday,23,78,345,0,345,GYN
Thursday,24,79,0,0,0,GYN
Thursday,24,80,90,0,90,GYN
Thursday,24,81,210,0,210,GYN
Thursday,24,82,345,0,345,GYN
Thursday,25,83,0,0,0,URO
Thursday,25,84,66,0,66,URO
Thursday,25,85,122,0,122,URO
Thursday,25,86,228,0,228,URO
Thursday,25,87,354,0,354,URO
Friday,26,88,0,0,0,GASTRO
Friday,27,89,0,0,0,CARD
Friday,27,90,75,0,75,CARD
Friday,27,91,210,0,210,CARD
Friday,27,92,330,0,330,CARD
Friday,28,93,0,0,0,ORTH
Friday,28,94,210,0,210,ORTH
Friday,29,95,0,0,0,GYN
Friday,29,96,90,0,90,GYN
Friday,29,97,210,0,210,GYN
Friday,29,98,360,0,360,GYN
Friday,30,99,15,0,15,URO
Friday,30,100,90,0,90,URO
Friday,30,101,155,0,155,URO
Friday,30,102,285,0,285,URO
Friday,30,103,375,0,375,URO
Friday,31,104,0,0,0,CARD
Friday,31,105,100,0,100,CARD
Friday,31,106,290,0,290,CARD
