Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,180,0,180,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,90,0,90,CARD
Monday,1,4,225,0,225,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,240,0,240,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,130,0,130,GYN
Monday,3,9,320,0,320,GYN
Monday,4,10,45,0,45,URO
Monday,4,11,160,0,160,URO
Monday,4,12,290,0,290,URO
Monday,5,13,0,0,0,CARD
Monday,5,14,65,0,65,CARD
Monday,5,15,145,0,145,CARD
Monday,5,16,315,0,315,CARD
Monday,6,17,0,0,0,URO
Monday,6,18,100,0,100,URO
Monday,6,19,260,0,260,URO
Tuesday,7,20,0,0,0,GASTRO
Tuesday,7,21,180,0,180,GASTRO
Tuesday,8,22,0,0,0,ORTH
Tuesday,8,23,195,0,195,ORTH
Tuesday,9,24,0,0,0,ORTH
Tuesday,9,25,130,0,130,ORTH
Tuesday,9,26,275,0,275,ORTH
Tuesday,10,27,0,0,0,GYN
Tuesday,10,28,150,0,150,GYN
Tuesday,11,29,0,0,0,GYN
Tuesday,11,30,195,0,195,GYN
Tuesday,12,31,150,0,150,URO
Tuesday,12,32,240,0,240,URO
Wednesday,13,33,0,0,0,GASTRO
Wednesday,13,34,210,0,210,GASTRO
Wednesday,14,35,0,0,0,GASTRO
Wednesday,14,36,240,0,240,GASTRO
Wednesday,16,37,15,0,15,MED
Wednesday,16,38,110,0,110,MED
Wednesday,16,39,265,0,265,MED
Wednesday,17,40,0,0,0,GYN
Wednesday,17,41,95,0,95,GYN
Wednesday,17,42,295,0,295,GYN
Wednesday,18,43,0,0,0,GYN
Wednesday,18,44,130,0,130,GYN
Wednesday,18,45,320,0,320,GYN
Wednesday,19,46,0,0,0,URO
Wednesday,19,47,80,0,80,URO
Wednesday,19,48,265,0,265,URO
Wednesday,20,49,15,0,15,ORTH
Thursday,21,50,0,0,0,GASTRO
Thursday,21,51,180,0,180,GASTRO
Thursday,22,52,0,0,0,ORTH
Thursday,22,53,165,0,165,ORTH
Thursday,23,54,0,0,0,GYN
Thursday,23,55,115,0,115,GYN
Thursday,23,56,275,0,275,GYN
Thursday,25,57,15,0,15,URO
Friday,26,58,0,0,0,GASTRO
Friday,26,59,145,0,145,GASTRO
Friday,26,60,305,0,305,GASTRO
Friday,27,61,75,0,75,CARD
Friday,28,62,0,0,0,ORTH
Friday,28,63,180,0,180,ORTH
Friday,29,64,0,0,0,GYN
Friday,29,65,72,0,72,GYN
Friday,29,66,160,0,160,GYN
Friday,29,67,308,0,308,GYN
Friday,31,68,30,0,30,CARD
Friday,31,69,195,0,195,CARD
