Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,240,0,240,GASTRO
Monday,1,2,15,0,15,CARD
Monday,1,3,175,0,175,CARD
Monday,1,4,320,0,320,CARD
Monday,3,5,30,0,30,GYN
Monday,3,6,112,0,112,GYN
Monday,3,7,225,0,225,GYN
Monday,3,8,382,0,382,GYN
Monday,4,9,0,0,0,URO
Monday,4,10,66,0,66,URO
Monday,4,11,152,0,152,URO
Monday,4,12,258,0,258,URO
Monday,4,13,369,0,369,URO
Monday,5,14,0,0,0,CARD
Monday,5,15,130,0,130,CARD
Monday,5,16,320,0,320,CARD
Monday,6,17,0,0,0,URO
Monday,6,18,80,0,80,URO
Monday,6,19,160,0,160,URO
Monday,6,20,240,0,240,URO
Monday,6,21,320,0,320,URO
Monday,6,22,400,0,400,URO
Tuesday,8,23,15,0,15,ORTH
Tuesday,8,24,255,0,255,ORTH
Tuesday,9,25,0,0,0,ORTH
Tuesday,9,26,180,0,180,ORTH
Tuesday,10,27,0,0,0,GYN
Tuesday,10,28,240,0,240,GYN
Tuesday,11,29,0,0,0,GYN
Tuesday,11,30,90,0,90,GYN
Tuesday,11,31,210,0,210,GYN
Tuesday,11,32,375,0,375,GYN
Tuesday,12,33,0,0,0,URO
Tuesday,12,34,51,0,51,URO
Tuesday,12,35,152,0,152,URO
Tuesday,12,36,258,0,258,URO
Tuesday,12,37,384,0,384,URO
Wednesday,13,38,0,0,0,GASTRO
Wednesday,13,39,240,0,240,GASTRO
Wednesday,14,40,0,0,0,GASTRO
Wednesday,14,41,225,0,225,GASTRO
Wednesday,15,42,0,0,0,CARD
Wednesday,15,43,160,0,160,CARD
Wednesday,15,44,335,0,335,CARD
Wednesday,16,45,0,0,0,MED
Wednesday,16,46,90,0,90,MED
Wednesday,16,47,225,0,225,MED
Wednesday,16,48,360,0,360,MED
Wednesday,17,49,0,0,0,GYN
Wednesday,17,50,96,0,96,GYN
Wednesday,17,51,192,0,192,GYN
Wednesday,17,52,288,0,288,GYN
Wednesday,17,53,384,0,384,GYN
Wednesday,18,54,0,0,0,GYN
Wednesday,18,55,75,0,75,GYN
Wednesday,18,56,180,0,180,GYN
Wednesday,18,57,360,0,360,GYN
Wednesday,19,58,105,0,105,URO
Wednesday,20,59,0,0,0,ORTH
Wednesday,20,60,225,0,225,ORTH
Thursday,22,61,0,0,0,ORTH
Thursday,22,62,210,0,210,ORTH
Thursday,23,63,0,0,0,GYN
Thursday,23,64,40,0,40,GYN
Thursday,23,65,320,0,320,GYN
Thursday,24,66,0,0,0,GYN
Thursday,24,67,145,0,145,GYN
Thursday,24,68,320,0,320,GYN
Thursday,25,69,0,0,0,URO
Thursday,25,70,120,0,120,URO
Thursday,25,71,240,0,240,URO
Thursday,25,72,345,0,345,URO
Friday,26,73,60,0,60,GASTRO
Friday,26,74,255,0,255,GASTRO
Friday,27,75,0,0,0,CARD
Friday,27,76,130,0,130,CARD
Friday,27,77,305,0,305,CARD
Friday,29,78,0,0,0,GYN
Friday,29,79,105,0,105,GYN
Friday,29,80,195,0,195,GYN
Friday,29,81,345,0,345,GYN
Friday,30,82,0,0,0,URO
Friday,30,83,45,0,45,URO
Friday,30,84,165,0,165,URO
Friday,30,85,345,0,345,URO
Friday,31,86,0,0,0,CARD
Friday,31,87,90,0,90,CARD
Friday,31,88,210,0,210,CARD
Friday,31,89,360,0,360,CARD
