Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,130,0,130,GASTRO
Monday,0,2,305,0,305,GASTRO
Monday,1,3,0,0,0,CARD
Monday,1,4,160,0,160,CARD
Monday,1,5,320,0,320,CARD
Monday,2,6,0,0,0,ORTH
Monday,2,7,210,0,210,ORTH
Monday,3,8,15,0,15,GYN
Monday,3,9,90,0,90,GYN
Monday,3,10,210,0,210,GYN
Monday,3,11,360,0,360,GYN
Monday,4,12,0,0,0,URO
Monday,4,13,60,0,60,URO
Monday,4,14,195,0,195,URO
Monday,4,15,360,0,360,URO
Monday,5,16,0,0,0,CARD
Monday,5,17,160,0,160,CARD
Monday,5,18,320,0,320,CARD
Monday,6,19,0,0,0,URO
Monday,6,20,120,0,120,URO
Monday,6,21,240,0,240,URO
Monday,6,22,375,0,375,URO
Tuesday,7,23,0,0,0,GASTRO
Tuesday,7,24,240,0,240,GASTRO
Tuesday,8,25,0,0,0,ORTH
Tuesday,8,26,160,0,160,ORTH
Tuesday,8,27,305,0,305,ORTH
Tuesday,9,28,0,0,0,ORTH
Tuesday,9,29,240,0,240,ORTH
Tuesday,10,30,0,0,0,GYN
Tuesday,10,31,65,0,65,GYN
Tuesday,10,32,190,0,190,GYN
Tuesday,10,33,330,0,330,GYN
Tuesday,11,34,15,0,15,GYN
Tuesday,11,35,70,0,70,GYN
Tuesday,11,36,275,0,275,GYN
Tuesday,12,37,15,0,15,URO
Tuesday,12,38,165,0,165,URO
Wednesday,13,39,0,0,0,GASTRO
Wednesday,13,40,145,0,145,GASTRO
Wednesday,13,41,320,0,320,GASTRO
Wednesday,14,42,0,0,0,GASTRO
Wednesday,14,43,240,0,240,GASTRO
Wednesday,15,44,0,0,0,CARD
Wednesday,15,45,130,0,130,CARD
Wednesday,15,46,320,0,320,CARD
Wednesday,16,47,0,0,0,MED
Wednesday,16,48,90,0,90,MED
Wednesday,16,49,210,0,210,MED
Wednesday,16,50,360,0,360,MED
Wednesday,17,51,0,0,0,GYN
Wednesday,17,52,105,0,105,GYN
Wednesday,17,53,210,0,210,GYN
Wednesday,17,54,360,0,360,GYN
Wednesday,18,55,0,0,0,GYN
Wednesday,18,56,100,0,100,GYN
Wednesday,18,57,260,0,260,GYN
Wednesday,19,58,0,0,0,URO
Wednesday,19,59,225,0,225,URO
Wednesday,20,60,0,0,0,ORTH
Wednesday,20,61,130,0,130,ORTH
Wednesday,20,62,320,0,320,ORTH
Thursday,21,63,0,0,0,GASTRO
Thursday,21,64,240,0,240,GASTRO
Thursday,22,65,15,0,15,ORTH
Thursday,22,66,240,0,240,ORTH
Thursday,23,67,0,0,0,GYN
Thursday,23,68,130,0,130,GYN
Thursday,23,69,320,0,320,GYN
Thursday,24,70,0,0,0,GYN
Thursday,24,71,55,0,55,GYN
Thursday,24,72,140,0,140,GYN
Thursday,24,73,315,0,315,GYN
Thursday,25,74,0,0,0,URO
Thursday,25,75,195,0,195,URO
Friday,26,76,0,0,0,GASTRO
Friday,26,77,240,0,240,GASTRO
Friday,27,78,0,0,0,CARD
Friday,27,79,85,0,85,CARD
Friday,27,80,260,0,260,CARD
Friday,28,81,0,0,0,ORTH
Friday,28,82,130,0,130,ORTH
Friday,28,83,290,0,290,ORTH
Friday,29,84,0,0,0,GYN
Friday,29,85,160,0,160,GYN
Friday,29,86,320,0,320,GYN
Friday,30,87,0,0,0,URO
Friday,30,88,35,0,35,URO
Friday,30,89,115,0,115,URO
Friday,30,90,255,0,255,URO
Friday,31,91,0,0,0,CARD
Friday,31,92,240,0,240,CARD
