Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,30,0,30,GASTRO
Monday,0,1,255,0,255,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,130,0,130,CARD
Monday,1,4,320,0,320,CARD
Monday,2,5,15,0,15,ORTH
Monday,2,6,180,0,180,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,80,0,80,GYN
Monday,3,9,190,0,190,GYN
Monday,3,10,330,0,330,GYN
Monday,4,11,0,0,0,URO
Monday,4,12,43,0,43,URO
Monday,4,13,136,0,136,URO
Monday,4,14,249,0,249,URO
Monday,4,15,352,0,352,URO
Monday,5,16,15,0,15,CARD
Monday,5,17,145,0,145,CARD
Monday,5,18,320,0,320,CARD
Monday,6,19,0,0,0,URO
Monday,6,20,105,0,105,URO
Monday,6,21,210,0,210,URO
Monday,6,22,360,0,360,URO
Tuesday,7,23,0,0,0,GASTRO
Tuesday,7,24,225,0,225,GASTRO
Tuesday,8,25,15,0,15,ORTH
Tuesday,8,26,210,0,210,ORTH
Tuesday,9,27,0,0,0,ORTH
Tuesday,9,28,255,0,255,ORTH
Tuesday,10,29,0,0,0,GYN
Tuesday,10,30,75,0,75,GYN
Tuesday,10,31,180,0,180,GYN
Tuesday,10,32,375,0,375,GYN
Tuesday,11,33,15,0,15,GYN
Tuesday,11,34,135,0,135,GYN
Tuesday,11,35,240,0,240,GYN
Tuesday,11,36,360,0,360,GYN
Tuesday,12,37,0,0,0,URO
Tuesday,12,38,75,0,75,URO
Tuesday,12,39,180,0,180,URO
Tuesday,12,40,345,0,345,URO
Wednesday,13,41,0,0,0,GASTRO
Wednesday,13,42,210,0,210,GASTRO
Wednesday,14,43,0,0,0,GASTRO
Wednesday,14,44,165,0,165,GASTRO
Wednesday,15,45,0,0,0,CARD
Wednesday,15,46,70,0,70,CARD
Wednesday,15,47,290,0,290,CARD
Wednesday,16,48,0,0,0,MED
Wednesday,16,49,120,0,120,MED
Wednesday,16,50,240,0,240,MED
Wednesday,16,51,360,0,360,MED
Wednesday,17,52,0,0,0,GYN
Wednesday,17,53,130,0,130,GYN
Wednesday,17,54,320,0,320,GYN
Wednesday,18,55,0,0,0,GYN
Wednesday,18,56,110,0,110,GYN
Wednesday,18,57,190,0,190,GYN
Wednesday,18,58,330,0,330,GYN
Wednesday,19,59,0,0,0,URO
Wednesday,19,60,50,0,50,URO
Wednesday,19,61,145,0,145,URO
Wednesday,19,62,240,0,240,URO
Wednesday,19,63,335,0,335,URO
Wednesday,20,64,30,0,30,ORTH
Wednesday,20,65,195,0,195,ORTH
Thursday,21,66,0,0,0,GASTRO
Thursday,21,67,240,0,240,GASTRO
Thursday,22,68,15,0,15,ORTH
Thursday,22,69,195,0,195,ORTH
Thursday,23,70,0,0,0,GYN
Thursday,23,71,105,0,105,GYN
Thursday,23,72,225,0,225,GYN
Thursday,23,73,360,0,360,GYN
Thursday,24,74,0,0,0,GYN
Thursday,24,75,65,0,65,GYN
Thursday,24,76,160,0,160,GYN
Thursday,24,77,330,0,330,GYN
Thursday,25,78,0,0,0,URO
Thursday,25,79,180,0,180,URO
Friday,26,80,30,0,30,GASTRO
Friday,26,81,225,0,225,GASTRO
Friday,27,82,0,0,0,CARD
Friday,27,83,70,0,70,CARD
Friday,27,84,260,0,260,CARD
Friday,28,85,15,0,15,ORTH
Friday,29,86,0,0,0,GYN
Friday,29,87,120,0,120,GYN
Friday,29,88,240,0,240,GYN
Friday,29,89,360,0,360,GYN
Friday,30,90,0,0,0,URO
Friday,30,91,36,0,36,URO
Friday,30,92,152,0,152,URO
Friday,30,93,243,0,243,URO
Friday,30,94,339,0,339,URO
Friday,31,95,0,0,0,CARD
Friday,31,96,160,0,160,CARD
Friday,31,97,320,0,320,CARD
