Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,240,0,240,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,80,0,80,CARD
Monday,1,4,190,0,190,CARD
Monday,1,5,330,0,330,CARD
Monday,2,6,0,0,0,ORTH
Monday,2,7,225,0,225,ORTH
Monday,3,8,0,0,0,GYN
Monday,3,9,65,0,65,GYN
Monday,3,10,175,0,175,GYN
Monday,3,11,330,0,330,GYN
Monday,4,12,0,0,0,URO
Monday,4,13,74,0,74,URO
Monday,4,14,148,0,148,URO
Monday,4,15,222,0,222,URO
Monday,4,16,296,0,296,URO
Monday,4,17,385,0,385,URO
Monday,5,18,0,0,0,CARD
Monday,5,19,70,0,70,CARD
Monday,5,20,185,0,185,CARD
Monday,5,21,300,0,300,CARD
Monday,6,22,0,0,0,URO
Monday,6,23,80,0,80,URO
Monday,6,24,160,0,160,URO
Monday,6,25,240,0,240,URO
Monday,6,26,335,0,335,URO
Tuesday,7,27,0,0,0,GASTRO
Tuesday,7,28,240,0,240,GASTRO
Tuesday,8,29,0,0,0,ORTH
Tuesday,8,30,130,0,130,ORTH
Tuesday,8,31,320,0,320,ORTH
Tuesday,9,32,0,0,0,ORTH
Tuesday,9,33,225,0,225,ORTH
Tuesday,10,34,0,0,0,GYN
Tuesday,10,35,85,0,85,GYN
Tuesday,10,36,230,0,230,GYN
Tuesday,11,37,0,0,0,GYN
Tuesday,11,38,85,0,85,GYN
Tuesday,11,39,185,0,185,GYN
Tuesday,11,40,315,0,315,GYN
Tuesday,12,41,0,0,0,URO
Tuesday,12,42,74,0,74,URO
Tuesday,12,43,148,0,148,URO
Tuesday,12,44,222,0,222,URO
Tuesday,12,45,311,0,311,URO
Tuesday,12,46,385,0,385,URO
Wednesday,13,47,0,0,0,GASTRO
Wednesday,13,48,130,0,130,GASTRO
Wednesday,13,49,245,0,245,GASTRO
Wednesday,14,50,0,0,0,GASTRO
Wednesday,14,51,165,0,165,GASTRO
Wednesday,15,52,0,0,0,CARD
Wednesday,15,53,130,0,130,CARD
Wednesday,15,54,320,0,320,CARD
Wednesday,16,55,0,0,0,MED
Wednesday,16,56,120,0,120,MED
Wednesday,16,57,240,0,240,MED
Wednesday,16,58,360,0,360,MED
Wednesday,17,59,0,0,0,GYN
Wednesday,17,60,66,0,66,GYN
Wednesday,17,61,152,0,152,GYN
Wednesday,17,62,258,0,258,GYN
Wednesday,17,63,399,0,399,GYN
Wednesday,18,64,0,0,0,GYN
Wednesday,18,65,120,0,120,GYN
Wednesday,18,66,240,0,240,GYN
Wednesday,18,67,360,0,360,GYN
Wednesday,19,68,0,0,0,URO
Wednesday,19,69,74,0,74,URO
Wednesday,19,70,148,0,148,URO
Wednesday,19,71,222,0,222,URO
Wednesday,19,72,311,0,311,URO
Wednesday,19,73,385,0,385,URO
Wednesday,20,74,0,0,0,ORTH
Wednesday,20,75,225,0,225,ORTH
Thursday,21,76,0,0,0,GASTRO
Thursday,21,77,255,0,255,GASTRO
Thursday,22,78,15,0,15,ORTH
Thursday,22,79,240,0,240,ORTH
Thursday,23,80,0,0,0,GYN
Thursday,23,81,90,0,90,GYN
Thursday,23,82,210,0,210,GYN
Thursday,23,83,360,0,360,GYN
Thursday,24,84,0,0,0,GYN
Thursday,24,85,75,0,75,GYN
Thursday,24,86,165,0,165,GYN
Thursday,24,87,285,0,285,GYN
Thursday,25,88,0,0,0,URO
Thursday,25,89,65,0,65,URO
Thursday,25,90,115,0,115,URO
Thursday,25,91,210,0,210,URO
Thursday,25,92,305,0,305,URO
Thursday,25,93,400,0,400,URO
Friday,26,94,0,0,0,GASTRO
Friday,26,95,225,0,225,GASTRO
Friday,27,96,0,0,0,CARD
Friday,27,97,85,0,85,CARD
Friday,27,98,290,0,290,CARD
Friday,28,99,0,0,0,ORTH
Friday,28,100,240,0,240,ORTH
Friday,29,101,0,0,0,GYN
Friday,29,102,60,0,60,GYN
Friday,29,103,195,0,195,GYN
Friday,29,104,285,0,285,GYN
Friday,30,105,0,0,0,URO
Friday,30,106,80,0,80,URO
Friday,30,107,160,0,160,URO
Friday,30,108,240,0,240,URO
Friday,30,109,320,0,320,URO
Friday,30,110,400,0,400,URO
Friday,31,111,0,0,0,CARD
Friday,31,112,160,0,160,CARD
Friday,31,113,320,0,320,CARD
