Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,180,0,180,GASTRO
Monday,1,2,15,0,15,CARD
Monday,1,3,70,0,70,CARD
Monday,1,4,305,0,305,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,195,0,195,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,115,0,115,GYN
Monday,3,9,320,0,320,GYN
Monday,4,10,0,0,0,URO
Monday,4,11,58,0,58,URO
Monday,4,12,151,0,151,URO
Monday,4,13,234,0,234,URO
Monday,4,14,367,0,367,URO
Monday,5,15,0,0,0,CARD
Monday,5,16,95,0,95,CARD
Monday,5,17,190,0,190,CARD
Monday,5,18,330,0,330,CARD
Monday,6,19,0,0,0,URO
Monday,6,20,80,0,80,URO
Monday,6,21,160,0,160,URO
Monday,6,22,240,0,240,URO
Monday,6,23,335,0,335,URO
Tuesday,7,24,0,0,0,GASTRO
Tuesday,7,25,180,0,180,GASTRO
Tuesday,8,26,45,0,45,ORTH
Tuesday,8,27,255,0,255,ORTH
Tuesday,9,28,0,0,0,ORTH
Tuesday,9,29,165,0,165,ORTH
Tuesday,10,30,15,0,15,GYN
Tuesday,10,31,95,0,95,GYN
Tuesday,10,32,190,0,190,GYN
Tuesday,10,33,330,0,330,GYN
Tuesday,11,34,0,0,0,GYN
Tuesday,11,35,115,0,115,GYN
Tuesday,11,36,275,0,275,GYN
Tuesday,12,37,0,0,0,URO
Tuesday,12,38,88,0,88,URO
Tuesday,12,39,191,0,191,URO
Tuesday,12,40,264,0,264,URO
Tuesday,12,41,352,0,352,URO
Wednesday,13,42,0,0,0,GASTRO
Wednesday,13,43,115,0,115,GASTRO
Wednesday,13,44,260,0,260,GASTRO
Wednesday,14,45,0,0,0,GASTRO
Wednesday,14,46,240,0,240,GASTRO
Wednesday,15,47,0,0,0,CARD
Wednesday,15,48,80,0,80,CARD
Wednesday,15,49,190,0,190,CARD
Wednesday,15,50,330,0,330,CARD
Wednesday,16,51,0,0,0,MED
Wednesday,16,52,90,0,90,MED
Wednesday,16,53,210,0,210,MED
Wednesday,16,54,360,0,360,MED
Wednesday,17,55,0,0,0,GYN
Wednesday,17,56,85,0,85,GYN
Wednesday,17,57,170,0,170,GYN
Wednesday,17,58,300,0,300,GYN
Wednesday,18,59,0,0,0,GYN
Wednesday,18,60,75,0,75,GYN
Wednesday,18,61,165,0,165,GYN
Wednesday,18,62,315,0,315,GYN
Wednesday,20,63,0,0,0,ORTH
Wednesday,20,64,210,0,210,ORTH
Thursday,21,65,0,0,0,GASTRO
Thursday,21,66,180,0,180,GASTRO
Thursday,22,67,0,0,0,ORTH
Thursday,22,68,240,0,240,ORTH
Thursday,23,69,0,0,0,GYN
Thursday,23,70,160,0,160,GYN
Thursday,23,71,320,0,320,GYN
Thursday,24,72,0,0,0,GYN
Thursday,24,73,120,0,120,GYN
Thursday,24,74,240,0,240,GYN
Thursday,24,75,360,0,360,GYN
Thursday,25,76,0,0,0,URO
Thursday,25,77,95,0,95,URO
Thursday,25,78,175,0,175,URO
Thursday,25,79,270,0,270,URO
Thursday,25,80,350,0,350,URO
Friday,26,81,0,0,0,GASTRO
Friday,26,82,115,0,115,GASTRO
Friday,26,83,275,0,275,GASTRO
Friday,27,84,15,0,15,CARD
Friday,27,85,100,0,100,CARD
Friday,27,86,260,0,260,CARD
Friday,28,87,0,0,0,ORTH
Friday,28,88,210,0,210,ORTH
Friday,29,89,0,0,0,GYN
Friday,29,90,75,0,75,GYN
Friday,29,91,180,0,180,GYN
Friday,29,92,270,0,270,GYN
Friday,30,93,0,0,0,URO
Friday,30,94,73,0,73,URO
Friday,30,95,151,0,151,URO
Friday,30,96,249,0,249,URO
Friday,30,97,352,0,352,URO
Friday,31,98,0,0,0,CARD
Friday,31,99,145,0,145,CARD
Friday,31,100,290,0,290,CARD
