Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,150,0,150,GASTRO
Monday,1,2,30,0,30,CARD
Monday,1,3,115,0,115,CARD
Monday,1,4,245,0,245,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,195,0,195,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,130,0,130,GYN
Monday,3,9,275,0,275,GYN
Monday,4,10,0,0,0,URO
Monday,5,11,0,0,0,CARD
Monday,5,12,165,0,165,CARD
Monday,5,13,300,0,300,CARD
Monday,6,14,0,0,0,URO
Monday,6,15,72,0,72,URO
Monday,6,16,144,0,144,URO
Monday,6,17,231,0,231,URO
Monday,6,18,273,0,273,URO
Tuesday,7,19,0,0,0,GASTRO
Tuesday,8,20,0,0,0,ORTH
Tuesday,8,21,150,0,150,ORTH
Tuesday,9,22,0,0,0,ORTH
Tuesday,9,23,225,0,225,ORTH
Tuesday,10,24,0,0,0,GYN
Tuesday,10,25,95,0,95,GYN
Tuesday,10,26,190,0,190,GYN
Tuesday,10,27,315,0,315,GYN
Tuesday,11,28,0,0,0,GYN
Tuesday,11,29,115,0,115,GYN
Tuesday,11,30,275,0,275,GYN
Tuesday,12,31,45,0,45,URO
Tuesday,12,32,165,0,165,URO
Tuesday,12,33,285,0,285,URO
Wednesday,13,34,15,0,15,GASTRO
Wednesday,13,35,180,0,180,GASTRO
Wednesday,14,36,45,0,45,GASTRO
Wednesday,14,37,195,0,195,GASTRO
Wednesday,15,38,0,0,0,CARD
Wednesday,15,39,130,0,130,CARD
Wednesday,15,40,260,0,260,CARD
Wednesday,16,41,15,0,15,MED
Wednesday,16,42,73,0,73,MED
Wednesday,16,43,205,0,205,MED
Wednesday,16,44,278,0,278,MED
Wednesday,17,45,0,0,0,GYN
Wednesday,17,46,145,0,145,GYN
Wednesday,17,47,290,0,290,GYN
Wednesday,18,48,0,0,0,GYN
Wednesday,18,49,75,0,75,GYN
Wednesday,18,50,180,0,180,GYN
Wednesday,18,51,285,0,285,GYN
Wednesday,19,52,0,0,0,URO
Wednesday,20,53,0,0,0,ORTH
Wednesday,20,54,115,0,115,ORTH
Wednesday,20,55,260,0,260,ORTH
Thursday,21,56,30,0,30,GASTRO
Thursday,22,57,0,0,0,ORTH
Thursday,22,58,225,0,225,ORTH
Thursday,23,59,0,0,0,GYN
Thursday,23,60,160,0,160,GYN
Thursday,23,61,290,0,290,GYN
Thursday,24,62,0,0,0,GYN
Thursday,24,63,190,0,190,GYN
Thursday,24,64,305,0,305,GYN
Thursday,25,65,0,0,0,URO
Thursday,25,66,88,0,88,URO
Thursday,25,67,146,0,146,URO
Thursday,25,68,249,0,249,URO
Thursday,25,69,337,0,337,URO
Friday,26,70,0,0,0,GASTRO
Friday,26,71,165,0,165,GASTRO
Friday,27,72,0,0,0,CARD
Friday,27,73,210,0,210,CARD
Friday,28,74,45,0,45,ORTH
Friday,28,75,180,0,180,ORTH
Friday,29,76,0,0,0,GYN
Friday,29,77,145,0,145,GYN
Friday,29,78,305,0,305,GYN
Friday,30,79,0,0,0,URO
Friday,30,80,115,0,115,URO
Friday,30,81,305,0,305,URO
Friday,31,82,0,0,0,CARD
Friday,31,83,105,0,105,CARD
Friday,31,84,270,0,270,CARD
