Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,225,0,225,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,95,0,95,CARD
Monday,1,4,205,0,205,CARD
Monday,1,5,330,0,330,CARD
Monday,2,6,0,0,0,ORTH
Monday,2,7,130,0,130,ORTH
Monday,2,8,320,0,320,ORTH
Monday,3,9,0,0,0,GYN
Monday,3,10,96,0,96,GYN
Monday,3,11,192,0,192,GYN
Monday,3,12,288,0,288,GYN
Monday,3,13,384,0,384,GYN
Monday,4,14,45,0,45,URO
Monday,4,15,122,0,122,URO
Monday,4,16,200,0,200,URO
Monday,4,17,352,0,352,URO
Monday,5,18,0,0,0,CARD
Monday,5,19,115,0,115,CARD
Monday,5,20,290,0,290,CARD
Monday,6,21,30,0,30,URO
Monday,6,22,112,0,112,URO
Monday,6,23,210,0,210,URO
Monday,6,24,322,0,322,URO
Tuesday,7,25,0,0,0,GASTRO
Tuesday,7,26,210,0,210,GASTRO
Tuesday,8,27,0,0,0,ORTH
Tuesday,8,28,160,0,160,ORTH
Tuesday,8,29,305,0,305,ORTH
Tuesday,9,30,0,0,0,ORTH
Tuesday,9,31,115,0,115,ORTH
Tuesday,9,32,260,0,260,ORTH
Tuesday,10,33,0,0,0,GYN
Tuesday,10,34,96,0,96,GYN
Tuesday,10,35,192,0,192,GYN
Tuesday,10,36,288,0,288,GYN
Tuesday,10,37,384,0,384,GYN
Tuesday,11,38,0,0,0,GYN
Tuesday,11,39,80,0,80,GYN
Tuesday,11,40,160,0,160,GYN
Tuesday,11,41,255,0,255,GYN
Tuesday,11,42,335,0,335,GYN
Tuesday,12,43,15,0,15,URO
Tuesday,12,44,100,0,100,URO
Tuesday,12,45,245,0,245,URO
Wednesday,13,46,0,0,0,GASTRO
Wednesday,13,47,160,0,160,GASTRO
Wednesday,13,48,320,0,320,GASTRO
Wednesday,14,49,0,0,0,GASTRO
Wednesday,14,50,255,0,255,GASTRO
Wednesday,15,51,0,0,0,CARD
Wednesday,15,52,80,0,80,CARD
Wednesday,15,53,220,0,220,CARD
Wednesday,15,54,345,0,345,CARD
Wednesday,16,55,0,0,0,MED
Wednesday,16,56,81,0,81,MED
Wednesday,16,57,182,0,182,MED
Wednesday,16,58,273,0,273,MED
Wednesday,16,59,384,0,384,MED
Wednesday,17,60,0,0,0,GYN
Wednesday,17,61,103,0,103,GYN
Wednesday,17,62,176,0,176,GYN
Wednesday,17,63,264,0,264,GYN
Wednesday,17,64,352,0,352,GYN
Wednesday,18,65,0,0,0,GYN
Wednesday,18,66,110,0,110,GYN
Wednesday,18,67,220,0,220,GYN
Wednesday,18,68,330,0,330,GYN
Wednesday,19,69,0,0,0,URO
Wednesday,19,70,73,0,73,URO
Wednesday,19,71,151,0,151,URO
Wednesday,19,72,249,0,249,URO
Wednesday,19,73,352,0,352,URO
Wednesday,20,74,0,0,0,ORTH
Wednesday,20,75,225,0,225,ORTH
Thursday,21,76,0,0,0,GASTRO
Thursday,21,77,240,0,240,GASTRO
Thursday,22,78,0,0,0,ORTH
Thursday,22,79,145,0,145,ORTH
Thursday,22,80,290,0,290,ORTH
Thursday,23,81,0,0,0,GYN
Thursday,23,82,110,0,110,GYN
Thursday,23,83,235,0,235,GYN
Thursday,23,84,330,0,330,GYN
Thursday,24,85,0,0,0,GYN
Thursday,24,86,88,0,88,GYN
Thursday,24,87,191,0,191,GYN
Thursday,24,88,264,0,264,GYN
Thursday,24,89,367,0,367,GYN
Thursday,25,90,0,0,0,URO
Thursday,25,91,60,0,60,URO
Thursday,25,92,150,0,150,URO
Thursday,25,93,300,0,300,URO
Friday,26,94,0,0,0,GASTRO
Friday,26,95,165,0,165,GASTRO
Friday,27,96,0,0,0,CARD
Friday,27,97,80,0,80,CARD
Friday,27,98,205,0,205,CARD
Friday,27,99,330,0,330,CARD
Friday,28,100,0,0,0,ORTH
Friday,28,101,210,0,210,ORTH
Friday,29,102,0,0,0,GYN
Friday,29,103,66,0,66,GYN
Friday,29,104,152,0,152,GYN
Friday,29,105,273,0,273,GYN
Friday,29,106,384,0,384,GYN
Friday,30,107,30,0,30,URO
Friday,30,108,97,0,97,URO
Friday,30,109,184,0,184,URO
Friday,30,110,261,0,261,URO
Friday,30,111,388,0,388,URO
Friday,31,112,0,0,0,CARD
Friday,31,113,50,0,50,CARD
Friday,31,114,190,0,190,CARD
Friday,31,115,330,0,330,CARD
