Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,240,0,240,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,100,0,100,CARD
Monday,1,4,305,0,305,CARD
Monday,2,5,15,0,15,ORTH
Monday,2,6,225,0,225,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,90,0,90,GYN
Monday,3,9,210,0,210,GYN
Monday,3,10,360,0,360,GYN
Monday,4,11,0,0,0,URO
Monday,4,12,50,0,50,URO
Monday,4,13,115,0,115,URO
Monday,4,14,210,0,210,URO
Monday,4,15,290,0,290,URO
Monday,4,16,400,0,400,URO
Monday,5,17,0,0,0,CARD
Monday,5,18,130,0,130,CARD
Monday,5,19,320,0,320,CARD
Monday,6,20,0,0,0,URO
Monday,6,21,59,0,59,URO
Monday,6,22,148,0,148,URO
Monday,6,23,207,0,207,URO
Monday,6,24,266,0,266,URO
Monday,6,25,370,0,370,URO
Tuesday,7,26,0,0,0,GASTRO
Tuesday,7,27,135,0,135,GASTRO
Tuesday,8,28,0,0,0,ORTH
Tuesday,9,29,15,0,15,ORTH
Tuesday,9,30,180,0,180,ORTH
Tuesday,10,31,0,0,0,GYN
Tuesday,10,32,110,0,110,GYN
Tuesday,10,33,220,0,220,GYN
Tuesday,10,34,330,0,330,GYN
Tuesday,11,35,0,0,0,GYN
Tuesday,11,36,45,0,45,GYN
Tuesday,11,37,165,0,165,GYN
Tuesday,11,38,360,0,360,GYN
Tuesday,12,39,0,0,0,URO
Tuesday,12,40,80,0,80,URO
Tuesday,12,41,145,0,145,URO
Tuesday,12,42,240,0,240,URO
Tuesday,12,43,320,0,320,URO
Tuesday,12,44,415,0,415,URO
Wednesday,13,45,0,0,0,GASTRO
Wednesday,13,46,240,0,240,GASTRO
Wednesday,14,47,0,0,0,GASTRO
Wednesday,14,48,165,0,165,GASTRO
Wednesday,15,49,0,0,0,CARD
Wednesday,15,50,130,0,130,CARD
Wednesday,15,51,290,0,290,CARD
Wednesday,16,52,0,0,0,MED
Wednesday,16,53,65,0,65,MED
Wednesday,16,54,160,0,160,MED
Wednesday,16,55,315,0,315,MED
Wednesday,17,56,0,0,0,GYN
Wednesday,17,57,75,0,75,GYN
Wednesday,17,58,195,0,195,GYN
Wednesday,17,59,345,0,345,GYN
Wednesday,18,60,0,0,0,GYN
Wednesday,18,61,130,0,130,GYN
Wednesday,18,62,275,0,275,GYN
Wednesday,19,63,0,0,0,URO
Wednesday,19,64,65,0,65,URO
Wednesday,19,65,160,0,160,URO
Wednesday,19,66,240,0,240,URO
Wednesday,19,67,320,0,320,URO
Wednesday,19,68,415,0,415,URO
Wednesday,20,69,0,0,0,ORTH
Wednesday,20,70,165,0,165,ORTH
Thursday,21,71,15,0,15,GASTRO
Thursday,22,72,0,0,0,ORTH
Thursday,22,73,210,0,210,ORTH
Thursday,23,74,0,0,0,GYN
Thursday,23,75,110,0,110,GYN
Thursday,23,76,205,0,205,GYN
Thursday,23,77,345,0,345,GYN
Thursday,24,78,0,0,0,GYN
Thursday,24,79,50,0,50,GYN
Thursday,24,80,160,0,160,GYN
Thursday,24,81,345,0,345,GYN
Thursday,25,82,0,0,0,URO
Thursday,25,83,66,0,66,URO
Thursday,25,84,152,0,152,URO
Thursday,25,85,273,0,273,URO
Thursday,25,86,354,0,354,URO
Friday,26,87,0,0,0,GASTRO
Friday,26,88,210,0,210,GASTRO
Friday,27,89,0,0,0,CARD
Friday,27,90,75,0,75,CARD
Friday,27,91,180,0,180,CARD
Friday,27,92,360,0,360,CARD
Friday,28,93,0,0,0,ORTH
Friday,28,94,150,0,150,ORTH
Friday,29,95,15,0,15,GYN
Friday,29,96,100,0,100,GYN
Friday,29,97,290,0,290,GYN
Friday,30,98,0,0,0,URO
Friday,30,99,66,0,66,URO
Friday,30,100,152,0,152,URO
Friday,30,101,243,0,243,URO
Friday,30,102,369,0,369,URO
Friday,31,103,0,0,0,CARD
Friday,31,104,120,0,120,CARD
Friday,31,105,240,0,240,CARD
Friday,31,106,360,0,360,CARD
