Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,15,0,15,GASTRO
Monday,0,1,180,0,180,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,115,0,115,CARD
Monday,1,4,275,0,275,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,225,0,225,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,90,0,90,GYN
Monday,3,9,210,0,210,GYN
Monday,3,10,330,0,330,GYN
Monday,4,11,0,0,0,URO
Monday,4,12,75,0,75,URO
Monday,4,13,150,0,150,URO
Monday,4,14,345,0,345,URO
Monday,5,15,0,0,0,CARD
Monday,5,16,70,0,70,CARD
Monday,5,17,290,0,290,CARD
Monday,6,18,0,0,0,URO
Monday,6,19,88,0,88,URO
Monday,6,20,166,0,166,URO
Monday,6,21,249,0,249,URO
Monday,6,22,367,0,367,URO
Tuesday,7,23,0,0,0,GASTRO
Tuesday,7,24,165,0,165,GASTRO
Tuesday,8,25,0,0,0,ORTH
Tuesday,8,26,225,0,225,ORTH
Tuesday,9,27,0,0,0,ORTH
Tuesday,9,28,100,0,100,ORTH
Tuesday,9,29,290,0,290,ORTH
Tuesday,10,30,0,0,0,GYN
Tuesday,10,31,65,0,65,GYN
Tuesday,10,32,205,0,205,GYN
Tuesday,10,33,315,0,315,GYN
Tuesday,11,34,0,0,0,GYN
Tuesday,11,35,75,0,75,GYN
Tuesday,11,36,165,0,165,GYN
Tuesday,11,37,360,0,360,GYN
Wednesday,13,38,0,0,0,GASTRO
Wednesday,13,39,150,0,150,GASTRO
Wednesday,14,40,0,0,0,GASTRO
Wednesday,14,41,150,0,150,GASTRO
Wednesday,15,42,0,0,0,CARD
Wednesday,16,43,0,0,0,MED
Wednesday,16,44,85,0,85,MED
Wednesday,16,45,200,0,200,MED
Wednesday,16,46,285,0,285,MED
Wednesday,17,47,0,0,0,GYN
Wednesday,17,48,105,0,105,GYN
Wednesday,17,49,240,0,240,GYN
Wednesday,17,50,360,0,360,GYN
Wednesday,18,51,0,0,0,GYN
Wednesday,18,52,70,0,70,GYN
Wednesday,18,53,170,0,170,GYN
Wednesday,18,54,285,0,285,GYN
Wednesday,19,55,90,0,90,URO
Wednesday,19,56,195,0,195,URO
Wednesday,20,57,0,0,0,ORTH
Wednesday,20,58,210,0,210,ORTH
Thursday,21,59,0,0,0,GASTRO
Thursday,21,60,210,0,210,GASTRO
Thursday,22,61,0,0,0,ORTH
Thursday,22,62,240,0,240,ORTH
Thursday,23,63,0,0,0,GYN
Thursday,23,64,115,0,115,GYN
Thursday,23,65,260,0,260,GYN
Thursday,24,66,0,0,0,GYN
Thursday,24,67,66,0,66,GYN
Thursday,24,68,152,0,152,GYN
Thursday,24,69,273,0,273,GYN
Thursday,24,70,384,0,384,GYN
Thursday,25,71,45,0,45,URO
Thursday,25,72,155,0,155,URO
Thursday,25,73,310,0,310,URO
Friday,26,74,0,0,0,GASTRO
Friday,26,75,165,0,165,GASTRO
Friday,27,76,0,0,0,CARD
Friday,27,77,115,0,115,CARD
Friday,27,78,320,0,320,CARD
Friday,28,79,0,0,0,ORTH
Friday,28,80,210,0,210,ORTH
Friday,30,81,0,0,0,URO
Friday,30,82,20,0,20,URO
Friday,30,83,130,0,130,URO
Friday,30,84,240,0,240,URO
Friday,31,85,0,0,0,CARD
Friday,31,86,70,0,70,CARD
Friday,31,87,170,0,170,CARD
Friday,31,88,285,0,285,CARD
