Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,45,0,45,GASTRO
Monday,0,1,255,0,255,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,160,0,160,CARD
Monday,1,4,305,0,305,CARD
Monday,2,5,0,0,0,ORTH
Monday,3,6,0,0,0,GYN
Monday,3,7,240,0,240,GYN
Monday,4,8,0,0,0,URO
Monday,4,9,96,0,96,URO
Monday,4,10,177,0,177,URO
Monday,4,11,288,0,288,URO
Monday,4,12,369,0,369,URO
Monday,5,13,0,0,0,CARD
Monday,5,14,175,0,175,CARD
Monday,5,15,275,0,275,CARD
Monday,6,16,0,0,0,URO
Monday,6,17,66,0,66,URO
Monday,6,18,167,0,167,URO
Monday,6,19,273,0,273,URO
Monday,6,20,354,0,354,URO
Tuesday,7,21,0,0,0,GASTRO
Tuesday,7,22,225,0,225,GASTRO
Tuesday,9,23,0,0,0,ORTH
Tuesday,9,24,285,0,285,ORTH
Tuesday,10,25,0,0,0,GYN
Tuesday,10,26,120,0,120,GYN
Tuesday,10,27,240,0,240,GYN
Tuesday,10,28,360,0,360,GYN
Tuesday,11,29,0,0,0,GYN
Tuesday,11,30,130,0,130,GYN
Tuesday,11,31,320,0,320,GYN
Tuesday,12,32,0,0,0,URO
Tuesday,12,33,81,0,81,URO
Tuesday,12,34,167,0,167,URO
Tuesday,12,35,258,0,258,URO
Tuesday,12,36,384,0,384,URO
Wednesday,13,37,30,0,30,GASTRO
Wednesday,13,38,240,0,240,GASTRO
Wednesday,14,39,0,0,0,GASTRO
Wednesday,15,40,0,0,0,CARD
Wednesday,15,41,145,0,145,CARD
Wednesday,15,42,305,0,305,CARD
Wednesday,16,43,0,0,0,MED
Wednesday,16,44,75,0,75,MED
Wednesday,16,45,210,0,210,MED
Wednesday,16,46,375,0,375,MED
Wednesday,17,47,0,0,0,GYN
Wednesday,17,48,120,0,120,GYN
Wednesday,17,49,240,0,240,GYN
Wednesday,17,50,360,0,360,GYN
Wednesday,18,51,0,0,0,GYN
Wednesday,18,52,60,0,60,GYN
Wednesday,18,53,180,0,180,GYN
Wednesday,18,54,345,0,345,GYN
Wednesday,19,55,0,0,0,URO
Wednesday,19,56,96,0,96,URO
Wednesday,19,57,192,0,192,URO
Wednesday,19,58,288,0,288,URO
Wednesday,19,59,384,0,384,URO
Wednesday,20,60,0,0,0,ORTH
Wednesday,20,61,195,0,195,ORTH
Thursday,21,62,0,0,0,GASTRO
Thursday,23,63,0,0,0,GYN
Thursday,23,64,145,0,145,GYN
Thursday,23,65,320,0,320,GYN
Thursday,24,66,0,0,0,GYN
Thursday,24,67,105,0,105,GYN
Thursday,24,68,225,0,225,GYN
Thursday,24,69,345,0,345,GYN
Thursday,25,70,0,0,0,URO
Thursday,25,71,81,0,81,URO
Thursday,25,72,162,0,162,URO
Thursday,25,73,288,0,288,URO
Thursday,25,74,369,0,369,URO
Friday,26,75,0,0,0,GASTRO
Friday,27,76,0,0,0,CARD
Friday,27,77,145,0,145,CARD
Friday,27,78,320,0,320,CARD
Friday,28,79,60,0,60,ORTH
Friday,28,80,285,0,285,ORTH
Friday,29,81,0,0,0,GYN
Friday,29,82,105,0,105,GYN
Friday,29,83,240,0,240,GYN
Friday,29,84,360,0,360,GYN
Friday,30,85,15,0,15,URO
Friday,30,86,96,0,96,URO
Friday,30,87,177,0,177,URO
Friday,30,88,273,0,273,URO
Friday,30,89,384,0,384,URO
Friday,31,90,0,0,0,CARD
Friday,31,91,130,0,130,CARD
Friday,31,92,320,0,320,CARD
