Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,30,0,30,GASTRO
Monday,0,1,210,0,210,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,75,0,75,CARD
Monday,1,4,165,0,165,CARD
Monday,1,5,270,0,270,CARD
Monday,2,6,0,0,0,ORTH
Monday,2,7,180,0,180,ORTH
Monday,3,8,0,0,0,GYN
Monday,3,9,130,0,130,GYN
Monday,3,10,260,0,260,GYN
Monday,4,11,0,0,0,URO
Monday,4,12,58,0,58,URO
Monday,4,13,136,0,136,URO
Monday,4,14,234,0,234,URO
Monday,4,15,337,0,337,URO
Monday,5,16,0,0,0,CARD
Monday,5,17,145,0,145,CARD
Monday,5,18,305,0,305,CARD
Monday,6,19,0,0,0,URO
Monday,6,20,96,0,96,URO
Monday,6,21,192,0,192,URO
Monday,6,22,303,0,303,URO
Monday,6,23,384,0,384,URO
Tuesday,7,24,60,0,60,GASTRO
Tuesday,7,25,195,0,195,GASTRO
Tuesday,8,26,30,0,30,ORTH
Tuesday,8,27,240,0,240,ORTH
Tuesday,9,28,0,0,0,ORTH
Tuesday,9,29,255,0,255,ORTH
Tuesday,10,30,0,0,0,GYN
Tuesday,10,31,130,0,130,GYN
Tuesday,10,32,290,0,290,GYN
Tuesday,11,33,0,0,0,GYN
Tuesday,11,34,120,0,120,GYN
Tuesday,11,35,240,0,240,GYN
Tuesday,11,36,360,0,360,GYN
Tuesday,12,37,0,0,0,URO
Tuesday,12,38,88,0,88,URO
Tuesday,12,39,176,0,176,URO
Tuesday,12,40,264,0,264,URO
Tuesday,12,41,352,0,352,URO
Wednesday,13,42,0,0,0,GASTRO
Wednesday,13,43,240,0,240,GASTRO
Wednesday,14,44,90,0,90,GASTRO
Wednesday,15,45,0,0,0,CARD
Wednesday,15,46,80,0,80,CARD
Wednesday,15,47,190,0,190,CARD
Wednesday,15,48,330,0,330,CARD
Wednesday,16,49,0,0,0,MED
Wednesday,16,50,90,0,90,MED
Wednesday,16,51,195,0,195,MED
Wednesday,16,52,270,0,270,MED
Wednesday,17,53,0,0,0,GYN
Wednesday,17,54,90,0,90,GYN
Wednesday,17,55,240,0,240,GYN
Wednesday,17,56,360,0,360,GYN
Wednesday,18,57,0,0,0,GYN
Wednesday,18,58,120,0,120,GYN
Wednesday,18,59,240,0,240,GYN
Wednesday,18,60,360,0,360,GYN
Wednesday,19,61,0,0,0,URO
Wednesday,19,62,80,0,80,URO
Wednesday,19,63,160,0,160,URO
Wednesday,19,64,240,0,240,URO
Wednesday,19,65,335,0,335,URO
Wednesday,20,66,0,0,0,ORTH
Wednesday,20,67,225,0,225,ORTH
Thursday,21,68,0,0,0,GASTRO
Thursday,21,69,150,0,150,GASTRO
Thursday,22,70,15,0,15,ORTH
Thursday,22,71,225,0,225,ORTH
Thursday,23,72,0,0,0,GYN
Thursday,23,73,85,0,85,GYN
Thursday,23,74,260,0,260,GYN
Thursday,24,75,0,0,0,GYN
Thursday,24,76,160,0,160,GYN
Thursday,24,77,320,0,320,GYN
Thursday,25,78,0,0,0,URO
Thursday,25,79,43,0,43,URO
Thursday,25,80,136,0,136,URO
Thursday,25,81,234,0,234,URO
Thursday,25,82,352,0,352,URO
Friday,26,83,0,0,0,GASTRO
Friday,26,84,195,0,195,GASTRO
Friday,27,85,0,0,0,CARD
Friday,27,86,115,0,115,CARD
Friday,27,87,200,0,200,CARD
Friday,27,88,285,0,285,CARD
Friday,28,89,45,0,45,ORTH
Friday,28,90,180,0,180,ORTH
Friday,29,91,0,0,0,GYN
Friday,29,92,160,0,160,GYN
Friday,29,93,320,0,320,GYN
Friday,30,94,0,0,0,URO
Friday,30,95,73,0,73,URO
Friday,30,96,161,0,161,URO
Friday,30,97,264,0,264,URO
Friday,30,98,367,0,367,URO
Friday,31,99,0,0,0,CARD
Friday,31,100,145,0,145,CARD
Friday,31,101,275,0,275,CARD
