Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,195,0,195,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,85,0,85,CARD
Monday,1,4,305,0,305,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,210,0,210,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,85,0,85,GYN
Monday,3,9,170,0,170,GYN
Monday,3,10,285,0,285,GYN
Monday,4,11,45,0,45,URO
Monday,4,12,150,0,150,URO
Monday,4,13,270,0,270,URO
Monday,4,14,361,0,361,URO
Monday,5,15,0,0,0,CARD
Monday,5,16,65,0,65,CARD
Monday,5,17,175,0,175,CARD
Monday,5,18,330,0,330,CARD
Monday,6,19,0,0,0,URO
Monday,6,20,96,0,96,URO
Monday,6,21,177,0,177,URO
Monday,6,22,273,0,273,URO
Monday,6,23,384,0,384,URO
Tuesday,7,24,0,0,0,GASTRO
Tuesday,8,25,0,0,0,ORTH
Tuesday,8,26,210,0,210,ORTH
Tuesday,9,27,60,0,60,ORTH
Tuesday,9,28,225,0,225,ORTH
Tuesday,10,29,0,0,0,GYN
Tuesday,10,30,90,0,90,GYN
Tuesday,10,31,210,0,210,GYN
Tuesday,10,32,360,0,360,GYN
Tuesday,11,33,0,0,0,GYN
Tuesday,11,34,65,0,65,GYN
Tuesday,11,35,175,0,175,GYN
Tuesday,11,36,330,0,330,GYN
Tuesday,12,37,0,0,0,URO
Tuesday,12,38,96,0,96,URO
Tuesday,12,39,152,0,152,URO
Tuesday,12,40,288,0,288,URO
Tuesday,12,41,369,0,369,URO
Wednesday,13,42,45,0,45,GASTRO
Wednesday,13,43,180,0,180,GASTRO
Wednesday,14,44,0,0,0,GASTRO
Wednesday,14,45,210,0,210,GASTRO
Wednesday,15,46,15,0,15,CARD
Wednesday,15,47,120,0,120,CARD
Wednesday,15,48,285,0,285,CARD
Wednesday,16,49,0,0,0,MED
Wednesday,16,50,95,0,95,MED
Wednesday,16,51,190,0,190,MED
Wednesday,16,52,330,0,330,MED
Wednesday,17,53,0,0,0,GYN
Wednesday,17,54,90,0,90,GYN
Wednesday,17,55,165,0,165,GYN
Wednesday,17,56,330,0,330,GYN
Wednesday,18,57,0,0,0,GYN
Wednesday,18,58,70,0,70,GYN
Wednesday,18,59,275,0,275,GYN
Wednesday,19,60,0,0,0,URO
Wednesday,19,61,73,0,73,URO
Wednesday,19,62,161,0,161,URO
Wednesday,19,63,264,0,264,URO
Wednesday,19,64,367,0,367,URO
Wednesday,20,65,0,0,0,ORTH
Wednesday,20,66,225,0,225,ORTH
Thursday,21,67,0,0,0,GASTRO
Thursday,21,68,195,0,195,GASTRO
Thursday,22,69,105,0,105,ORTH
Thursday,23,70,0,0,0,GYN
Thursday,23,71,100,0,100,GYN
Thursday,23,72,320,0,320,GYN
Thursday,24,73,0,0,0,GYN
Thursday,24,74,60,0,60,GYN
Thursday,24,75,165,0,165,GYN
Thursday,24,76,330,0,330,GYN
Thursday,25,77,0,0,0,URO
Thursday,25,78,81,0,81,URO
Thursday,25,79,177,0,177,URO
Thursday,25,80,273,0,273,URO
Thursday,25,81,384,0,384,URO
Friday,26,82,15,0,15,GASTRO
Friday,27,83,0,0,0,CARD
Friday,27,84,70,0,70,CARD
Friday,27,85,260,0,260,CARD
Friday,28,86,30,0,30,ORTH
Friday,28,87,165,0,165,ORTH
Friday,29,88,0,0,0,GYN
Friday,29,89,175,0,175,GYN
Friday,29,90,305,0,305,GYN
Friday,30,91,0,0,0,URO
Friday,30,92,96,0,96,URO
Friday,30,93,152,0,152,URO
Friday,30,94,258,0,258,URO
Friday,30,95,369,0,369,URO
Friday,31,96,0,0,0,CARD
Friday,31,97,110,0,110,CARD
Friday,31,98,190,0,190,CARD
Friday,31,99,345,0,345,CARD
