Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0.0,0,0.0,GASTRO
Monday,0,1,225.0,0,225.0,GASTRO
Monday,1,2,0.0,0,0.0,CARD
Monday,1,3,160.0,0,160.0,CARD
Monday,1,4,320.0,0,320.0,CARD
Monday,2,5,0.0,0,0.0,ORTH
Monday,3,6,0.0,0,0.0,GYN
Monday,3,7,67.0,0,67.0,GYN
Monday,3,8,180.0,0,180.0,GYN
Monday,3,9,247.0,0,247.0,GYN
Monday,3,10,329.0,0,329.0,GYN
Monday,4,11,0.0,0,0.0,URO
Monday,4,12,57.0,0,57.0,URO
Monday,4,13,144.0,0,144.0,URO
Monday,4,14,201.0,0,201.0,URO
Monday,4,15,288.0,0,288.0,URO
Monday,4,16,360.0,0,360.0,URO
Monday,5,17,0.0,0,0.0,CARD
Monday,5,18,101.0,0,101.0,CARD
Monday,5,19,217.0,0,217.0,CARD
Monday,5,20,303.0,0,303.0,CARD
Tuesday,7,21,0.0,0,0.0,GASTRO
Tuesday,7,22,255.0,0,255.0,GASTRO
Tuesday,8,23,0.0,0,0.0,ORTH
Tuesday,8,24,240.0,0,240.0,ORTH
Tuesday,9,25,0.0,0,0.0,ORTH
Tuesday,9,26,116.0,0,116.0,ORTH
Tuesday,9,27,292.0,0,292.0,ORTH
Tuesday,11,28,0.0,0,0.0,GYN
Tuesday,11,29,97.0,0,97.0,GYN
Tuesday,11,30,165.0,0,165.0,GYN
Tuesday,11,31,247.0,0,247.0,GYN
Tuesday,11,32,329.0,0,329.0,GYN
Wednesday,13,33,0.0,0,0.0,GASTRO
Wednesday,13,34,225.0,0,225.0,GASTRO
Wednesday,14,35,0.0,0,0.0,GASTRO
Wednesday,14,36,225.0,0,225.0,GASTRO
Wednesday,15,37,0.0,0,0.0,CARD
Wednesday,15,38,101.0,0,101.0,CARD
Wednesday,16,39,0.0,0,0.0,MED
Wednesday,16,40,80.0,0,80.0,MED
Wednesday,16,41,161.0,0,161.0,MED
Wednesday,20,42,0.0,0,0.0,ORTH
Wednesday,20,43,240.0,0,240.0,ORTH
Thursday,21,44,45.0,0,45.0,GASTRO
Thursday,21,45,240.0,0,240.0,GASTRO
Thursday,22,46,0.0,0,0.0,ORTH
Thursday,24,47,0.0,0,0.0,GYN
Thursday,24,48,82.0,0,82.0,GYN
Thursday,24,49,165.0,0,165.0,GYN
Thursday,24,50,247.0,0,247.0,GYN
Thursday,24,51,329.0,0,329.0,GYN
Thursday,25,52,0.0,0,0.0,URO
Friday,26,53,0.0,0,0.0,GASTRO
Friday,26,54,153.0,0,153.0,GASTRO
Friday,26,55,277.0,0,277.0,GASTRO
Friday,28,56,0.0,0,0.0,ORTH
Friday,28,57,116.0,0,116.0,ORTH
Friday,28,58,292.0,0,292.0,ORTH
Friday,29,59,0.0,0,0.0,GYN
Friday,29,60,74.0,0,74.0,GYN
Friday,29,61,149.0,0,149.0,GYN
Friday,29,62,223.0,0,223.0,GYN
Friday,29,63,282.0,0,282.0,GYN
Friday,30,64,0.0,0,0.0,URO
Friday,30,65,81.0,0,81.0,URO
Friday,30,66,192.0,0,192.0,URO
Friday,30,67,288.0,0,288.0,URO
Friday,30,68,384.0,0,384.0,URO
Friday,31,69,15.0,0,15.0,CARD
