Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,30,0,30,GASTRO
Monday,0,1,225,0,225,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,130,0,130,CARD
Monday,1,4,275,0,275,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,135,0,135,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,130,0,130,GYN
Monday,3,9,320,0,320,GYN
Monday,4,10,15,0,15,URO
Monday,4,11,90,0,90,URO
Monday,4,12,195,0,195,URO
Monday,4,13,360,0,360,URO
Monday,5,14,0,0,0,CARD
Monday,5,15,240,0,240,CARD
Monday,6,16,0,0,0,URO
Monday,6,17,50,0,50,URO
Monday,6,18,120,0,120,URO
Monday,6,19,225,0,225,URO
Monday,6,20,335,0,335,URO
Tuesday,7,21,0,0,0,GASTRO
Tuesday,8,22,60,0,60,ORTH
Tuesday,8,23,210,0,210,ORTH
Tuesday,9,24,0,0,0,ORTH
Tuesday,9,25,225,0,225,ORTH
Tuesday,10,26,0,0,0,GYN
Tuesday,10,27,135,0,135,GYN
Tuesday,10,28,240,0,240,GYN
Tuesday,10,29,360,0,360,GYN
Tuesday,11,30,0,0,0,GYN
Tuesday,11,31,65,0,65,GYN
Tuesday,11,32,175,0,175,GYN
Tuesday,11,33,315,0,315,GYN
Tuesday,12,34,0,0,0,URO
Tuesday,12,35,115,0,115,URO
Tuesday,12,36,260,0,260,URO
Wednesday,14,37,0,0,0,GASTRO
Wednesday,14,38,150,0,150,GASTRO
Wednesday,15,39,0,0,0,CARD
Wednesday,15,40,120,0,120,CARD
Wednesday,15,41,240,0,240,CARD
Wednesday,15,42,360,0,360,CARD
Wednesday,16,43,0,0,0,MED
Wednesday,16,44,120,0,120,MED
Wednesday,16,45,240,0,240,MED
Wednesday,16,46,360,0,360,MED
Wednesday,17,47,0,0,0,GYN
Wednesday,17,48,65,0,65,GYN
Wednesday,17,49,190,0,190,GYN
Wednesday,17,50,330,0,330,GYN
Wednesday,18,51,0,0,0,GYN
Wednesday,18,52,100,0,100,GYN
Wednesday,18,53,290,0,290,GYN
Wednesday,19,54,0,0,0,URO
Wednesday,19,55,66,0,66,URO
Wednesday,19,56,137,0,137,URO
Wednesday,19,57,273,0,273,URO
Wednesday,19,58,354,0,354,URO
Wednesday,20,59,0,0,0,ORTH
Wednesday,20,60,225,0,225,ORTH
Thursday,21,61,0,0,0,GASTRO
Thursday,21,62,210,0,210,GASTRO
Thursday,22,63,0,0,0,ORTH
Thursday,22,64,210,0,210,ORTH
Thursday,23,65,0,0,0,GYN
Thursday,23,66,75,0,75,GYN
Thursday,23,67,150,0,150,GYN
Thursday,23,68,345,0,345,GYN
Thursday,24,69,0,0,0,GYN
Thursday,24,70,145,0,145,GYN
Thursday,24,71,290,0,290,GYN
Thursday,25,72,15,0,15,URO
Thursday,25,73,115,0,115,URO
Thursday,25,74,305,0,305,URO
Friday,26,75,0,0,0,GASTRO
Friday,26,76,225,0,225,GASTRO
Friday,27,77,0,0,0,CARD
Friday,27,78,115,0,115,CARD
Friday,27,79,290,0,290,CARD
Friday,28,80,15,0,15,ORTH
Friday,29,81,0,0,0,GYN
Friday,29,82,70,0,70,GYN
Friday,29,83,275,0,275,GYN
Friday,30,84,0,0,0,URO
Friday,30,85,96,0,96,URO
Friday,30,86,177,0,177,URO
Friday,30,87,273,0,273,URO
Friday,30,88,369,0,369,URO
Friday,31,89,0,0,0,CARD
Friday,31,90,160,0,160,CARD
Friday,31,91,320,0,320,CARD
