Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,195,0,195,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,160,0,160,CARD
Monday,1,4,290,0,290,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,165,0,165,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,95,0,95,GYN
Monday,3,9,220,0,220,GYN
Monday,3,10,330,0,330,GYN
Monday,4,11,105,0,105,URO
Monday,4,12,255,0,255,URO
Monday,5,13,0,0,0,CARD
Monday,5,14,115,0,115,CARD
Monday,5,15,215,0,215,CARD
Monday,6,16,0,0,0,URO
Monday,6,17,73,0,73,URO
Monday,6,18,176,0,176,URO
Monday,6,19,264,0,264,URO
Monday,6,20,352,0,352,URO
Tuesday,7,21,0,0,0,GASTRO
Tuesday,7,22,195,0,195,GASTRO
Tuesday,8,23,0,0,0,ORTH
Tuesday,8,24,120,0,120,ORTH
Tuesday,9,25,30,0,30,ORTH
Tuesday,9,26,255,0,255,ORTH
Tuesday,10,27,0,0,0,GYN
Tuesday,10,28,120,0,120,GYN
Tuesday,10,29,210,0,210,GYN
Tuesday,10,30,360,0,360,GYN
Tuesday,11,31,0,0,0,GYN
Tuesday,11,32,120,0,120,GYN
Tuesday,11,33,210,0,210,GYN
Tuesday,11,34,345,0,345,GYN
Tuesday,12,35,0,0,0,URO
Tuesday,12,36,145,0,145,URO
Tuesday,12,37,275,0,275,URO
Wednesday,13,38,45,0,45,GASTRO
Wednesday,13,39,195,0,195,GASTRO
Wednesday,14,40,0,0,0,GASTRO
Wednesday,14,41,195,0,195,GASTRO
Wednesday,15,42,0,0,0,CARD
Wednesday,15,43,120,0,120,CARD
Wednesday,15,44,315,0,315,CARD
Wednesday,16,45,0,0,0,MED
Wednesday,16,46,88,0,88,MED
Wednesday,16,47,161,0,161,MED
Wednesday,16,48,234,0,234,MED
Wednesday,16,49,352,0,352,MED
Wednesday,17,50,0,0,0,GYN
Wednesday,17,51,105,0,105,GYN
Wednesday,17,52,225,0,225,GYN
Wednesday,17,53,375,0,375,GYN
Wednesday,18,54,0,0,0,GYN
Wednesday,18,55,95,0,95,GYN
Wednesday,18,56,220,0,220,GYN
Wednesday,18,57,330,0,330,GYN
Wednesday,19,58,0,0,0,URO
Wednesday,19,59,73,0,73,URO
Wednesday,19,60,176,0,176,URO
Wednesday,19,61,249,0,249,URO
Wednesday,19,62,337,0,337,URO
Wednesday,20,63,0,0,0,ORTH
Wednesday,20,64,255,0,255,ORTH
Thursday,21,65,0,0,0,GASTRO
Thursday,21,66,210,0,210,GASTRO
Thursday,22,67,0,0,0,ORTH
Thursday,22,68,150,0,150,ORTH
Thursday,23,69,0,0,0,GYN
Thursday,23,70,120,0,120,GYN
Thursday,23,71,210,0,210,GYN
Thursday,23,72,345,0,345,GYN
Thursday,24,73,0,0,0,GYN
Thursday,24,74,125,0,125,GYN
Thursday,24,75,220,0,220,GYN
Thursday,24,76,360,0,360,GYN
Thursday,25,77,15,0,15,URO
Thursday,25,78,58,0,58,URO
Thursday,25,79,176,0,176,URO
Thursday,25,80,249,0,249,URO
Thursday,25,81,337,0,337,URO
Friday,26,82,0,0,0,GASTRO
Friday,26,83,150,0,150,GASTRO
Friday,27,84,0,0,0,CARD
Friday,27,85,130,0,130,CARD
Friday,27,86,320,0,320,CARD
Friday,28,87,0,0,0,ORTH
Friday,28,88,270,0,270,ORTH
Friday,29,89,0,0,0,GYN
Friday,29,90,105,0,105,GYN
Friday,29,91,225,0,225,GYN
Friday,29,92,360,0,360,GYN
Friday,30,93,0,0,0,URO
Friday,30,94,73,0,73,URO
Friday,30,95,161,0,161,URO
Friday,30,96,249,0,249,URO
Friday,30,97,352,0,352,URO
Friday,31,98,60,0,60,CARD
Friday,31,99,240,0,240,CARD
