Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,210,0,210,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,100,0,100,CARD
Monday,1,4,245,0,245,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,240,0,240,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,70,0,70,GYN
Monday,3,9,140,0,140,GYN
Monday,3,10,285,0,285,GYN
Monday,4,11,30,0,30,URO
Monday,4,12,99,0,99,URO
Monday,4,13,215,0,215,URO
Monday,4,14,300,0,300,URO
Monday,5,15,0,0,0,CARD
Monday,5,16,105,0,105,CARD
Monday,5,17,285,0,285,CARD
Monday,6,18,0,0,0,URO
Tuesday,7,19,15,0,15,GASTRO
Tuesday,7,20,180,0,180,GASTRO
Tuesday,8,21,75,0,75,ORTH
Tuesday,8,22,225,0,225,ORTH
Tuesday,9,23,0,0,0,ORTH
Tuesday,9,24,255,0,255,ORTH
Tuesday,10,25,0,0,0,GYN
Tuesday,10,26,105,0,105,GYN
Tuesday,11,27,0,0,0,GYN
Tuesday,11,28,62,0,62,GYN
Tuesday,11,29,140,0,140,GYN
Tuesday,11,30,307,0,307,GYN
Tuesday,12,31,0,0,0,URO
Wednesday,13,32,0,0,0,GASTRO
Wednesday,13,33,130,0,130,GASTRO
Wednesday,13,34,305,0,305,GASTRO
Wednesday,14,35,0,0,0,GASTRO
Wednesday,15,36,165,0,165,CARD
Wednesday,16,37,30,0,30,MED
Wednesday,16,38,115,0,115,MED
Wednesday,16,39,290,0,290,MED
Wednesday,17,40,0,0,0,GYN
Wednesday,17,41,90,0,90,GYN
Wednesday,18,42,15,0,15,GYN
Wednesday,19,43,0,0,0,URO
Wednesday,20,44,0,0,0,ORTH
Wednesday,20,45,195,0,195,ORTH
Thursday,21,46,0,0,0,GASTRO
Thursday,21,47,130,0,130,GASTRO
Thursday,21,48,275,0,275,GASTRO
Thursday,22,49,0,0,0,ORTH
Thursday,22,50,210,0,210,ORTH
Thursday,24,51,0,0,0,GYN
Thursday,24,52,90,0,90,GYN
Thursday,24,53,210,0,210,GYN
Thursday,24,54,360,0,360,GYN
Thursday,25,55,60,0,60,URO
Friday,26,56,0,0,0,GASTRO
Friday,26,57,195,0,195,GASTRO
Friday,27,58,75,0,75,CARD
Friday,27,59,195,0,195,CARD
Friday,28,60,0,0,0,ORTH
Friday,28,61,180,0,180,ORTH
Friday,29,62,0,0,0,GYN
Friday,29,63,115,0,115,GYN
Friday,29,64,305,0,305,GYN
Friday,30,65,0,0,0,URO
Friday,30,66,80,0,80,URO
Friday,30,67,205,0,205,URO
Friday,30,68,315,0,315,URO
Friday,31,69,0,0,0,CARD
