Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,15,0,15,GASTRO
Monday,1,1,0,0,0,CARD
Monday,1,2,70,0,70,CARD
Monday,1,3,185,0,185,CARD
Monday,1,4,315,0,315,CARD
Monday,2,5,0,0,0,ORTH
Monday,2,6,195,0,195,ORTH
Monday,3,7,0,0,0,GYN
Monday,3,8,120,0,120,GYN
Monday,3,9,240,0,240,GYN
Monday,3,10,360,0,360,GYN
Monday,4,11,0,0,0,URO
Monday,4,12,58,0,58,URO
Monday,4,13,151,0,151,URO
Monday,4,14,249,0,249,URO
Monday,4,15,352,0,352,URO
Monday,5,16,0,0,0,CARD
Monday,5,17,145,0,145,CARD
Monday,5,18,305,0,305,CARD
Monday,6,19,0,0,0,URO
Monday,6,20,88,0,88,URO
Monday,6,21,176,0,176,URO
Monday,6,22,279,0,279,URO
Monday,6,23,367,0,367,URO
Tuesday,7,24,0,0,0,GASTRO
Tuesday,7,25,210,0,210,GASTRO
Tuesday,8,26,60,0,60,ORTH
Tuesday,8,27,225,0,225,ORTH
Tuesday,9,28,0,0,0,ORTH
Tuesday,9,29,130,0,130,ORTH
Tuesday,9,30,290,0,290,ORTH
Tuesday,10,31,0,0,0,GYN
Tuesday,10,32,90,0,90,GYN
Tuesday,10,33,180,0,180,GYN
Tuesday,10,34,270,0,270,GYN
Tuesday,11,35,0,0,0,GYN
Tuesday,11,36,85,0,85,GYN
Tuesday,11,37,185,0,185,GYN
Tuesday,11,38,315,0,315,GYN
Tuesday,12,39,0,0,0,URO
Tuesday,12,40,96,0,96,URO
Tuesday,12,41,192,0,192,URO
Tuesday,12,42,288,0,288,URO
Tuesday,12,43,384,0,384,URO
Wednesday,13,44,0,0,0,GASTRO
Wednesday,13,45,165,0,165,GASTRO
Wednesday,14,46,15,0,15,GASTRO
Wednesday,14,47,195,0,195,GASTRO
Wednesday,15,48,0,0,0,CARD
Wednesday,15,49,100,0,100,CARD
Wednesday,15,50,260,0,260,CARD
Wednesday,16,51,0,0,0,MED
Wednesday,16,52,66,0,66,MED
Wednesday,16,53,152,0,152,MED
Wednesday,16,54,258,0,258,MED
Wednesday,16,55,384,0,384,MED
Wednesday,17,56,0,0,0,GYN
Wednesday,17,57,85,0,85,GYN
Wednesday,17,58,170,0,170,GYN
Wednesday,17,59,315,0,315,GYN
Wednesday,18,60,0,0,0,GYN
Wednesday,18,61,70,0,70,GYN
Wednesday,18,62,185,0,185,GYN
Wednesday,18,63,330,0,330,GYN
Wednesday,19,64,0,0,0,URO
Wednesday,19,65,66,0,66,URO
Wednesday,19,66,152,0,152,URO
Wednesday,19,67,273,0,273,URO
Wednesday,19,68,384,0,384,URO
Wednesday,20,69,30,0,30,ORTH
Wednesday,20,70,225,0,225,ORTH
Thursday,21,71,0,0,0,GASTRO
Thursday,21,72,240,0,240,GASTRO
Thursday,22,73,45,0,45,ORTH
Thursday,22,74,210,0,210,ORTH
Thursday,23,75,0,0,0,GYN
Thursday,23,76,85,0,85,GYN
Thursday,23,77,170,0,170,GYN
Thursday,23,78,300,0,300,GYN
Thursday,24,79,0,0,0,GYN
Thursday,24,80,130,0,130,GYN
Thursday,24,81,320,0,320,GYN
Thursday,25,82,0,0,0,URO
Thursday,25,83,65,0,65,URO
Thursday,25,84,145,0,145,URO
Thursday,25,85,195,0,195,URO
Thursday,25,86,305,0,305,URO
Thursday,25,87,400,0,400,URO
Friday,26,88,45,0,45,GASTRO
Friday,26,89,210,0,210,GASTRO
Friday,27,90,15,0,15,CARD
Friday,27,91,160,0,160,CARD
Friday,27,92,290,0,290,CARD
Friday,28,93,0,0,0,ORTH
Friday,28,94,150,0,150,ORTH
Friday,29,95,0,0,0,GYN
Friday,29,96,100,0,100,GYN
Friday,29,97,200,0,200,GYN
Friday,29,98,315,0,315,GYN
Friday,30,99,0,0,0,URO
Friday,30,100,58,0,58,URO
Friday,30,101,151,0,151,URO
Friday,30,102,249,0,249,URO
Friday,30,103,352,0,352,URO
Friday,31,104,15,0,15,CARD
Friday,31,105,85,0,85,CARD
Friday,31,106,200,0,200,CARD
Friday,31,107,300,0,300,CARD
