Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0.0,0,0.0,GASTRO
Monday,1,1,0.0,0,0.0,CARD
Monday,1,2,160.0,0,160.0,CARD
Monday,1,3,320.0,0,320.0,CARD
Monday,2,4,0.0,0,0.0,ORTH
Monday,2,5,146.0,0,146.0,ORTH
Monday,2,6,292.0,0,292.0,ORTH
Monday,3,7,0.0,0,0.0,GYN
Monday,3,8,160.0,0,160.0,GYN
Monday,3,9,335.0,0,335.0,GYN
Monday,4,10,0.0,0,0.0,URO
Monday,4,11,96.0,0,96.0,URO
Monday,4,12,192.0,0,192.0,URO
Monday,4,13,288.0,0,288.0,URO
Monday,4,14,384.0,0,384.0,URO
Monday,5,15,0.0,0,0.0,CARD
Monday,5,16,240.0,0,240.0,CARD
Monday,6,17,0.0,0,0.0,URO
Monday,6,18,96.0,0,96.0,URO
Monday,6,19,192.0,0,192.0,URO
Monday,6,20,288.0,0,288.0,URO
Monday,6,21,384.0,0,384.0,URO
Tuesday,7,22,30.0,0,30.0,GASTRO
Tuesday,7,23,255.0,0,255.0,GASTRO
Tuesday,8,24,0.0,0,0.0,ORTH
Tuesday,9,25,0.0,0,0.0,ORTH
Tuesday,9,26,116.0,0,116.0,ORTH
Tuesday,9,27,292.0,0,292.0,ORTH
Tuesday,10,28,0.0,0,0.0,GYN
Tuesday,10,29,120.0,0,120.0,GYN
Tuesday,10,30,240.0,0,240.0,GYN
Tuesday,10,31,345.0,0,345.0,GYN
Tuesday,11,32,0.0,0,0.0,GYN
Tuesday,11,33,80.0,0,80.0,GYN
Tuesday,11,34,160.0,0,160.0,GYN
Tuesday,11,35,240.0,0,240.0,GYN
Tuesday,11,36,320.0,0,320.0,GYN
Tuesday,11,37,400.0,0,400.0,GYN
Tuesday,12,38,0.0,0,0.0,URO
Tuesday,12,39,12.0,0,12.0,URO
Tuesday,12,40,69.0,0,69.0,URO
Tuesday,12,41,126.0,0,126.0,URO
Tuesday,12,42,228.0,0,228.0,URO
Tuesday,12,43,360.0,0,360.0,URO
Wednesday,13,44,0.0,0,0.0,GASTRO
Wednesday,14,45,30.0,0,30.0,GASTRO
Wednesday,14,46,158.0,0,158.0,GASTRO
Wednesday,14,47,287.0,0,287.0,GASTRO
Wednesday,15,48,0.0,0,0.0,CARD
Wednesday,15,49,240.0,0,240.0,CARD
Wednesday,16,50,0.0,0,0.0,MED
Wednesday,16,51,80.0,0,80.0,MED
Wednesday,16,52,146.0,0,146.0,MED
Wednesday,16,53,241.0,0,241.0,MED
Wednesday,16,54,337.0,0,337.0,MED
Wednesday,17,55,0.0,0,0.0,GYN
Wednesday,17,56,120.0,0,120.0,GYN
Wednesday,17,57,240.0,0,240.0,GYN
Wednesday,17,58,360.0,0,360.0,GYN
Wednesday,18,59,0.0,0,0.0,GYN
Wednesday,18,60,82.0,0,82.0,GYN
Wednesday,18,61,165.0,0,165.0,GYN
Wednesday,18,62,247.0,0,247.0,GYN
Wednesday,18,63,329.0,0,329.0,GYN
Wednesday,19,64,0.0,0,0.0,URO
Wednesday,19,65,72.0,0,72.0,URO
Wednesday,19,66,144.0,0,144.0,URO
Wednesday,19,67,216.0,0,216.0,URO
Wednesday,19,68,288.0,0,288.0,URO
Wednesday,19,69,360.0,0,360.0,URO
Wednesday,20,70,0.0,0,0.0,ORTH
Wednesday,20,71,240.0,0,240.0,ORTH
Thursday,21,72,15.0,0,15.0,GASTRO
Thursday,21,73,240.0,0,240.0,GASTRO
Thursday,22,74,0.0,0,0.0,ORTH
Thursday,22,75,240.0,0,240.0,ORTH
Thursday,23,76,0.0,0,0.0,GYN
Thursday,23,77,120.0,0,120.0,GYN
Thursday,23,78,240.0,0,240.0,GYN
Thursday,23,79,360.0,0,360.0,GYN
Thursday,24,80,0.0,0,0.0,GYN
Thursday,24,81,96.0,0,96.0,GYN
Thursday,24,82,192.0,0,192.0,GYN
Thursday,24,83,288.0,0,288.0,GYN
Thursday,24,84,384.0,0,384.0,GYN
Thursday,25,85,0.0,0,0.0,URO
Thursday,25,86,96.0,0,96.0,URO
Thursday,25,87,192.0,0,192.0,URO
Thursday,25,88,288.0,0,288.0,URO
Thursday,25,89,384.0,0,384.0,URO
Friday,26,90,30.0,0,30.0,GASTRO
Friday,26,91,255.0,0,255.0,GASTRO
Friday,27,92,0.0,0,0.0,CARD
Friday,27,93,101.0,0,101.0,CARD
Friday,27,94,187.0,0,187.0,CARD
Friday,27,95,303.0,0,303.0,CARD
Friday,28,96,30.0,0,30.0,ORTH
Friday,28,97,255.0,0,255.0,ORTH
Friday,29,98,0.0,0,0.0,GYN
Friday,29,99,80.0,0,80.0,GYN
Friday,29,100,160.0,0,160.0,GYN
Friday,29,101,240.0,0,240.0,GYN
Friday,29,102,320.0,0,320.0,GYN
Friday,29,103,400.0,0,400.0,GYN
Friday,30,104,0.0,0,0.0,URO
Friday,30,105,96.0,0,96.0,URO
Friday,30,106,192.0,0,192.0,URO
Friday,30,107,288.0,0,288.0,URO
Friday,30,108,384.0,0,384.0,URO
Friday,31,109,0.0,0,0.0,CARD
Friday,31,110,130.0,0,130.0,CARD
Friday,31,111,335.0,0,335.0,CARD
