Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,1,0,0,0,0,CARD
Monday,1,1,145,0,145,CARD
Monday,1,2,335,0,335,CARD
Monday,2,3,0,0,0,ORTH
Monday,2,4,195,0,195,ORTH
Monday,3,5,0,0,0,GYN
Monday,3,6,145,0,145,GYN
Monday,3,7,290,0,290,GYN
Monday,4,8,0,0,0,URO
Monday,4,9,88,0,88,URO
Monday,4,10,176,0,176,URO
Monday,4,11,264,0,264,URO
Monday,4,12,352,0,352,URO
Monday,5,13,0,0,0,CARD
Monday,5,14,55,0,55,CARD
Monday,5,15,290,0,290,CARD
Monday,6,16,0,0,0,URO
Monday,6,17,58,0,58,URO
Monday,6,18,151,0,151,URO
Monday,6,19,234,0,234,URO
Monday,6,20,352,0,352,URO
Tuesday,8,21,0,0,0,ORTH
Tuesday,8,22,195,0,195,ORTH
Tuesday,9,23,30,0,30,ORTH
Tuesday,9,24,195,0,195,ORTH
Tuesday,10,25,0,0,0,GYN
Tuesday,10,26,80,0,80,GYN
Tuesday,10,27,190,0,190,GYN
Tuesday,10,28,345,0,345,GYN
Tuesday,11,29,0,0,0,GYN
Tuesday,11,30,130,0,130,GYN
Tuesday,11,31,290,0,290,GYN
Tuesday,12,32,0,0,0,URO
Tuesday,12,33,88,0,88,URO
Tuesday,12,34,176,0,176,URO
Tuesday,12,35,264,0,264,URO
Tuesday,12,36,352,0,352,URO
Wednesday,13,37,0,0,0,GASTRO
Wednesday,13,38,240,0,240,GASTRO
Wednesday,14,39,90,0,90,GASTRO
Wednesday,15,40,0,0,0,CARD
Wednesday,15,41,130,0,130,CARD
Wednesday,15,42,320,0,320,CARD
Wednesday,16,43,0,0,0,MED
Wednesday,16,44,120,0,120,MED
Wednesday,16,45,240,0,240,MED
Wednesday,16,46,360,0,360,MED
Wednesday,17,47,0,0,0,GYN
Wednesday,17,48,85,0,85,GYN
Wednesday,17,49,290,0,290,GYN
Wednesday,18,50,0,0,0,GYN
Wednesday,18,51,100,0,100,GYN
Wednesday,18,52,290,0,290,GYN
Wednesday,19,53,0,0,0,URO
Wednesday,19,54,73,0,73,URO
Wednesday,19,55,136,0,136,URO
Wednesday,19,56,234,0,234,URO
Wednesday,19,57,352,0,352,URO
Wednesday,20,58,0,0,0,ORTH
Wednesday,20,59,240,0,240,ORTH
Thursday,22,60,0,0,0,ORTH
Thursday,22,61,180,0,180,ORTH
Thursday,23,62,0,0,0,GYN
Thursday,23,63,100,0,100,GYN
Thursday,23,64,200,0,200,GYN
Thursday,24,65,30,0,30,GYN
Thursday,24,66,150,0,150,GYN
Thursday,24,67,330,0,330,GYN
Thursday,25,68,0,0,0,URO
Thursday,25,69,66,0,66,URO
Thursday,25,70,152,0,152,URO
Thursday,25,71,258,0,258,URO
Thursday,25,72,384,0,384,URO
Friday,27,73,15,0,15,CARD
Friday,27,74,130,0,130,CARD
Friday,27,75,305,0,305,CARD
Friday,28,76,30,0,30,ORTH
Friday,28,77,180,0,180,ORTH
Friday,29,78,0,0,0,GYN
Friday,29,79,150,0,150,GYN
Friday,30,80,0,0,0,URO
Friday,30,81,73,0,73,URO
Friday,30,82,136,0,136,URO
Friday,30,83,234,0,234,URO
Friday,30,84,352,0,352,URO
Friday,31,85,0,0,0,CARD
Friday,31,86,55,0,55,CARD
Friday,31,87,290,0,290,CARD
