Day,Block,Surgery,Start,Duration,Finish,Specialty
Monday,0,0,0,0,0,GASTRO
Monday,0,1,150,0,150,GASTRO
Monday,1,2,0,0,0,CARD
Monday,1,3,95,0,95,CARD
Monday,1,4,220,0,220,CARD
Monday,1,5,315,0,315,CARD
Monday,2,6,0,0,0,ORTH
Monday,2,7,240,0,240,ORTH
Monday,3,8,0,0,0,GYN
Monday,3,9,95,0,95,GYN
Monday,3,10,190,0,190,GYN
Monday,3,11,315,0,315,GYN
Monday,4,12,0,0,0,URO
Monday,4,13,81,0,81,URO
Monday,4,14,192,0,192,URO
Monday,4,15,273,0,273,URO
Monday,4,16,384,0,384,URO
Monday,5,17,0,0,0,CARD
Monday,5,18,105,0,105,CARD
Monday,5,19,240,0,240,CARD
Monday,5,20,345,0,345,CARD
Monday,6,21,0,0,0,URO
Monday,6,22,80,0,80,URO
Monday,6,23,160,0,160,URO
Monday,6,24,240,0,240,URO
Monday,6,25,320,0,320,URO
Monday,6,26,415,0,415,URO
Tuesday,7,27,0,0,0,GASTRO
Tuesday,7,28,165,0,165,GASTRO
Tuesday,8,29,0,0,0,ORTH
Tuesday,8,30,145,0,145,ORTH
Tuesday,8,31,305,0,305,ORTH
Tuesday,9,32,0,0,0,ORTH
Tuesday,9,33,145,0,145,ORTH
Tuesday,9,34,275,0,275,ORTH
Tuesday,10,35,0,0,0,GYN
Tuesday,10,36,110,0,110,GYN
Tuesday,10,37,220,0,220,GYN
Tuesday,10,38,330,0,330,GYN
Tuesday,11,39,0,0,0,GYN
Tuesday,11,40,115,0,115,GYN
Tuesday,11,41,215,0,215,GYN
Tuesday,11,42,300,0,300,GYN
Tuesday,12,43,0,0,0,URO
Tuesday,12,44,80,0,80,URO
Tuesday,12,45,160,0,160,URO
Tuesday,12,46,240,0,240,URO
Tuesday,12,47,320,0,320,URO
Tuesday,12,48,400,0,400,URO
Wednesday,13,49,0,0,0,GASTRO
Wednesday,13,50,160,0,160,GASTRO
Wednesday,13,51,305,0,305,GASTRO
Wednesday,14,52,0,0,0,GASTRO
Wednesday,14,53,135,0,135,GASTRO
Wednesday,15,54,15,0,15,CARD
Wednesday,15,55,100,0,100,CARD
Wednesday,15,56,230,0,230,CARD
Wednesday,15,57,330,0,330,CARD
Wednesday,16,58,0,0,0,MED
Wednesday,16,59,88,0,88,MED
Wednesday,16,60,161,0,161,MED
Wednesday,16,61,249,0,249,MED
Wednesday,16,62,337,0,337,MED
Wednesday,17,63,15,0,15,GYN
Wednesday,17,64,95,0,95,GYN
Wednesday,17,65,220,0,220,GYN
Wednesday,17,66,315,0,315,GYN
Wednesday,18,67,0,0,0,GYN
Wednesday,18,68,95,0,95,GYN
Wednesday,18,69,190,0,190,GYN
Wednesday,18,70,300,0,300,GYN
Wednesday,19,71,0,0,0,URO
Wednesday,19,72,80,0,80,URO
Wednesday,19,73,145,0,145,URO
Wednesday,19,74,240,0,240,URO
Wednesday,19,75,320,0,320,URO
Wednesday,19,76,400,0,400,URO
Wednesday,20,77,0,0,0,ORTH
Wednesday,20,78,180,0,180,ORTH
Thursday,21,79,0,0,0,GASTRO
Thursday,21,80,240,0,240,GASTRO
Thursday,22,81,0,0,0,ORTH
Thursday,22,82,195,0,195,ORTH
Thursday,23,83,0,0,0,GYN
Thursday,23,84,85,0,85,GYN
Thursday,23,85,185,0,185,GYN
Thursday,23,86,300,0,300,GYN
Thursday,24,87,0,0,0,GYN
Thursday,24,88,100,0,100,GYN
Thursday,24,89,230,0,230,GYN
Thursday,24,90,300,0,300,GYN
Thursday,25,91,0,0,0,URO
Thursday,25,92,59,0,59,URO
Thursday,25,93,148,0,148,URO
Thursday,25,94,222,0,222,URO
Thursday,25,95,311,0,311,URO
Thursday,25,96,355,0,355,URO
Friday,26,97,0,0,0,GASTRO
Friday,26,98,145,0,145,GASTRO
Friday,26,99,320,0,320,GASTRO
Friday,27,100,0,0,0,CARD
Friday,27,101,80,0,80,CARD
Friday,27,102,190,0,190,CARD
Friday,27,103,330,0,330,CARD
Friday,28,104,0,0,0,ORTH
Friday,28,105,165,0,165,ORTH
Friday,29,106,0,0,0,GYN
Friday,29,107,90,0,90,GYN
Friday,29,108,240,0,240,GYN
Friday,29,109,345,0,345,GYN
Friday,30,110,0,0,0,URO
Friday,30,111,80,0,80,URO
Friday,30,112,160,0,160,URO
Friday,30,113,240,0,240,URO
Friday,30,114,320,0,320,URO
Friday,30,115,400,0,400,URO
Friday,31,116,0,0,0,CARD
Friday,31,117,60,0,60,CARD
Friday,31,118,195,0,195,CARD
Friday,31,119,345,0,345,CARD
